t,roll,pitch,yaw
5.91009,5.33540022,-4.17688528,106.381648
5.91509,5.34577649,-4.12347415,106.471602
5.92009,5.35601524,-4.06996563,106.561556
5.92509,5.36612222,-4.01635396,106.651511
5.93009,5.37609741,-3.96263917,106.741465
5.93509,5.3859351,-3.90882697,106.83142
5.94009,5.39564101,-3.85491737,106.921374
5.94509,5.40521513,-3.8009161,107.011328
5.95009,5.41464602,-3.7468117,107.101856
5.95509,5.42394512,-3.69262135,107.19181
5.96009,5.43311245,-3.6383336,107.281764
5.96509,5.44213653,-3.58395417,107.371719
5.97009,5.45102884,-3.5294888,107.461673
5.97509,5.45978936,-3.47493176,107.551628
5.98009,5.46840665,-3.42028878,107.641582
5.98509,5.47688642,-3.36555985,107.731536
5.99009,5.48523442,-3.3107507,107.821491
5.99509,5.4934449,-3.25585562,107.911445
6.00009,5.50151215,-3.20088032,108.001399
6.00509,5.50944761,-3.1458248,108.091354
6.01009,5.51724557,-3.09068907,108.181881
6.01509,5.52490029,-3.03547886,108.271835
6.02009,5.53242322,-2.98018843,108.36179
6.02509,5.53980292,-2.92482352,108.451744
6.03009,5.5470451,-2.86938985,108.541699
6.03509,5.55414978,-2.8138817,108.631653
6.04009,5.56111695,-2.75830479,108.721607
6.04509,5.56794088,-2.70265913,108.811562
6.05009,5.57462729,-2.64694471,108.901516
6.05509,5.5811762,-2.59116154,108.99147
6.06009,5.5875876,-2.53532108,109.081425
6.06509,5.59385576,-2.47941185,109.171379
6.07009,5.59998068,-2.42343961,109.261907
6.07509,5.60596808,-2.36741006,109.351861
6.08009,5.61181798,-2.31131749,109.441815
6.08509,5.61753037,-2.25516763,109.53177
6.09009,5.62309379,-2.1989662,109.621724
6.09509,5.62852543,-2.14270747,109.711678
6.10009,5.6338081,-2.08639145,109.801633
6.10509,5.63895326,-2.03002959,109.891587
6.11009,5.64396092,-1.97361044,109.981542
6.11509,5.64882533,-1.91714545,110.071496
6.12009,5.6535465,-1.86063462,110.16145
6.12509,5.65812443,-1.80407222,110.251405
6.13009,5.66256486,-1.74746972,110.341932
6.13509,5.66686204,-1.69082139,110.431886
6.14009,5.67102171,-1.63412721,110.521841
6.14509,5.67503242,-1.57739866,110.611795
6.15009,5.67890561,-1.52062427,110.701749
6.15509,5.68263557,-1.46381551,110.791704
6.16009,5.68622801,-1.40697236,110.881658
6.16509,5.68967149,-1.35008911,110.971613
6.17009,5.69297746,-1.29317721,111.061567
6.17509,5.69614018,-1.23623094,111.151521
6.18009,5.69915967,-1.17925028,111.241476
6.18509,5.70203592,-1.12224098,111.33143
6.19009,5.70476893,-1.06520876,111.421957
6.19509,5.7073587,-1.0081479,111.511912
6.20009,5.70981096,-0.951058382,111.601866
6.20509,5.71211425,-0.893945948,111.691821
6.21009,5.71428003,-0.836816326,111.781775
6.21509,5.71630257,-0.779658056,111.871729
6.22009,5.71817614,-0.722488327,111.961684
6.22509,5.7199122,-0.665295679,112.051638
6.23009,5.72150502,-0.608085843,112.141592
6.2351,5.72295461,-0.550861682,112.231547
6.2401,5.72426095,-0.493624344,112.321501
6.2451,5.72542406,-0.436374401,112.411456
6.2501,5.72644392,-0.379113571,112.501983
6.2551,5.72732055,-0.321843574,112.591937
6.2601,5.7280482,-0.264564983,112.681892
6.2651,5.72863835,-0.207280089,112.771846
6.2701,5.72908526,-0.149990039,112.8618
6.2751,5.72938892,-0.0926965506,112.951755
6.2801,5.72954935,-0.0354001977,113.041709
6.2851,5.72956654,0.0218968428,113.131664
6.2901,5.72944049,0.0791930812,113.221618
6.2951,5.7291712,0.136487715,113.311572
6.3001,5.72875867,0.193778912,113.401527
6.3051,5.7282029,0.251064951,113.491481
6.3101,5.72750389,0.308345261,113.582008
6.3151,5.72666164,0.36561755,113.671963
6.3201,5.72567616,0.422880672,113.761917
6.3251,5.72454743,0.480132907,113.851871
6.3301,5.72327546,0.537373683,113.941826
6.3351,5.72186026,0.594598416,114.03178
6.3401,5.72030181,0.651813982,114.121735
6.3451,5.71860013,0.70900663,114.211689
6.3501,5.7167552,0.766187818,114.301643
6.3551,5.71476704,0.823346088,114.391598
6.3601,5.71264137,0.88048717,114.481552
6.3651,5.71036672,0.937599603,114.571506
6.3701,5.70794884,0.994694848,114.662034
6.3751,5.70539345,1.05176144,114.751988
6.3801,5.70269482,1.10880512,114.841943
6.3851,5.69984722,1.16582015,114.931897
6.3901,5.69686211,1.22280081,115.021851
6.3951,5.69373376,1.27975854,115.111806
6.4001,5.69046217,1.3366819,115.20176
6.4051,5.68705307,1.39357088,115.291714
6.4101,5.683495,1.45042548,115.381669
6.4151,5.67979943,1.50723998,115.471623
6.4201,5.67596061,1.5640201,115.561578
6.4251,5.67197855,1.62076011,115.651532
6.4301,5.66785899,1.67746574,115.742059
6.4351,5.66359045,1.73411981,115.832014
6.4401,5.6591844,1.7907395,115.921968
6.4451,5.65463512,1.84730762,116.011922
6.4501,5.64994832,1.90382991,116.101877
6.4551,5.64511829,1.96030636,116.191831
6.4601,5.64014502,2.01673697,116.281786
6.4651,5.63503423,2.07311602,116.37174
6.4701,5.62978021,2.12943777,116.461694
6.4751,5.62438868,2.18571369,116.551649
6.4801,5.61885391,2.24192658,116.641603
6.4851,5.61317589,2.2980879,116.731557
6.4901,5.60736037,2.35419193,116.822085
6.4951,5.60140734,2.41023866,116.912039
6.5001,5.59531107,2.46622237,117.001993
6.5051,5.58907729,2.52214878,117.091948
6.5101,5.58270027,2.57800643,117.181902
6.5151,5.57618574,2.63380679,117.271857
6.5201,5.56952797,2.68953267,117.361811
6.5251,5.56273842,2.74519552,117.451765
6.5301,5.55580563,2.80078961,117.54172
6.5351,5.5487296,2.85631495,117.631674
6.5401,5.54152179,2.91176581,117.721628
6.5451,5.53417074,2.96714791,117.811583
6.5501,5.52668791,3.02245553,117.90211
6.5551,5.51906185,3.07768293,117.992065
6.5601,5.51129827,3.13283585,118.082019
6.5651,5.50339718,3.18790855,118.171973
6.5701,5.49535858,3.24290677,118.261928
6.5751,5.48718247,3.29781905,118.351882
6.5801,5.47886886,3.35265111,118.441836
6.5851,5.47041773,3.40739723,118.531791
6.5901,5.46182909,3.46206313,118.621745
6.5951,5.45310867,3.51663736,118.7117
6.6001,5.44424502,3.57112565,118.801654
6.6051,5.43524958,3.62552799,118.891608
6.6101,5.42611663,3.67983293,118.982136
6.6151,5.4168519,3.73405193,119.07209
6.6201,5.40744967,3.78817352,119.162044
6.6251,5.39790992,3.84220344,119.251999
6.6301,5.38823839,3.89613023,119.341953
6.6351,5.37842935,3.94996534,119.431907
6.6401,5.36848854,4.00370306,119.521862
6.6451,5.35841021,4.05733764,119.611816
6.6501,5.3482001,4.11087481,119.701771
6.6551,5.33785821,4.16430313,119.791725
6.6601,5.32737881,4.21763404,119.881679
6.6651,5.31676763,4.27085609,119.971634
6.6701,5.30602468,4.32396928,120.062161
6.67511,5.29514421,4.37697933,120.152115
6.68011,5.28413769,4.4298748,120.24207
6.68511,5.27299939,4.4826614,120.332024
6.69011,5.26172358,4.53533914,120.421979
6.69511,5.25032172,4.58789656,120.511933
6.70011,5.23878235,4.64034512,120.601887
6.70511,5.22711693,4.69267908,120.691842
6.71011,5.21531973,4.74489272,120.781796
6.71511,5.20339075,4.79698605,120.87175
6.72011,5.19133571,4.84895905,120.961705
6.72511,5.1791489,4.90081173,121.051659
6.73011,5.16683031,4.95254409,121.142187
6.73511,5.15438566,5.0041504,121.232141
6.74011,5.14180924,5.05563639,121.322095
6.74511,5.12910677,5.1069906,121.41205
6.75011,5.11627251,5.15821875,121.502004
6.75511,5.10331221,5.20931513,121.591958
6.76011,5.09022585,5.26028545,121.681913
6.76511,5.07701344,5.311124,121.771867
6.77011,5.06366926,5.36183077,121.861822
6.77511,5.05020475,5.41240002,121.951776
6.78011,5.03660846,5.46283177,122.04173
6.78511,5.02288612,5.51313173,122.131685
6.79011,5.00904346,5.56329419,122.222212
6.79511,4.99506902,5.6133134,122.312166
6.80011,4.98097426,5.66319511,122.402121
6.80511,4.96675344,5.71293931,122.492075
6.81011,4.95241231,5.76252307,122.582029
6.81511,4.9379394,5.81196933,122.671984
6.82011,4.92335189,5.861301,122.761938
6.82511,4.90863261,5.91046078,122.851893
6.83011,4.89379873,5.95944867,122.941847
6.83511,4.8788388,6.00832197,123.031801
6.84011,4.86375282,6.05702338,123.121756
6.84511,4.84855225,6.1056102,123.21171
6.85011,4.83322563,6.15402514,123.302237
6.85511,4.81777869,6.20226819,123.392192
6.86011,4.80221142,6.25039664,123.482146
6.86511,4.78652957,6.29829591,123.572101
6.87011,4.77072166,6.34613789,123.662055
6.87511,4.75479344,6.39375068,123.752009
6.88011,4.73875062,6.44119159,123.841964
6.88511,4.72258748,6.4885179,123.931918
6.89011,4.70630975,6.53567233,124.021872
6.89511,4.68991169,6.58265487,124.111827
6.90011,4.67339332,6.62946552,124.201781
6.90511,4.65676036,6.67610429,124.291736
6.91011,4.6400128,6.72257116,124.382263
6.91511,4.62315065,6.76892345,124.472217
6.92011,4.60616818,6.81504655,124.562172
6.92511,4.58907112,6.86105506,124.652126
6.93011,4.5718652,6.90683439,124.74208
6.93511,4.55453896,6.95249913,124.832035
6.94011,4.53709812,6.99793468,124.921989
6.94511,4.51954842,7.04319835,125.011944
6.95011,4.50188413,7.08834742,125.101898
6.95511,4.48410525,7.13326731,125.191852
6.96011,4.46621751,7.17801532,125.281807
6.96511,4.44821518,7.22259144,125.371761
6.97011,4.43010398,7.26699566,125.462288
6.97511,4.41187819,7.31117071,125.552243
6.98011,4.39354354,7.35523117,125.642197
6.98511,4.37510003,7.39906244,125.732151
6.99011,4.35654766,7.44272182,125.822106
6.99511,4.33788642,7.48620932,125.91206
7.00011,4.31911632,7.52946763,126.002015
7.00511,4.30023737,7.57255406,126.091969
7.01011,4.28125527,7.6154686,126.181923
7.01511,4.26216432,7.65821125,126.271878
7.02011,4.2429645,7.70072472,126.361832
7.02511,4.22365583,7.7430663,126.451786
7.03011,4.20424402,7.78523599,126.542314
7.03511,4.18472907,7.82717651,126.632268
7.04011,4.165111,7.86888783,126.722223
7.04511,4.14538406,7.91048457,126.812177
7.05011,4.12555972,7.95179483,126.902131
7.05511,4.10562652,7.99299049,126.992086
7.06011,4.08559018,8.03395698,127.08204
7.06511,4.06545645,8.07469428,127.171994
7.07011,4.04521958,8.11525969,127.261949
7.07511,4.02487958,8.15559592,127.351903
7.08011,4.00443644,8.19576026,127.441858
7.08511,3.98390163,8.23569542,127.531812
7.09011,3.96325796,8.27540139,127.622339
7.09511,3.94252262,8.31493548,127.712294
7.10011,3.92168415,8.35429768,127.802248
7.10511,3.90074827,8.3933734,127.892202
7.11012,3.87971499,8.43227724,127.982157
7.11512,3.8585843,8.47095189,128.072111
7.12012,3.83736195,8.50945465,128.162065
7.12512,3.81603646,8.54772824,128.25202
7.13012,3.7946193,8.58577263,128.341974
7.13512,3.77311046,8.62364514,128.431929
7.14012,3.75150422,8.66123118,128.521883
7.14512,3.72980058,8.69864532,128.611837
7.15012,3.70800526,8.73583028,128.702365
7.15512,3.68612401,8.77284335,128.792319
7.16012,3.66414535,8.80956995,128.882273
7.16512,3.64207501,8.84612466,128.972228
7.17012,3.619913,8.88239289,129.062182
7.17512,3.59765932,8.91848923,129.152137
7.18012,3.5753197,8.95435639,129.242091
7.18512,3.5528884,8.98999436,129.332045
7.19012,3.53036543,9.02540315,129.422
7.19512,3.50776224,9.06064006,129.511954
7.20012,3.48506166,9.09559048,129.601908
7.20512,3.46228085,9.13031173,129.691863
7.21012,3.43941411,9.16480379,129.78239
7.21512,3.41645569,9.19912396,129.872345
7.22012,3.39341706,9.23315765,129.962299
7.22512,3.37028675,9.26696216,130.052253
7.23012,3.34708196,9.30053749,130.142208
7.23512,3.32378549,9.33394093,130.232162
7.24012,3.30040882,9.36705789,130.322116
7.24512,3.27695192,9.39994567,130.412071
7.25012,3.25340909,9.43260426,130.502025
7.25512,3.22978604,9.46497638,130.59198
7.26012,3.20608277,9.49717661,130.681934
7.26512,3.18229929,9.52914765,130.771888
7.27012,3.1584356,9.56083222,130.862416
7.27512,3.1344917,9.5922876,130.95237
7.28012,3.1104733,9.6235138,131.042324
7.28512,3.0863747,9.65451082,131.132279
7.29012,3.06220161,9.68522136,131.222233
7.29512,3.03794831,9.71576001,131.312187
7.30012,3.01362052,9.74601218,131.402142
7.30512,2.98921825,9.77603517,131.492096
7.31012,2.96474149,9.80577168,131.582051
7.31512,2.94018452,9.8353363,131.672005
7.32012,2.91556452,9.86461444,131.761959
7.32512,2.89086431,9.89360611,131.851914
7.33012,2.86609534,9.92242588,131.942441
7.33512,2.84125189,9.95095918,132.032395
7.34012,2.81633969,9.9792633,132.12235
7.34512,2.791353,10.0072809,132.212304
7.35012,2.76629755,10.0350694,132.302259
7.35512,2.74117908,10.0626287,132.392213
7.36012,2.71598613,10.0899014,132.482167
7.36512,2.69072442,10.1169451,132.572122
7.37012,2.66539969,10.1437022,132.662076
7.37512,2.6400062,10.1702301,132.75203
7.38012,2.61454968,10.1965289,132.841985
7.38512,2.58902441,10.2225412,132.931939
7.39012,2.56343612,10.248267,133.022467
7.39512,2.53777907,10.2738209,133.112421
7.40012,2.51206472,10.299031,133.202375
7.40512,2.48628735,10.324012,133.29233
7.41012,2.46044122,10.3487638,133.382284
7.41512,2.4345378,10.3732291,133.472238
7.42012,2.40857708,10.3974652,133.562193
7.42512,2.38255334,10.4214148,133.652147
7.43012,2.35646657,10.4451353,133.742102
7.43512,2.33032251,10.4685693,133.832056
7.44012,2.30412687,10.4917168,133.92201
7.44512,2.27786822,10.5146351,134.011965
7.45012,2.25155227,10.5372669,134.102492
7.45512,2.22517902,10.5596695,134.192446
7.46012,2.19874848,10.5817857,134.282401
7.46512,2.17226637,10.6036154,134.372355
7.47012,2.14573269,10.6252159,134.462309
7.47512,2.11914172,10.6465872,134.552264
7.48012,2.09249918,10.6676148,134.642218
7.48512,2.06579935,10.6884132,134.732173
7.49012,2.03905368,10.7089251,134.822127
7.49512,2.01225644,10.7292078,134.912081
7.50012,1.98540764,10.749204,135.002036
7.50512,1.95850727,10.7689137,135.09199
7.51012,1.93156106,10.788337,135.182517
7.51512,1.90456902,10.8075311,135.272472
7.52012,1.87752541,10.8264387,135.362426
7.52512,1.85043597,10.8450598,135.452381
7.53012,1.82329496,10.8634518,135.542335
7.53512,1.79611384,10.8815572,135.632289
7.54012,1.76888689,10.8993762,135.722244
7.54513,1.74161982,10.9169087,135.812198
7.55013,1.7143012,10.9342121,135.902152
7.55513,1.68694246,10.9512289,135.992107
7.56013,1.65954362,10.9679593,136.082061
7.56513,1.63210467,10.9844032,136.172016
7.57013,1.60461989,11.0006179,136.262543
7.57513,1.57710072,11.0164888,136.352497
7.58013,1.54954145,11.0321306,136.442452
7.58513,1.52193634,11.0474858,136.532406
7.59013,1.49430259,11.0625546,136.62236
7.59513,1.466623,11.0773942,136.712315
7.60013,1.43891476,11.0918901,136.802269
7.60513,1.41116641,11.1061567,136.892223
7.61013,1.38337796,11.1201369,136.982178
7.61513,1.35556086,11.1338306,137.072132
7.62013,1.32770938,11.1472378,137.162087
7.62513,1.29982352,11.1603585,137.252041
7.63013,1.27190902,11.1732501,137.342568
7.63513,1.24396014,11.1857978,137.432523
7.64013,1.21597688,11.1981164,137.522477
7.64513,1.18796497,11.2101485,137.612431
7.65013,1.15992442,11.2218942,137.702386
7.65513,1.13185522,11.2333533,137.79234
7.66013,1.10375737,11.244526,137.882295
7.66513,1.07563087,11.2554122,137.972249
7.67013,1.04748145,11.2660119,138.062203
7.67513,1.01930339,11.2763825,138.152158
7.68013,0.991096673,11.2864092,138.242112
7.68513,0.962867042,11.2962068,138.332066
7.69013,0.934614493,11.3056606,138.422594
7.69513,0.906339026,11.3148852,138.512548
7.70013,0.87804064,11.3238234,138.602503
7.70513,0.849719336,11.3324177,138.692457
7.71013,0.821375113,11.3407829,138.782411
7.71513,0.793013702,11.3488616,138.872366
7.72013,0.764629373,11.3566538,138.96232
7.72513,0.736227855,11.3641596,139.052274
7.73013,0.707809148,11.3713789,139.142229
7.73513,0.679373252,11.3783117,139.232183
7.74013,0.650914438,11.384958,139.322138
7.74513,0.622444165,11.3913178,139.412092
7.75013,0.593956703,11.3973911,139.502619
7.75513,0.565457209,11.4032353,139.592574
7.76013,0.536941673,11.4087357,139.682528
7.76513,0.508412385,11.4139496,139.772482
7.77013,0.479871065,11.4188771,139.862437
7.77513,0.45131714,11.4235753,139.952391
7.78013,0.422751756,11.4279298,140.042345
7.78513,0.394176059,11.4319978,140.1323
7.79013,0.365590621,11.4357793,140.222254
7.79513,0.336996016,11.4393317,140.312209
7.80013,0.30839339,11.4425402,140.402163
7.80513,0.279782169,11.4454623,140.492117
7.81013,0.251164646,11.4481552,140.582645
7.81513,0.22254082,11.4505043,140.672599
7.82013,0.193911265,11.452567,140.762553
7.82513,0.165276553,11.4544005,140.852508
7.83013,0.13663783,11.4558901,140.942462
7.83513,0.107996243,11.4570934,141.032417
7.84013,0.0793512176,11.4580674,141.122371
7.84513,0.0507047027,11.4586976,141.212325
7.85013,0.0220568127,11.4590987,141.30228
7.85513,-0.0065917076,11.459156,141.392234
7.86013,-0.0352399987,11.4589268,141.482188
7.86513,-0.0638876595,11.4584685,141.572143
7.87013,-0.0925332577,11.4576663,141.66267
7.87513,-0.121176564,11.4565777,141.752625
7.88013,-0.149817579,11.4552599,141.842579
7.88513,-0.178454009,11.4535983,141.932533
7.89013,-0.207086429,11.4516503,142.022488
7.89513,-0.235713693,11.449473,142.112442
7.90013,-0.264334654,11.446952,142.202396
7.90513,-0.292949312,11.4441445,142.292351
7.91013,-0.321556522,11.4411078,142.382305
7.91513,-0.350155711,11.4377274,142.47226
7.92013,-0.378746305,11.4341177,142.562214
7.92513,-0.407327732,11.4301643,142.652168
7.93013,-0.435898273,11.4259244,142.742696
7.93513,-0.4644585,11.4214554,142.83265
7.94013,-0.493006696,11.4166425,142.922604
7.94513,-0.521542859,11.4116005,143.012559
7.95013,-0.550065844,11.4062147,143.102513
7.95513,-0.578572786,11.4005997,143.192467
7.96013,-0.607071707,11.394641,143.282422
7.96513,-0.63554771,11.388453,143.372376
7.97013,-0.664012254,11.3819213,143.462331
7.97513,-0.692459608,11.3751604,143.552285
7.98013,-0.720889774,11.368113,143.642239
7.98514,-0.749302752,11.3607218,143.732194
7.99014,-0.777692811,11.3531015,143.822721
7.99514,-0.806065681,11.3451947,143.912675
8.00014,-0.834421362,11.3370014,144.00263
8.00514,-0.862754126,11.3285216,144.092584
8.01014,-0.891063971,11.3197554,144.182539
8.01514,-0.919350897,11.3107026,144.272493
8.02014,-0.947620635,11.3013634,144.362447
8.02514,-0.975861725,11.2917377,144.452402
8.03014,-1.0040799,11.2818256,144.542356
8.03514,-1.03226942,11.2716269,144.63231
8.04014,-1.06043603,11.2611991,144.722265
8.04514,-1.08857971,11.2504275,144.812219
8.05014,-1.11668902,11.2394267,144.902746
8.05514,-1.14477541,11.2280821,144.992701
8.06014,-1.17283316,11.2165084,145.082655
8.06514,-1.20086225,11.2046481,145.17261
8.07014,-1.22885697,11.1925014,145.262564
8.07514,-1.25682304,11.1800683,145.352518
8.08014,-1.28476046,11.1673486,145.442473
8.08514,-1.31266351,11.1543425,145.532427
8.09014,-1.34053218,11.1411071,145.622381
8.09514,-1.36836647,11.1275853,145.712336
8.10014,-1.39617211,11.1137197,145.80229
8.10514,-1.42393764,11.099625,145.892245
8.11014,-1.4516688,11.0852437,145.982772
8.11514,-1.47936558,11.070576,146.072726
8.12014,-1.50702225,11.0556791,146.162681
8.12514,-1.53464455,11.0404384,146.252635
8.13014,-1.56222674,11.0249686,146.342589
8.13514,-1.58976882,11.0092122,146.432544
8.14014,-1.61727652,10.9931694,146.522498
8.14514,-1.64473839,10.9768401,146.612453
8.15014,-1.67216015,10.9602816,146.702407
8.15514,-1.6995418,10.9434367,146.792361
8.16014,-1.72687762,10.9263052,146.882316
8.16514,-1.75417333,10.9088873,146.97227
8.17014,-1.7814232,10.8911829,147.062797
8.17514,-1.80862724,10.8732494,147.152752
8.18014,-1.83579117,10.8550293,147.242706
8.18514,-1.86290353,10.8365228,147.332661
8.19014,-1.88997579,10.817787,147.422615
8.19514,-1.91699648,10.7987648,147.512569
8.20014,-1.94397133,10.7794562,147.602524
8.20514,-1.97089462,10.759861,147.692478
8.21014,-1.99776634,10.7400367,147.782432
8.21514,-2.02459222,10.7199258,147.872387
8.22014,-2.05137227,10.6995285,147.962341
8.22514,-2.07809502,10.6789021,148.052296
8.23014,-2.10476621,10.6579318,148.142823
8.23514,-2.13138583,10.6367897,148.232777
8.24014,-2.15794815,10.6153038,148.322732
8.24514,-2.18445891,10.5936459,148.412686
8.25014,-2.2109181,10.5716444,148.50264
8.25514,-2.23731999,10.5494136,148.592595
8.26014,-2.26366459,10.5268964,148.682549
8.26514,-2.28995763,10.5041499,148.772503
8.27014,-2.31618764,10.481117,148.862458
8.27514,-2.34236035,10.4577977,148.952412
8.28014,-2.36847576,10.4342491,149.042367
8.28514,-2.39453389,10.410414,149.132321
8.29014,-2.42052898,10.3863498,149.222848
8.29514,-2.44646678,10.3619991,149.312803
8.30014,-2.47234155,10.3374192,149.402757
8.30514,-2.4981533,10.3125529,149.492711
8.31014,-2.52390776,10.2874573,149.582666
8.31514,-2.54959346,10.2620753,149.67262
8.32014,-2.57521613,10.2364641,149.762575
8.32514,-2.60077578,10.2105664,149.852529
8.33014,-2.6262724,10.1844395,149.942483
8.33514,-2.65170026,10.1580834,150.032438
8.34014,-2.67706511,10.1314409,150.122392
8.34514,-2.70236119,10.1045119,150.212346
8.35014,-2.72758853,10.0773537,150.302301
8.35514,-2.7527471,10.0499663,150.392828
8.36014,-2.77783692,10.0222924,150.482783
8.36514,-2.80285799,9.99438938,150.572737
8.37014,-2.8278103,9.96625716,150.662691
8.37514,-2.85269386,9.93783845,150.752646
8.38014,-2.87750293,9.90919056,150.8426
8.38514,-2.90223752,9.88031349,150.932554
8.39014,-2.92690336,9.85114993,151.022509
8.39514,-2.9514947,9.8217572,151.112463
8.40014,-2.97601157,9.79213528,151.202418
8.40514,-3.00045395,9.76222688,151.292372
8.41014,-3.02482757,9.7320893,151.382326
8.41514,-3.04911525,9.70172254,151.472854
8.42015,-3.07333418,9.67112659,151.562808
8.42515,-3.09747289,9.64030146,151.652762
8.43015,-3.12153712,9.60918986,151.742717
8.43515,-3.14552113,9.57784906,151.832671
8.44015,-3.16942493,9.54627909,151.922625
8.44515,-3.19325425,9.51447993,152.01258
8.45015,-3.21699762,9.48239429,152.102534
8.45515,-3.24066651,9.45013677,152.192489
8.46015,-3.26424945,9.41759277,152.282443
8.46515,-3.28775218,9.38481958,152.372397
8.47015,-3.31117469,9.35181721,152.462352
8.47515,-3.33451699,9.31858566,152.552879
8.48015,-3.35776762,9.28512492,152.642833
8.48515,-3.38094376,9.25143501,152.732788
8.49015,-3.40402823,9.2175159,152.822742
8.49515,-3.42703249,9.18336762,152.912697
8.50015,-3.44994507,9.14899015,153.002651
8.50515,-3.47277744,9.1143835,153.092605
8.51015,-3.49551813,9.07949037,153.18256
8.51515,-3.51817289,9.04442535,153.272514
8.52015,-3.54074169,9.00913115,153.362468
8.52515,-3.56321883,8.97360777,153.452423
8.53015,-3.58561002,8.9379125,153.542377
8.53515,-3.60790954,8.90193075,153.632904
8.54015,-3.63012311,8.86571981,153.722859
8.54515,-3.65223928,8.82933699,153.812813
8.55015,-3.67426951,8.79266769,153.902768
8.55515,-3.69620233,8.75582651,153.992722
8.56015,-3.71804921,8.71875614,154.082676
8.56515,-3.73979869,8.68145659,154.172631
8.57015,-3.7614565,8.64398515,154.262585
8.57515,-3.78302263,8.60622723,154.352539
8.58015,-3.80449136,8.56829742,154.442494
8.58515,-3.82586268,8.53013843,154.532448
8.59015,-3.84714234,8.49175026,154.622403
8.59515,-3.86832459,8.4531902,154.71293
8.60015,-3.88940943,8.41440096,154.802884
8.60515,-3.91039688,8.37538253,154.892839
8.61015,-3.93128692,8.33619222,154.982793
8.61515,-3.95207383,8.29677272,155.072747
8.62015,-3.97276906,8.25718133,155.162702
8.62515,-3.99336117,8.21730347,155.252656
8.63015,-4.01385587,8.17731102,155.342611
8.63515,-4.03425317,8.13703208,155.432565
8.64015,-4.0545416,8.09658126,155.522519
8.64515,-4.07473263,8.05595856,155.612474
8.65015,-4.09482626,8.01510666,155.702428
8.65515,-4.11481103,7.97408289,155.792955
8.66015,-4.13469267,7.93282992,155.88291
8.66515,-4.1544769,7.89134778,155.972864
8.67015,-4.17415227,7.84969375,156.062819
8.67515,-4.19372451,7.80786783,156.152773
8.68015,-4.21319362,7.76587002,156.242727
8.68515,-4.23255386,7.72358574,156.332682
8.69015,-4.25181097,7.68118686,156.422636
8.69515,-4.27095922,7.6385588,156.51259
8.70015,-4.29000434,7.59575885,156.602545
8.70515,-4.30894059,7.55278702,156.692499
8.71015,-4.32776799,7.509586,156.782454
8.71515,-4.34648652,7.46621309,156.872981
8.72015,-4.36510192,7.4226683,156.962935
8.72515,-4.38360272,7.37889432,157.05289
8.73015,-4.40199467,7.33500576,157.142844
8.73515,-4.42027775,7.29088801,157.232798
8.74015,-4.43845198,7.24659837,157.322753
8.74515,-4.45651161,7.20207955,157.412707
8.75015,-4.47446237,7.15744613,157.502661
8.75515,-4.49229855,7.11258354,157.592616
8.76015,-4.51002586,7.06760635,157.68257
8.76515,-4.52763859,7.02239998,157.772525
8.77015,-4.54513672,6.97702172,157.862479
8.77515,-4.56252599,6.93152887,157.953006
8.78015,-4.57979493,6.88580684,158.042961
8.78515,-4.59695502,6.83991292,158.132915
8.79015,-4.61399479,6.79384711,158.222869
8.79515,-4.63092569,6.74760942,158.312824
8.80015,-4.64773627,6.70119984,158.402778
8.80515,-4.66443226,6.65467566,158.492733
8.81015,-4.68100793,6.60792231,158.582687
8.81515,-4.69746901,6.56105436,158.672641
8.82015,-4.71381549,6.51401452,158.762596
8.82515,-4.73004166,6.46674551,158.85255
8.83015,-4.7461475,6.4193619,158.942504
8.83515,-4.76213875,6.37186369,159.033032
8.84015,-4.77800969,6.32413631,159.122986
8.84515,-4.7937603,6.27629433,159.212941
8.85015,-4.80939058,6.22828047,159.302895
8.85515,-4.82490055,6.18009472,159.392849
8.86016,-4.8402902,6.13173708,159.482804
8.86516,-4.85555952,6.08326485,159.572758
8.87016,-4.87070853,6.03467803,159.662712
8.87516,-4.88573721,5.98586202,159.752667
8.88016,-4.90063984,5.93693143,159.842621
8.88516,-4.91542215,5.88782894,159.932576
8.89016,-4.93007842,5.83861187,160.02253
8.89516,-4.94461435,5.78922291,160.113057
8.90016,-4.95902424,5.73971935,160.203012
8.90516,-4.97331381,5.69006683,160.292966
8.91016,-4.98747733,5.64025961,160.38292
8.91516,-5.00151479,5.59031488,160.472875
8.92016,-5.01543194,5.54022691,160.562829
8.92516,-5.0292173,5.49000143,160.652783
8.93016,-5.04288235,5.43964416,160.742738
8.93516,-5.05641561,5.38914366,160.832692
8.94016,-5.06982855,5.33851138,160.922647
8.94516,-5.08310971,5.28774732,161.012601
8.95016,-5.09626483,5.23684575,161.102555
8.95516,-5.10929389,5.18581813,161.193083
8.96016,-5.1221969,5.13465873,161.283037
8.96516,-5.13496812,5.08337327,161.372991
8.97016,-5.1476133,5.03195604,161.462946
8.97516,-5.1601267,4.98041849,161.5529
8.98016,-5.17251405,4.92875488,161.642855
8.98516,-5.18476962,4.87696523,161.732809
8.99016,-5.19689913,4.82505525,161.822763
8.99516,-5.20889687,4.77302495,161.912718
9.00016,-5.22076283,4.72087433,162.002672
9.00516,-5.23250273,4.66860912,162.092626
9.01016,-5.24411086,4.61622359,162.182581
9.01516,-5.2555872,4.56372347,162.273108
