t,roll,pitch,yaw
3.03002,-5.69395148,1.2758567,54.5403686
3.03502,-5.6970741,1.21889896,54.6303803
3.04002,-5.70004775,1.16191258,54.720392
3.04502,-5.7028839,1.10489755,54.8104037
3.05002,-5.70557107,1.04785387,54.9004153
3.05502,-5.70812073,0.990781546,54.990427
3.06002,-5.71052715,0.933686301,55.0803814
3.06502,-5.71279034,0.876568138,55.170393
3.07002,-5.71491028,0.819427057,55.2604047
3.07502,-5.71688698,0.762268787,55.3504164
3.08002,-5.71872045,0.705087598,55.4404281
3.08502,-5.72041068,0.647894951,55.5304397
3.09002,-5.72196339,0.590679385,55.6203941
3.09502,-5.72336714,0.533451787,55.7104058
3.10002,-5.72462764,0.476209865,55.8004174
3.10502,-5.72574491,0.418957057,55.8904291
3.11002,-5.72672467,0.361692789,55.9804408
3.11502,-5.72755546,0.304420501,56.0704524
3.12002,-5.72824301,0.247139617,56.1604068
3.12502,-5.72879305,0.189853005,56.2504185
3.13002,-5.72919412,0.132561808,56.3404302
3.13502,-5.72945195,0.0752671744,56.4304418
3.14002,-5.72957227,0.0179705922,56.5204535
3.14502,-5.72954362,-0.0393264483,56.6104652
3.15002,-5.72937174,-0.0966224575,56.7004196
3.15502,-5.72906234,-0.153915946,56.7904312
3.16002,-5.72860397,-0.211205996,56.8804429
3.16502,-5.72800237,-0.268490317,56.9704546
3.17003,-5.72726325,-0.325768335,57.0604662
3.17503,-5.72637517,-0.383037759,57.1504779
3.18003,-5.72534957,-0.440297443,57.2404323
3.18503,-5.72417501,-0.497546813,57.3307304
3.19003,-5.72285721,-0.554783579,57.4206848
3.19503,-5.72140189,-0.612004874,57.5106392
3.20003,-5.71979761,-0.66921471,57.6005935
3.20503,-5.71805582,-0.726401628,57.6905479
3.21003,-5.71616506,-0.783577087,57.7805023
3.21503,-5.71413679,-0.840729628,57.8704567
3.22003,-5.71196528,-0.89785925,57.960411
3.22503,-5.7096448,-0.954971684,58.0503654
3.23003,-5.70718681,-1.01205547,58.1403198
3.23503,-5.70458558,-1.06911634,58.2302742
3.24003,-5.70184111,-1.12614856,58.3202285
3.24503,-5.69895341,-1.18315786,58.4107559
3.25003,-5.69592819,-1.24013278,58.5007103
3.25503,-5.692754,-1.29707906,58.5906646
3.26003,-5.68944231,-1.35399095,58.680619
3.26503,-5.68598737,-1.41086848,58.7705734
3.27003,-5.6823892,-1.46771162,58.8605278
3.27503,-5.67864778,-1.52451466,58.9504821
3.28003,-5.67476313,-1.58128331,59.0404365
3.28503,-5.67074096,-1.6380176,59.1303909
3.29003,-5.66657556,-1.69470031,59.2203453
3.29503,-5.66226692,-1.75134865,59.3102996
3.30003,-5.65781504,-1.80795115,59.400254
3.30503,-5.65322564,-1.86450781,59.4907813
3.31003,-5.64849301,-1.92101864,59.5807357
3.31503,-5.64362287,-1.9774779,59.6706901
3.32003,-5.63860949,-2.03389133,59.7606445
3.32503,-5.63345287,-2.09025319,59.8505988
3.33003,-5.62815301,-2.14656348,59.9405532
3.33503,-5.62271564,-2.20281648,60.0305076
3.34003,-5.61714076,-2.25901791,60.120462
3.34503,-5.61142264,-2.31516204,60.2104163
3.35003,-5.60556701,-2.37124888,60.3003707
3.35503,-5.59956815,-2.42727842,60.3903251
3.36003,-5.59342604,-2.48324494,60.4802795
3.36503,-5.58715215,-2.53914843,60.5708068
3.37003,-5.58073502,-2.5949889,60.6607612
3.37503,-5.57417466,-2.65076634,60.7507155
3.38003,-5.56747678,-2.70647503,60.8406699
3.38503,-5.56064139,-2.76211496,60.9306243
3.39003,-5.5536685,-2.81768614,61.0205787
3.39503,-5.54655236,-2.87318856,61.110533
3.40003,-5.53929871,-2.92862223,61.2004874
3.40503,-5.53190756,-2.98398141,61.2904418
3.41003,-5.52437889,-3.03926038,61.3803962
3.41503,-5.51671272,-3.09447059,61.4703505
3.42003,-5.50890903,-3.14960059,61.5603049
3.42503,-5.50096784,-3.20465038,61.6508322
3.43003,-5.4928834,-3.25961995,61.7407866
3.43503,-5.48466719,-3.31450931,61.830741
3.44003,-5.47631346,-3.36931272,61.9206954
3.44503,-5.46782223,-3.42403592,62.0106497
3.45003,-5.45919348,-3.47867318,62.1006041
3.45503,-5.45042723,-3.53322449,62.1905585
3.46003,-5.44152347,-3.58768413,62.2805129
3.46503,-5.43248792,-3.64205782,62.3704672
3.47003,-5.42331487,-3.69633411,62.4604216
3.47503,-5.4140043,-3.75052446,62.550376
3.48003,-5.40456196,-3.80461741,62.6403304
3.48503,-5.3949821,-3.85861868,62.7308577
3.49003,-5.38527047,-3.91252255,62.8208121
3.49503,-5.37542132,-3.96632329,62.9107664
3.50003,-5.36543467,-4.02003235,63.0007208
3.50503,-5.35531624,-4.07363256,63.0906752
3.51003,-5.34506602,-4.12714108,63.1806296
3.51503,-5.33468403,-4.18054075,63.2705839
3.52003,-5.32416452,-4.23383156,63.3605383
3.52503,-5.31351323,-4.28702496,63.4504927
3.53003,-5.30273017,-4.34010377,63.5404471
3.53503,-5.29180959,-4.39307945,63.6304014
3.54003,-5.28076297,-4.44594626,63.7203558
3.54503,-5.26958456,-4.49869849,63.8108831
3.55003,-5.25826864,-4.55133612,63.9008375
3.55503,-5.24682668,-4.60386489,63.9907919
3.56003,-5.2352472,-4.65627907,64.0807463
3.56503,-5.22354167,-4.70857293,64.1707006
3.57003,-5.21170436,-4.7607522,64.260655
3.57503,-5.199741,-4.81280541,64.3506094
3.58003,-5.18764014,-4.86474404,64.4405638
3.58503,-5.17541322,-4.91656234,64.5305181
3.59003,-5.16306025,-4.96825459,64.6204725
3.59503,-5.1505755,-5.01982653,64.7104269
3.60003,-5.13795896,-5.07127241,64.8003813
3.60504,-5.12521638,-5.12258651,64.8909086
3.61004,-5.11234775,-5.17377456,64.980863
3.61504,-5.09934734,-5.22483656,65.0708173
3.62004,-5.08622088,-5.27576677,65.1607717
3.62504,-5.07296836,-5.32655948,65.2507261
3.63004,-5.0595898,-5.37722614,65.3406805
3.63504,-5.04607945,-5.42775529,65.4306348
3.64004,-5.03244879,-5.47815266,65.5205892
3.64504,-5.01869207,-5.52840679,65.6105436
3.65004,-5.00480357,-5.57852341,65.700498
3.65504,-4.99079475,-5.62850251,65.7904523
3.66004,-4.97665988,-5.67834411,65.8804067
3.66504,-4.96240469,-5.72804247,65.970934
3.67004,-4.94802345,-5.77759186,66.0608884
3.67504,-4.93351616,-5.82698083,66.1508428
3.68004,-4.91888855,-5.8762552,66.2407972
3.68504,-4.90413489,-5.92535768,66.3307515
3.69004,-4.8892609,-5.97434557,66.4207059
3.69504,-4.87426087,-6.02316158,66.5106603
3.70004,-4.85914051,-6.07186299,66.6006147
3.70504,-4.84389983,-6.12033522,66.690569
3.71004,-4.82853883,-6.16869286,66.7805234
3.71504,-4.81305751,-6.2169359,66.8704778
3.72004,-4.79745587,-6.26500706,66.9604322
3.72504,-4.78173391,-6.31284904,67.0509595
3.73004,-4.76589163,-6.36063372,67.1409139
3.73504,-4.74992902,-6.40818922,67.2308683
3.74004,-4.7338461,-6.45563012,67.3208226
3.74504,-4.71764858,-6.50289914,67.410777
3.75004,-4.70133074,-6.54999627,67.5007314
3.75504,-4.68489831,-6.59692152,67.5906858
3.76004,-4.66834556,-6.64367487,67.6806401
3.76504,-4.65167822,-6.69025634,67.7705945
3.77004,-4.63489629,-6.73672322,67.8605489
3.77504,-4.61799403,-6.78296092,67.9505032
3.78004,-4.60098291,-6.82908402,68.0404576
3.78504,-4.58385148,-6.87497794,68.130985
3.79004,-4.56660545,-6.92075727,68.2209393
3.79504,-4.54924482,-6.96630741,68.3108937
3.80004,-4.53177534,-7.01174296,68.4008481
3.80504,-4.51418554,-7.05694934,68.4908025
3.81004,-4.49648687,-7.10204111,68.5807568
3.81504,-4.47867361,-7.14690371,68.6707112
3.82004,-4.46075149,-7.19159442,68.7606656
3.82504,-4.44271478,-7.23611324,68.85062
3.83004,-4.42456921,-7.28046017,68.9405743
3.83504,-4.40631477,-7.32457792,69.0305287
3.84004,-4.38794575,-7.36858108,69.1204831
3.84504,-4.36946786,-7.41235506,69.2110104
3.85004,-4.35088683,-7.45595715,69.3009648
3.85504,-4.33219122,-7.49938735,69.3909192
3.86004,-4.31338675,-7.54258837,69.4808735
3.86504,-4.29447341,-7.58567479,69.5708279
3.87004,-4.27545694,-7.62853204,69.6607823
3.87504,-4.25633161,-7.6711601,69.7507367
3.88004,-4.23710315,-7.71361627,69.840691
3.88504,-4.21776582,-7.75590056,69.9306454
3.89004,-4.19831963,-7.79801295,70.0205998
3.89504,-4.17877604,-7.83989617,70.1105542
3.90004,-4.15912359,-7.8815502,70.2005085
3.90504,-4.13936227,-7.92308964,70.2910359
3.91004,-4.11950356,-7.9643426,70.3809902
3.91504,-4.09954171,-8.00548097,70.4709446
3.92004,-4.07947672,-8.04633286,70.560899
3.92504,-4.05930861,-8.08707016,70.6508534
3.93004,-4.03904309,-8.12752098,70.7408077
3.93504,-4.01866871,-8.16779992,70.8307621
3.94004,-3.99820266,-8.20790696,70.9207165
3.94504,-3.97763348,-8.24778483,71.0106709
3.95004,-3.95696116,-8.2874908,71.1006252
3.95504,-3.93619144,-8.3269103,71.1905796
3.96004,-3.91532432,-8.3662152,71.280534
3.96504,-3.89435979,-8.40523363,71.3710613
3.97004,-3.87329786,-8.44408017,71.4610157
3.97504,-3.85213853,-8.48269752,71.5509701
3.98004,-3.83088179,-8.52114299,71.6409244
3.98504,-3.80953339,-8.55930198,71.7308788
3.99004,-3.78808758,-8.59728908,71.8208332
3.99504,-3.76654436,-8.6351043,71.9107876
4.00004,-3.74490948,-8.67263304,72.0007419
4.00504,-3.72318292,-8.70998988,72.0906963
4.01004,-3.70135895,-8.74711755,72.1806507
4.01504,-3.67944905,-8.78401603,72.2706051
4.02004,-3.65744174,-8.82068533,72.3605594
4.02504,-3.63534276,-8.85718274,72.4510868
4.03004,-3.6131521,-8.89339368,72.5410411
4.03504,-3.5908755,-8.92943272,72.6309955
4.04004,-3.56850723,-8.96524258,72.7209499
4.04504,-3.54604728,-9.00082326,72.8109043
4.05005,-3.52350139,-9.03617476,72.9008586
4.05505,-3.50086383,-9.07129707,72.990813
4.06005,-3.47814605,-9.1061902,73.0807674
4.06505,-3.4553366,-9.14085415,73.1707218
4.07005,-3.43244121,-9.17528891,73.2606761
4.07505,-3.40945414,-9.20949449,73.3506305
4.08005,-3.38639259,-9.24347089,73.4405849
4.08505,-3.36323937,-9.27721811,73.5311122
4.09005,-3.34000593,-9.31073614,73.6210666
4.09505,-3.31668655,-9.34402499,73.711021
4.10005,-3.29328122,-9.37708465,73.8009753
4.10505,-3.26979568,-9.40985784,73.8909297
4.11005,-3.24622993,-9.44245914,73.9808841
4.11505,-3.22258396,-9.47483125,74.0708385
4.12005,-3.19885777,-9.50691689,74.1607928
4.12505,-3.17505138,-9.53877334,74.2507472
4.13005,-3.15116477,-9.57040061,74.3407016
4.13505,-3.12719794,-9.6017987,74.430656
4.14005,-3.1031509,-9.6329676,74.5206103
4.14505,-3.07902938,-9.66385003,74.6111377
4.15005,-3.05483337,-9.69456057,74.701092
4.15505,-3.03055715,-9.72498463,74.7910464
4.16005,-3.00620644,-9.7551795,74.8810008
4.16505,-2.98178125,-9.7850879,74.9709552
4.17005,-2.95728158,-9.81482441,75.0609095
4.17505,-2.93270742,-9.84427444,75.1508639
4.18005,-2.90805877,-9.87343799,75.2408183
4.18505,-2.88333564,-9.90242966,75.3307727
4.19005,-2.85854376,-9.93113484,75.420727
4.19505,-2.83368312,-9.95955355,75.5106814
4.20005,-2.808748,-9.98780037,75.6006358
4.20505,-2.78373839,-10.0157607,75.6911631
4.21005,-2.75866576,-10.0434919,75.7811175
4.21505,-2.73352437,-10.0709365,75.8710719
4.22005,-2.7083085,-10.098152,75.9610263
4.22505,-2.6830296,-10.1250811,76.0509806
4.23005,-2.65768194,-10.1517809,76.140935
4.23505,-2.63227127,-10.1782515,76.2308894
4.24005,-2.60679183,-10.2044357,76.3208437
4.24505,-2.58124937,-10.2303907,76.4107981
4.25005,-2.55563816,-10.2560592,76.5007525
4.25505,-2.52996392,-10.2814985,76.5907069
4.26005,-2.50423239,-10.3066514,76.6806612
4.26505,-2.4784321,-10.331575,76.7706156
4.27005,-2.45256878,-10.3562695,76.861143
4.27505,-2.42664817,-10.3806202,76.9510973
4.28005,-2.40066453,-10.4047991,77.0410517
4.28505,-2.3746236,-10.4286341,77.1310061
4.29005,-2.34852537,-10.4522973,77.2209605
4.29505,-2.32236412,-10.4756166,77.3109148
4.30005,-2.29614557,-10.4987068,77.4008692
4.30505,-2.26986973,-10.5215679,77.4908236
4.31005,-2.24353659,-10.5441424,77.580778
4.31505,-2.21714615,-10.5664305,77.6707323
4.32005,-2.19070415,-10.5884893,77.7606867
4.32505,-2.16420485,-10.6102617,77.8506411
4.33005,-2.13764826,-10.6317476,77.9411684
4.33505,-2.11104583,-10.6530044,78.0311228
4.34005,-2.0843861,-10.6739746,78.1210772
4.34505,-2.05767481,-10.6946584,78.2110315
4.35005,-2.03091195,-10.715113,78.3009859
4.35505,-2.00409752,-10.7352811,78.3909403
4.36005,-1.97723153,-10.75522,78.4808947
4.36505,-1.9503197,-10.7748725,78.570849
4.37005,-1.92335631,-10.7942385,78.6608034
4.37505,-1.89634708,-10.813318,78.7507578
4.38005,-1.86928628,-10.8321683,78.8407122
4.38505,-1.84218538,-10.8506748,78.9306665
4.39005,-1.81503291,-10.8690095,79.0211939
4.39505,-1.78784033,-10.8870003,79.1111482
4.40005,-1.76059619,-10.904762,79.2011026
4.40505,-1.73331194,-10.9222372,79.291057
4.41005,-1.70598758,-10.939426,79.3810114
4.41505,-1.67861738,-10.9563282,79.4709657
4.42005,-1.65120135,-10.9730013,79.5609201
4.42505,-1.62375095,-10.9893306,79.6508745
4.43005,-1.5962547,-11.0054307,79.7408289
4.43505,-1.56872408,-11.0213016,79.8307832
4.44005,-1.54114762,-11.0368288,79.9207376
4.44505,-1.51353678,-11.0521268,80.010692
4.45005,-1.48588584,-11.067081,80.1012193
4.45505,-1.45820052,-11.081806,80.1911737
4.46005,-1.43047509,-11.0962445,80.2811281
4.46505,-1.40271529,-11.1104539,80.3710824
4.47005,-1.3749211,-11.1243195,80.4610368
4.47505,-1.34709254,-11.1379559,80.5509912
4.48005,-1.31923533,-11.1512485,80.6409456
4.48505,-1.29133802,-11.1643119,80.7308999
4.49006,-1.26341206,-11.1770889,80.8208543
4.49506,-1.23545172,-11.1895794,80.9108087
4.50006,-1.20746273,-11.2017834,81.0007631
4.50506,-1.17943936,-11.2137582,81.0907174
4.51006,-1.15139308,-11.2253892,81.1812448
4.51506,-1.12331241,-11.2367911,81.2711991
4.52006,-1.09520883,-11.2478492,81.3611535
4.52506,-1.06707088,-11.2586781,81.4511079
4.53006,-1.03891,-11.2692205,81.5410623
4.53506,-1.01072621,-11.2794764,81.6310166
4.54006,-0.982513765,-11.2893886,81.720971
4.54506,-0.954278405,-11.2991289,81.8109254
4.55006,-0.926020126,-11.3085254,81.9008798
4.55506,-0.897733199,-11.3176354,81.9908341
4.56006,-0.869429084,-11.326459,82.0807885
4.56506,-0.84110205,-11.334996,82.1707429
4.57006,-0.812752098,-11.3433039,82.2612702
4.57506,-0.784384958,-11.351268,82.3512246
4.58006,-0.755994899,-11.3589457,82.441179
4.58506,-0.727587651,-11.3663941,82.5311333
4.59006,-0.699163215,-11.3734988,82.6210877
4.59506,-0.67071586,-11.3803743,82.7110421
4.60006,-0.642257046,-11.386906,82.8009965
4.60506,-0.613781043,-11.3932086,82.8909508
4.61006,-0.585293581,-11.3992246,82.9809052
4.61506,-0.556785493,-11.4048969,83.0708596
4.62006,-0.528265946,-11.41034,83.160814
4.62506,-0.499732647,-11.4154966,83.2507683
4.63006,-0.471187317,-11.4203668,83.3412957
4.63506,-0.442629954,-11.4248931,83.43125
4.64006,-0.414061705,-11.4291903,83.5212044
4.64506,-0.385483143,-11.433201,83.6111588
4.65006,-0.356894841,-11.4369252,83.7011132
4.65506,-0.328297371,-11.4403057,83.7910675
4.66006,-0.29969188,-11.443457,83.8810219
4.66506,-0.27107894,-11.4463217,83.9709763
4.67006,-0.242459125,-11.4489001,84.0609307
4.67506,-0.213833581,-11.4511919,84.150885
4.68006,-0.185202306,-11.4531399,84.2408394
4.68506,-0.156566448,-11.4548588,84.3307938
4.69006,-0.127927153,-11.4562912,84.4213211
4.69506,-0.0992838465,-11.4574371,84.5112755
4.70006,-0.0706388212,-11.4582966,84.6012299
4.70506,-0.0419915615,-11.4588695,84.6911842
4.71006,-0.013343385,-11.4590987,84.7811386
4.71506,0.0153051352,-11.4590987,84.871093
4.72006,0.0439532544,-11.4588122,84.9610474
4.72506,0.0726000558,-11.4582393,85.0510017
4.73006,0.101245654,-11.4573798,85.1409561
4.73506,0.129888387,-11.4562339,85.2309105
4.74006,0.158527683,-11.4547442,85.3208649
4.74506,0.187162968,-11.4530254,85.4108192
4.75006,0.215793669,-11.45102,85.5013466
4.75506,0.244419214,-11.4487282,85.591301
4.76006,0.273038456,-11.4461499,85.6812553
4.76506,0.301650823,-11.4432851,85.7712097
4.77006,0.330255741,-11.4400765,85.8611641
4.77506,0.358852637,-11.4366388,85.9511185
4.78006,0.387440367,-11.4329145,86.0410728
4.78506,0.416018356,-11.4289038,86.1310272
4.79006,0.444586032,-11.4246066,86.2209816
4.79506,0.473142249,-11.420023,86.3109359
4.80006,0.501687006,-11.4151528,86.4008903
4.80506,0.530219159,-11.4099962,86.4908447
4.81006,0.558738133,-11.4045531,86.581372
4.81506,0.587241638,-11.3988235,86.6713264
4.82006,0.615734829,-11.3928075,86.7612808
4.82506,0.644210832,-11.386505,86.8512352
4.83006,0.672663916,-11.3799159,86.9411895
4.83506,0.701111271,-11.3730404,87.0311439
4.84006,0.729535708,-11.3658785,87.1210983
4.84506,0.757937226,-11.35843,87.2110527
4.85006,0.786327285,-11.3507524,87.301007
4.85506,0.814694425,-11.342731,87.3909614
4.86006,0.843038648,-11.3344231,87.4809158
4.86506,0.871365681,-11.325886,87.5708702
4.87006,0.899669797,-11.3170052,87.6613975
4.87506,0.927950994,-11.3078951,87.7513519
4.88006,0.956209272,-11.2984413,87.8413062
4.88506,0.984444633,-11.2887584,87.9312606
4.89006,1.01265707,-11.2787316,88.021215
4.89506,1.04084087,-11.2684756,88.1111694
4.90006,1.06900174,-11.2579332,88.2011237
4.90506,1.09713397,-11.2471043,88.2910781
4.91006,1.12523755,-11.2359889,88.3810325
4.91506,1.15331249,-11.2245871,88.4709869
4.92006,1.18135877,-11.212956,88.5609412
4.92507,1.20937641,-11.2009812,88.6508956
4.93007,1.23736539,-11.1887199,88.7414229
4.93507,1.26532574,-11.1762294,88.8313773
4.94007,1.2932517,-11.1634525,88.9213317
4.94507,1.32114328,-11.150389,89.0112861
4.95007,1.34900049,-11.1370391,89.1012404
4.95507,1.37682905,-11.1234027,89.1911948
4.96007,1.40461751,-11.1094799,89.2811492
4.96507,1.43237731,-11.0952705,89.3711036
4.97007,1.46009701,-11.080832,89.4610579
4.97507,1.48778233,-11.0661069,89.5510123
4.98007,1.51542754,-11.0510955,89.6409667
4.98507,1.54303838,-11.0357975,89.7309211
4.99007,1.57060911,-11.020213,89.8214484
4.99507,1.59813973,-11.0043421,89.9114028
5.00007,1.62563025,-10.988242,90.0013571
5.00507,1.65308066,-10.9718554,90.0913115
5.01007,1.68049096,-10.9551823,90.1812659
5.01507,1.70786115,-10.9382228,90.2712203
5.02007,1.73518551,-10.921034,90.3611746
5.02507,1.76246403,-10.9035588,90.451129
5.03007,1.78970244,-10.8857971,90.5410834
5.03507,1.81689502,-10.867749,90.6310378
5.04007,1.84404176,-10.8494143,90.7209921
5.04507,1.87114266,-10.8308505,90.8109465
5.05007,1.89819773,-10.8120002,90.9014738
5.05507,1.92520696,-10.7929207,90.9914282
5.06007,1.95216463,-10.7734974,91.0813826
5.06507,1.97907073,-10.7538449,91.171337
5.07007,2.00593099,-10.733906,91.2612913
5.07507,2.03274541,-10.7137379,91.3512457
5.08007,2.05950254,-10.6932833,91.4412001
5.08507,2.08621383,-10.6725422,91.5311545
5.09007,2.11286783,-10.651572,91.6211088
5.09507,2.13947026,-10.630258,91.7110632
5.10007,2.16602113,-10.608772,91.8010176
5.10507,2.19251469,-10.5869423,91.890972
5.11007,2.2189567,-10.5648835,91.9814993
5.11507,2.2453414,-10.5425954,92.0714537
5.12007,2.27166882,-10.5200209,92.161408
5.12507,2.29793893,-10.4971599,92.2513624
5.13007,2.32415748,-10.4740124,92.3413168
5.13507,2.350313,-10.450693,92.4312712
5.14007,2.37641123,-10.4270298,92.5212255
5.14507,2.40244643,-10.4031375,92.6111799
5.15007,2.42842434,-10.3789587,92.7011343
5.15507,2.45434495,-10.3545507,92.7910887
5.16007,2.48020254,-10.3299135,92.881043
5.16507,2.5059971,-10.3049325,92.9709974
5.17007,2.53172863,-10.2797797,93.0615247
5.17507,2.55739714,-10.2543403,93.1514791
5.18007,2.58299689,-10.2286145,93.2414335
5.18507,2.60853935,-10.2026595,93.3313879
5.19007,2.63401306,-10.1764754,93.4213422
5.19507,2.65942374,-10.1500047,93.5112966
5.20007,2.68476566,-10.1232476,93.601251
5.20507,2.71003883,-10.0962613,93.6912054
5.21007,2.73524897,-10.0690458,93.7811597
5.21507,2.76038463,-10.0416011,93.8711141
5.22007,2.78545726,-10.0138699,93.9610685
5.22507,2.81045541,-9.98585231,94.0510229
5.23007,2.83538481,-9.95766279,94.1415502
5.23507,2.86024544,-9.92918679,94.2315046
5.24007,2.8850316,-9.90042431,94.321459
5.24507,2.909749,-9.87143264,94.4114133
5.25007,2.93439191,-9.84221179,94.5013677
5.25507,2.95896034,-9.81276176,94.5913221
5.26007,2.98345429,-9.78308255,94.6812764
5.26507,3.00787375,-9.75311685,94.7712308
5.27007,3.03221873,-9.72292198,94.8611852
5.27507,3.05648922,-9.69244062,94.9511396
5.28007,3.08068523,-9.66178738,95.0410939
5.28507,3.10480102,-9.63084766,95.1310483
5.29007,3.12884233,-9.59967876,95.2215757
5.29507,3.1527977,-9.56828067,95.31153
5.30007,3.17668431,-9.5365961,95.4014844
5.30507,3.20048498,-9.50473965,95.4914388
5.31007,3.22420543,-9.47259672,95.5813932
5.31507,3.24784567,-9.4402246,95.6713475
5.32007,3.27141142,-9.4076233,95.7613019
5.32507,3.2948855,-9.37479282,95.8512563
5.33007,3.3182851,-9.34173315,95.9412107
5.33507,3.34159875,-9.30844431,96.031165
5.34007,3.36482646,-9.27492627,96.1211194
5.34507,3.38797396,-9.24112176,96.2110738
5.35007,3.41103551,-9.20714537,96.3016011
5.35507,3.43401112,-9.17293979,96.3915555
5.36007,3.45690078,-9.13844773,96.4815099
5.36508,3.4797045,-9.10378378,96.5714642
5.37008,3.50241655,-9.06889065,96.6614186
5.37508,3.52504838,-9.03371104,96.751373
5.38008,3.54758854,-8.99835954,96.8413274
5.38508,3.57004276,-8.96277887,96.9312817
5.39008,3.5924053,-8.926969,97.0212361
5.39508,3.61467617,-8.89092996,97.1111905
5.40008,3.63686109,-8.85466173,97.2011449
5.40508,3.65894862,-8.81822161,97.2910992
5.41008,3.6809502,-8.78149502,97.3816266
5.41508,3.7028601,-8.74459654,97.4715809
5.42008,3.72467261,-8.70741157,97.5615353
5.42508,3.74639917,-8.67005473,97.6514897
5.43008,3.76802259,-8.63252599,97.7414441
5.43508,3.78956008,-8.59471077,97.8313984
5.44008,3.81100016,-8.55672367,97.9213528
5.44508,3.83234284,-8.51850739,98.0113072
5.45008,3.85359384,-8.48006192,98.1012616
5.45508,3.87474744,-8.44144456,98.1912159
5.46008,3.89579791,-8.40259802,98.2811703
5.46508,3.91675671,-8.3635223,98.3711247
5.47008,3.9376181,-8.3242174,98.461652
5.47508,3.95838209,-8.2847406,98.5516064
5.48008,3.97904295,-8.24509193,98.6415608
5.48508,3.99960641,-8.20515677,98.7315151
5.49008,4.02007246,-8.16504972,98.8214695
5.49508,4.04043538,-8.12477079,98.9114239
5.50008,4.06069517,-8.08426267,99.0013783
5.50508,4.08085755,-8.04352537,99.0913326
5.51008,4.10091108,-8.00261618,99.181287
5.51508,4.1208672,-7.96153511,99.2712414
5.52008,4.14072018,-7.92022485,99.3611958
5.52508,4.16047004,-7.87874271,99.4511501
5.53008,4.18011676,-7.83703138,99.5416775
5.53508,4.19965462,-7.79509087,99.6316318
5.54008,4.21909508,-7.75303577,99.7215862
5.54508,4.23842095,-7.71075148,99.8115406
5.55008,4.25764941,-7.66823801,99.901495
5.55508,4.27676328,-7.62555266,99.9914493
5.56008,4.29577402,-7.58269541,100.081404
5.56508,4.31468163,-7.53966628,100.171358
5.57008,4.33347465,-7.49640797,100.261312
5.57508,4.3521588,-7.45297777,100.351267
5.58008,4.37073982,-7.40937568,100.441221
5.58508,4.38921198,-7.36554441,100.531176
5.59008,4.40756955,-7.32159854,100.621703
5.59508,4.42581826,-7.2774235,100.711657
5.60008,4.4439581,-7.23307656,100.801612
5.60508,4.46198335,-7.18855774,100.891566
5.61008,4.47989974,-7.14380974,100.98152
5.61508,4.49770154,-7.09894714,101.071475
5.62008,4.51539448,-7.05385536,101.161429
5.62508,4.53297282,-7.00864899,101.251384
5.63008,4.55043658,-6.96321344,101.341338
5.63508,4.56779147,-6.917606,101.431292
5.64008,4.58502604,-6.87182667,101.521247
5.64508,4.60215175,-6.82593275,101.611201
5.65008,4.61915714,-6.77980965,101.701728
5.65508,4.63604793,-6.73351466,101.791683
5.66008,4.65282414,-6.68710508,101.881637
5.66508,4.66948575,-6.64046631,101.971591
5.67008,4.68602704,-6.59371295,102.061546
5.67508,4.70245374,-6.54673041,102.1515
5.68008,4.71876585,-6.49963328,102.241455
5.68508,4.73495191,-6.45236426,102.331409
5.69008,4.75102337,-6.40492336,102.421363
5.69508,4.76698025,-6.35736786,102.511318
5.70008,4.78281107,-6.30958318,102.601272
5.70508,4.7985273,-6.26168391,102.691226
5.71008,4.81412322,-6.21361275,102.781754
5.71508,4.82959881,-6.165427,102.871708
5.72008,4.84494835,-6.11701206,102.961663
5.72508,4.86018329,-6.06848254,103.051617
5.73008,4.87529219,-6.01983842,103.141571
5.73508,4.89028077,-5.97102242,103.231526
5.74008,4.90514902,-5.92203453,103.32148
5.74508,4.91989123,-5.87287475,103.411434
5.75008,4.93451311,-5.82360037,103.501389
5.75508,4.94900894,-5.77421141,103.591343
5.76008,4.96338445,-5.7246391,103.681298
5.76508,4.97763391,-5.67493501,103.771252
5.77008,4.99176305,-5.62508196,103.861779
5.77508,5.00576041,-5.57509712,103.951734
5.78008,5.01963745,-5.52496904,104.041688
5.78508,5.03338844,-5.47470345,104.131642
5.79008,5.04700764,-5.42430035,104.221597
5.79508,5.06050653,-5.37375975,104.311551
5.80009,5.07387936,-5.32308736,104.401506
5.80509,5.08712615,-5.27227746,104.49146
5.81009,5.10024115,-5.22134151,104.581414
5.81509,5.11323011,-5.17027378,104.671369
5.82009,5.12609301,-5.11907428,104.761323
5.82509,5.13882986,-5.06774872,104.851277
5.83009,5.15143493,-5.01629711,104.941805
5.83509,5.16390822,-4.96471944,105.031759
5.84009,5.17625546,-4.91301573,105.121713
5.84509,5.18847665,-4.8611917,105.211668
5.85009,5.20056033,-4.80924735,105.301622
5.85509,5.21252369,-4.75717694,105.391577
5.86009,5.22434954,-4.70499194,105.481531
5.86509,5.23604934,-4.65268663,105.571485
5.87009,5.24761163,-4.60026672,105.66144
5.87509,5.25904787,-4.54773222,105.751394
5.88009,5.27035232,-4.49508885,105.841348
5.88509,5.281525,-4.44232517,105.931303
5.89009,5.2925659,-4.38945262,106.02183
5.89509,5.30346928,-4.33647122,106.111785
5.90009,5.31424662,-4.28338095,106.201739
5.90509,5.32489218,-4.23018754,106.291693
