time_s,ax,ay,az,gx,gy,gz,odo_rvel,odo_lvel,odo_rpos,odo_lpos,opt_sumx,opt_sumy
144.037,0.2478,0.0826,9.17219,-0.00253,-0.00785632,-0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.041,-0.00448913,-0.0646434,10.351,-0.00253,-0.00785632,-0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.045,-0.308852,0.00718261,9.93893,-0.00253,-0.00785632,-0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.049,-0.100556,0.0888847,9.18386,0.000532632,-0.000532632,0.000399474,0,0,0.062,0.095,-0.0259025,0.0323132
144.054,-0.471358,0.0960673,9.17847,0.000532632,-0.000532632,0.000399474,0,0,0.062,0.095,-0.0259025,0.0323132
144.057,-0.361824,-0.0421978,9.62559,0.00612527,0.00199737,0.00452737,0,0,0.062,0.095,-0.0259025,0.0323132
144.061,-0.00179565,0.0951695,9.66958,0.00612527,0.00199737,0.00452737,0,0,0.062,0.095,-0.0259025,0.0323132
144.066,0.109535,0.113126,10.2092,-0.00146474,0.000399474,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.069,0.201113,-0.205602,9.65522,-0.00146474,0.000399474,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.074,-0.0763152,0.0125696,9.70011,-0.00146474,0.000399474,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.077,0.422876,-0.0727239,9.59596,-0.00253,-0.00452737,-0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.081,-0.110433,-0.0493804,10.7057,-0.00253,-0.00452737,-0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.086,-0.280122,-0.166996,10.3115,0.00119842,0.00186421,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.089,0.543185,0.141856,9.7055,0.00119842,0.00186421,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.094,-0.358232,-0.178667,9.67497,0.00119842,0.00186421,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.097,0.0700304,0.0386065,9.73063,0.00492685,0.00452737,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.101,0.308852,0.118513,9.60763,0.00492685,0.00452737,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.106,0.355539,0.0233435,10.0278,-0.00186421,-0.00319579,0.000932106,0,0,0.062,0.095,-0.0259025,0.0323132
144.109,0.0404022,0.0493804,8.84448,-0.00186421,-0.00319579,0.000932106,0,0,0.062,0.095,-0.0259025,0.0323132
144.113,0.321422,0.0125696,8.95222,-0.00186421,-0.00319579,0.000932106,0,0,0.062,0.095,-0.0259025,0.0323132
144.117,0.120309,0.0421978,10.3564,-0.00186421,-0.00466053,0.000532632,0,0,0.062,0.095,-0.0259025,0.0323132
144.121,-0.170587,-0.105943,9.89763,-0.00186421,-0.00466053,0.000532632,0,0,0.062,0.095,-0.0259025,0.0323132
144.126,0.0655413,0.101454,9.03213,0.00346211,0.00506,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.129,0.118513,0.0484826,10.1382,0.00346211,0.00506,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.133,-0.0188543,0.0763152,9.69382,0.00346211,0.00506,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.138,0.0996586,-0.00628478,9.52054,0.00239684,0.00705737,0.00559264,0,0,0.062,0.095,-0.0259025,0.0323132
144.141,0.487519,0.00269348,10.36,0.00239684,0.00705737,0.00559264,0,0,0.062,0.095,-0.0259025,0.0323132
144.146,0.194828,0.0888847,9.32661,0.00239684,0.00705737,0.00559264,0,0,0.062,0.095,-0.0259025,0.0323132
144.149,0.146346,-0.208296,9.50259,-0.00292948,-0.00506,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.153,0.200215,0.116717,9.86261,-0.00292948,-0.00506,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.158,-0.194828,-0.0466869,10.5791,-0.00133158,-0.00545948,0.000266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.161,-0.0655413,-0.0368109,10.0449,-0.00133158,-0.00545948,0.000266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.165,0.42108,-0.116717,10.0143,-0.00133158,-0.00545948,0.000266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.169,-0.419285,0.015263,9.30237,0.00559264,0.00146474,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.173,0.150835,0.0035913,10.061,0.00559264,0.00146474,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.178,0.419285,0.105943,10.0628,0.00119842,0.000266316,0.00292948,0,0,0.062,0.095,-0.0259025,0.0323132
144.181,0.201113,0.169689,10.3268,0.00119842,0.000266316,0.00292948,0,0,0.062,0.095,-0.0259025,0.0323132
144.185,0.100556,0.0314239,8.71519,0.00119842,0.000266316,0.00292948,0,0,0.062,0.095,-0.0259025,0.0323132
144.19,0.225354,0.015263,9.06265,-0.000266316,-0.00732369,-0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.193,-0.0906804,-0.092476,10.4031,-0.000266316,-0.00732369,-0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.198,-0.26845,0.0763152,9.62469,-0.0015979,-0.00279632,0.00186421,0,0,0.062,0.095,-0.0259025,0.0323132
144.201,-0.229843,-0.254085,10.7218,-0.0015979,-0.00279632,0.00186421,0,0,0.062,0.095,-0.0259025,0.0323132
144.205,-0.0269348,0.0323217,10.088,-0.0015979,-0.00279632,0.00186421,0,0,0.062,0.095,-0.0259025,0.0323132
144.21,-0.0673369,-0.0296282,9.7037,0.00599211,0.00133158,0.00386158,0,0,0.062,0.095,-0.0259025,0.0323132
144.213,0.140959,-0.0763152,10.9086,0.00599211,0.00133158,0.00386158,0,0,0.062,0.095,-0.0259025,0.0323132
144.218,0.398635,-0.0754174,10.7236,-0.000932106,0.00386158,0.000798948,0,0,0.062,0.095,-0.0259025,0.0323132
144.221,0.377087,0.0951695,10.1679,-0.000932106,0.00386158,0.000798948,0,0,0.062,0.095,-0.0259025,0.0323132
144.225,0.0556652,-0.00718261,9.56723,-0.000932106,0.00386158,0.000798948,0,0,0.062,0.095,-0.0259025,0.0323132
144.23,0.226252,-0.0610521,10.1382,-0.00266316,-0.00532632,-0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.233,0.0260369,0.158915,10.2999,-0.00266316,-0.00532632,-0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.238,-0.0942717,-0.0655413,10.0341,0.000399474,0.00186421,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.241,-0.342969,-0.0457891,9.35534,0.000399474,0.00186421,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.245,-0.409408,-0.0700304,9.21169,0.000399474,0.00186421,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.25,0.226252,0.0897826,10.167,0.00545948,0.00372842,0.00452737,0,0,0.062,0.095,-0.0259025,0.0323132
144.253,-0.135572,-0.0341174,10.0871,0.00545948,0.00372842,0.00452737,0,0,0.062,0.095,-0.0259025,0.0323132
144.257,0.367211,0.0493804,10.4938,-0.00239684,0.00426106,0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.262,0.0475848,-0.0870891,8.63888,-0.00239684,0.00426106,0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.265,-0.121206,-0.0511761,10.0251,-0.00239684,0.00426106,0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.27,0.11133,0.11582,10.2855,-0.00133158,-0.00732369,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.273,-0.0395043,-0.0323217,10.7775,-0.00133158,-0.00732369,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.277,-0.451606,-0.0574608,10.492,-0.000266316,0.00213053,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.282,0.0134674,0.123002,9.98831,-0.000266316,0.00213053,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.285,-0.376189,-0.0915782,9.51965,-0.000266316,0.00213053,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.29,-0.0960673,-0.177769,10.887,0.00625843,0.00479369,0.0041279,0,0,0.062,0.095,-0.0259025,0.0323132
144.293,0.166996,-0.0502782,9.55376,0.00625843,0.00479369,0.0041279,0,0,0.062,0.095,-0.0259025,0.0323132
144.297,0.347459,-0.0251391,10.3672,-0.00346211,0.00439421,0.00106526,0,0,0.062,0.095,-0.0259025,0.0323132
144.302,0.0368109,-0.156222,9.76296,-0.00346211,0.00439421,0.00106526,0,0,0.062,0.095,-0.0259025,0.0323132
144.305,0.124798,0.0655413,9.1273,-0.00346211,0.00439421,0.00106526,0,0,0.062,0.095,-0.0259025,0.0323132
144.309,0.0781108,-0.0601543,10.4076,-0.00199737,-0.00372842,-0.000266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.314,-0.149039,-0.0996586,10.5028,-0.00199737,-0.00372842,-0.000266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.317,-0.279224,-0.0224456,9.18925,0.00226369,0.00186421,0.00492685,0,0,0.062,0.095,-0.0259025,0.0323132
144.322,-0.346561,0.133776,9.22516,0.00226369,0.00186421,0.00492685,0,0,0.062,0.095,-0.0259025,0.0323132
144.325,-0.257676,-0.0511761,9.57711,0.00226369,0.00186421,0.00492685,0,0,0.062,0.095,-0.0259025,0.0323132
144.329,-0.14455,0.0125696,9.75667,0.00372842,0.00426106,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.334,0.244209,0.131083,10.3151,0.00372842,0.00426106,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.337,0.344765,-0.203806,9.58698,-0.000532632,-0.00186421,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.342,-0.187646,-0.0682347,9.87249,-0.000532632,-0.00186421,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.345,0.384269,-0.00808043,9.51156,-0.000532632,-0.00186421,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.349,0.0170587,0.0188543,10.7012,-0.00253,-0.00692422,0,0,0,0.062,0.095,-0.0259025,0.0323132
144.354,-0.341174,-0.324115,10.4552,-0.00253,-0.00692422,0,0,0,0.062,0.095,-0.0259025,0.0323132
144.357,0.500089,0.1652,9.62828,0.00426106,0.00292948,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.361,-0.329502,-0.117615,9.41909,0.00426106,0.00292948,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.365,-0.0170587,0.0134674,9.578,0.00426106,0.00292948,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.369,0.274735,0.158017,9.66868,0.00399474,0.00399474,0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.374,0.402226,0.122104,9.96766,0.00399474,0.00399474,0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.377,-0.106841,0.00269348,8.64965,0,-0.00639158,-0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.381,0.315137,-0.0502782,9.05457,0,-0.00639158,-0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.386,0.0233435,0.056563,10.2981,-0.000532632,-0.00226369,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.389,-0.293589,-0.109535,9.92367,-0.000532632,-0.00226369,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.394,0.015263,0.0942717,9.16411,-0.000532632,-0.00226369,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.397,0.281917,0.0520739,10.3331,-0.000532632,-0.00226369,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.401,-0.187646,0.0296282,9.51067,0.00519316,0.00506,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.406,0.0556652,-0.0188543,9.65522,0.00519316,0.00506,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.409,0.593463,0.077213,10.5234,-0.00106526,0.00372842,0.00559264,0,0,0.062,0.095,-0.0259025,0.0323132
144.413,0.0224456,0.0188543,9.31763,-0.00106526,0.00372842,0.00559264,0,0,0.062,0.095,-0.0259025,0.0323132
144.418,0.0646434,0.0933739,9.52324,-0.00213053,-0.00545948,-0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.421,0.29718,0.0682347,9.85364,-0.00213053,-0.00545948,-0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.426,-0.252289,-0.0511761,10.589,-0.00213053,-0.00545948,-0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.429,-0.169689,-0.0834978,9.91738,-0.000532632,-0.00346211,0.00213053,0,0,0.062,0.095,-0.0259025,0.0323132
144.433,0.501885,-0.110433,10.2235,-0.000532632,-0.00346211,0.00213053,0,0,0.062,0.095,-0.0259025,0.0323132
144.438,-0.367211,-0.0457891,9.65881,0.00745685,0.0041279,0.00585895,0,0,0.062,0.095,-0.0259025,0.0323132
144.441,0.0475848,-0.0574608,9.85633,0.00745685,0.0041279,0.00585895,0,0,0.062,0.095,-0.0259025,0.0323132
144.446,0.461482,0.163404,10.1373,0.00745685,0.0041279,0.00585895,0,0,0.062,0.095,-0.0259025,0.0323132
144.449,0.325013,0.186748,10.3618,-0.00226369,0.00692422,0.00239684,0,0,0.062,0.095,-0.0259025,0.0323132
144.453,-0.0610521,0.00718261,8.77176,-0.00226369,0.00692422,0.00239684,0,0,0.062,0.095,-0.0259025,0.0323132
144.458,0.265756,0.0799065,9.14166,-0.00173105,-0.0066579,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.461,0.156222,-0.0502782,10.2253,-0.00173105,-0.0066579,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.465,-0.413898,0.0233435,9.47835,-0.00173105,-0.0066579,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.469,-0.179565,-0.201113,10.7919,-0.000798948,-0.00146474,0.00239684,0,0,0.062,0.095,-0.0259025,0.0323132
144.473,0.153528,0.0888847,10.0251,-0.000798948,-0.00146474,0.00239684,0,0,0.062,0.095,-0.0259025,0.0323132
144.478,-0.149039,-0.119411,9.59327,0.00599211,0.00186421,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.481,0.116717,-0.000897826,10.9562,0.00599211,0.00186421,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.485,0.553061,-0.0332195,10.6249,0.00599211,0.00186421,0.00572579,0,0,0.062,0.095,-0.0259025,0.0323132
144.489,0.171485,0.0242413,10.0907,-0.00213053,0.000399474,0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.493,0.0484826,0.0215478,9.6624,-0.00213053,0.000399474,0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.498,0.343867,0.0341174,9.9093,-0.000932106,-0.00372842,0.000133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.501,-0.139163,0.0781108,10.1373,-0.000932106,-0.00372842,0.000133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.505,-0.192135,-0.0834978,10.2639,-0.000932106,-0.00372842,0.000133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.51,0.500987,0.141856,10.1903,0.00306263,0.00213053,0.00319579,0,0,0.062,0.095,-0.0259025,0.0323132
144.513,-0.408511,-0.06195,9.25479,0.00306263,0.00213053,0.00319579,0,0,0.062,0.095,-0.0259025,0.0323132
144.518,0.183156,0.0511761,10.2505,0.00399474,0.0041279,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.521,-0.0035913,0.0332195,10.1733,0.00399474,0.0041279,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.525,0.282815,0.131083,10.4076,0.00399474,0.0041279,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.53,0.0583587,-0.0817021,8.78882,-0.00292948,0.00439421,0.00346211,0,0,0.062,0.095,-0.0259025,0.0323132
144.533,-0.0493804,-0.0960673,10.1068,-0.00292948,0.00439421,0.00346211,0,0,0.062,0.095,-0.0259025,0.0323132
144.537,-0.0386065,0.0951695,10.2047,-0.00213053,-0.00359527,-0.00119842,0,0,0.062,0.095,-0.0259025,0.0323132
144.541,-0.198419,-0.154426,10.6213,-0.00213053,-0.00359527,-0.00119842,0,0,0.062,0.095,-0.0259025,0.0323132
144.545,-0.228946,-0.0197522,10.8314,-0.00213053,-0.00359527,-0.00119842,0,0,0.062,0.095,-0.0259025,0.0323132
144.55,-0.130185,0.0709282,9.79258,0.00213053,0.00519316,0.00386158,0,0,0.062,0.095,-0.0259025,0.0323132
144.553,-0.425569,-0.1652,9.42088,0.00213053,0.00519316,0.00386158,0,0,0.062,0.095,-0.0259025,0.0323132
144.557,-0.00179565,-0.199317,10.9508,0.00346211,0.00466053,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.562,0.325013,0.120309,10.5153,0.00346211,0.00466053,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.565,0.170587,-0.0763152,10.2604,0.00346211,0.00466053,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.57,0.116717,-0.117615,9.99729,-0.00399474,-0.00625843,-0.000798948,0,0,0.062,0.095,-0.0259025,0.0323132
144.573,0.169689,0.142754,8.90463,-0.00399474,-0.00625843,-0.000798948,0,0,0.062,0.095,-0.0259025,0.0323132
144.577,-0.0574608,-0.0592565,10.3816,-0.00146474,-0.00213053,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.582,0.0134674,-0.125696,10.7236,-0.00146474,-0.00213053,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.585,-0.149039,0.0834978,9.25299,-0.00146474,-0.00213053,0.00173105,0,0,0.062,0.095,-0.0259025,0.0323132
144.59,-0.527921,0.0808043,9.11383,0.0041279,0.00439421,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.593,-0.281019,-0.0484826,9.77014,0.0041279,0.00439421,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.597,0.0161609,0.00538695,9.74949,0.00133158,0.00559264,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.602,0.0251391,0.0682347,10.2253,0.00133158,0.00559264,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.605,0.29718,-0.126593,9.78899,0.00133158,0.00559264,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.609,-0.0368109,-0.0475848,9.76834,-0.00146474,-0.00452737,-0.00306263,0,0,0.062,0.095,-0.0259025,0.0323132
144.614,-0.0852934,-0.0682347,10.2711,-0.00146474,-0.00452737,-0.00306263,0,0,0.062,0.095,-0.0259025,0.0323132
144.617,-0.0439935,0.0942717,10.8412,-0.00106526,-0.0015979,0.000932106,0,0,0.062,0.095,-0.0259025,0.0323132
144.622,-0.200215,-0.201113,10.3322,-0.00106526,-0.0015979,0.000932106,0,0,0.062,0.095,-0.0259025,0.0323132
144.625,0.421978,0.112228,9.64714,-0.00106526,-0.0015979,0.000932106,0,0,0.062,0.095,-0.0259025,0.0323132
144.629,-0.370802,-0.0143652,9.56903,0.00679106,0.00506,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.634,-0.015263,0.0368109,10.7568,0.00679106,0.00506,0.00426106,0,0,0.062,0.095,-0.0259025,0.0323132
144.637,0.178667,0.0817021,9.61122,0.000266316,0.00612527,0.0041279,0,0,0.062,0.095,-0.0259025,0.0323132
144.642,0.304363,0.0520739,10.1679,0.000266316,0.00612527,0.0041279,0,0,0.062,0.095,-0.0259025,0.0323132
144.645,0.06195,0.0520739,8.76637,0.000266316,0.00612527,0.0041279,0,0,0.062,0.095,-0.0259025,0.0323132
144.649,0.254085,-0.0341174,8.84448,-0.000266316,-0.00679106,-0.00119842,0,0,0.062,0.095,-0.0259025,0.0323132
144.654,0.00179565,0.00538695,10.4507,-0.000266316,-0.00679106,-0.00119842,0,0,0.062,0.095,-0.0259025,0.0323132
144.657,-0.1652,-0.105943,10.0377,-0.000266316,-0.00679106,-0.00119842,0,0,0.062,0.095,-0.0259025,0.0323132
144.661,-0.0592565,0.176872,9.11473,-0.000798948,-0.000266316,0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.666,-0.369006,-0.178667,9.23952,-0.000798948,-0.000266316,0.00133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.669,-0.0870891,0.11133,9.60225,0.00332895,0.00226369,0.00399474,0,0,0.062,0.095,-0.0259025,0.0323132
144.674,-0.0287304,0.0125696,9.53581,0.00332895,0.00226369,0.00399474,0,0,0.062,0.095,-0.0259025,0.0323132
144.677,0.385167,-0.015263,10.624,0.00332895,0.00226369,0.00399474,0,0,0.062,0.095,-0.0259025,0.0323132
144.681,0.140061,-0.0448913,9.47296,-0.00213053,0.00239684,0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.686,0.0260369,0.0709282,9.42896,-0.00213053,0.00239684,0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.689,0.229843,0.0466869,9.75398,-0.00492685,-0.00532632,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.694,-0.0799065,-0.102352,10.7981,-0.00492685,-0.00532632,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.697,-0.0817021,0.0395043,9.84017,-0.00492685,-0.00532632,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.701,0.449811,-0.120309,10.035,0.000266316,0.00199737,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.706,-0.298976,-0.0547674,9.69023,0.000266316,0.00199737,0.00253,0,0,0.062,0.095,-0.0259025,0.0323132
144.709,0.148141,0.0673369,9.69562,0.00519316,0.00133158,0.00466053,0,0,0.062,0.095,-0.0259025,0.0323132
144.713,0.326809,0.0520739,9.86621,0.00519316,0.00133158,0.00466053,0,0,0.062,0.095,-0.0259025,0.0323132
144.717,0.304363,0.122104,10.6195,0.00519316,0.00133158,0.00466053,0,0,0.062,0.095,-0.0259025,0.0323132
144.721,0.0637456,0.0799065,8.54191,-0.00399474,0.00306263,0.000798948,0,0,0.062,0.095,-0.0259025,0.0323132
144.726,0.169689,-0.00628478,8.89476,-0.00399474,0.00306263,0.000798948,0,0,0.062,0.095,-0.0259025,0.0323132
144.729,0.0960673,-0.141856,10.4085,-0.00319579,-0.00506,-0.000133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.733,-0.263961,0.0188543,9.61033,-0.00319579,-0.00506,-0.000133158,0,0,0.062,0.095,-0.0259025,0.0323132
144.738,-0.0179565,0.0736217,9.14435,0.00266316,0.00426106,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.741,0.175076,0.146346,10.2191,0.00266316,0.00426106,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.746,-0.0745195,-0.0808043,9.60404,0.00266316,0.00426106,0.00359527,0,0,0.062,0.095,-0.0259025,0.0323132
144.749,0.0834978,-0.0502782,10.7999,0.00585895,0.00279632,0.00439421,0,0,0.062,0.095,-0.0259025,0.0323132
144.753,0.533308,0.00269348,10.6662,0.00585895,0.00279632,0.00439421,0,0,0.062,0.095,-0.0259025,0.0323132
144.758,0.191237,0.0583587,9.22875,-0.000133158,-0.00306263,0.00186421,0,0,0.062,0.095,-0.0259025,0.0323132
144.761,-0.0475848,-0.0287304,9.32841,-0.000133158,-0.00306263,0.00186421,0,0,0.062,0.095,-0.0259025,0.0323132
144.765,0.269348,0.0574608,10.0368,-0.000133158,-0.00306263,0.00186421,0,0,0.062,0.095,-0.0259025,0.0323132
144.769,0.0915782,0.0610521,10.3474,-0.00146474,-0.00798948,-0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.773,-0.202011,-0.159813,9.93713,-0.00146474,-0.00798948,-0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.778,0.465074,0.0906804,10.1769,0.00346211,0.00306263,0.00213053,0,0,0.062,0.095,-0.0259025,0.0323132
144.781,-0.25588,-0.0233435,9.37869,0.00346211,0.00306263,0.00213053,0,0,0.062,0.095,-0.0259025,0.0323132
144.785,0.1239,0.0421978,10.017,0.00346211,0.00306263,0.00213053,0,0,0.062,0.095,-0.0259025,0.0323132
144.789,-0.188543,-0.0448913,10.2244,0.00199737,0.00292948,0.00612527,0,0,0.062,0.095,-0.0259025,0.0323132
144.793,0.380678,0.174178,10.6159,0.00199737,0.00292948,0.00612527,0,0,0.062,0.095,-0.0259025,0.0323132
144.798,0.000897826,-0.06195,8.60656,-0.00319579,-0.00319579,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.801,-0.192135,-0.162506,10.0943,-0.00319579,-0.00319579,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.805,-0.0116717,0.14455,10.3385,-0.00319579,-0.00319579,-0.0015979,0,0,0.062,0.095,-0.0259025,0.0323132
144.81,-0.296282,0.00179565,9.43615,-0.00146474,-0.00306263,0,0,0,0.062,0.095,-0.0259025,0.0323132
144.813,-0.339378,-0.0799065,10.8287,-0.00146474,-0.00306263,0,0,0,0.062,0.095,-0.0259025,0.0323132
144.818,-0.0448913,0.0251391,10.1077,0.00612527,0.000266316,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.821,-0.258574,-0.0547674,9.30866,0.00612527,0.000266316,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.825,-0.112228,-0.2891,10.931,0.00612527,0.000266316,0.00266316,0,0,0.062,0.095,-0.0259025,0.0323132
144.83,0.504578,0.13198,10.8772,0.00106526,0.00119842,0.00346211,0,0,0.062,0.095,-0.0259025,0.0323132
144.833,0.328604,0.0368109,10.1858,0.00106526,0.00119842,0.00346211,0,0,0.062,0.095,-0.0259025,0.0323132
144.837,0.0583587,-0.166098,9.89224,-0.000266316,-0.00359527,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.841,0.097863,0.123002,9.0824,-0.000266316,-0.00359527,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.845,0.0852934,0.0691326,10.2307,-0.000266316,-0.00359527,-0.00066579,0,0,0.062,0.095,-0.0259025,0.0323132
144.85,-0.216376,-0.102352,10.2101,0,-0.00213053,0.00239684,0,0,0.062,0.095,-0.0259025,0.0323132
144.853,-0.262165,-0.00628478,9.499,0,-0.00213053,0.00239684,0,0,0.062,0.095,-0.0259025,0.0323132
144.857,-0.431854,0.143652,9.09946,0.00612527,0.00066579,0.00372842,0,0,0.062,0.095,-0.0259025,0.0323132
144.862,0.0386065,-0.0242413,10.1867,0.00612527,0.00066579,0.00372842,0,0,0.062,0.095,-0.0259025,0.0323132
144.865,-0.0718261,0.0260369,10.0224,0.00612527,0.00066579,0.00372842,0,0,0.062,0.095,-0.0259025,0.0323132
144.87,0.211887,0.0763152,10.3932,0,0.00426106,0.000399474,0,0,0.062,0.095,-0.0259025,0.0323132
144.873,0.256778,-0.137367,9.75847,0,0.00426106,0.000399474,0,0,0.062,0.095,-0.0259025,0.0323132
144.877,-0.0170587,-0.0664391,10.14,-0.00213053,-0.00492685,-0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.882,0.119411,-0.00808043,10.2855,-0.00213053,-0.00492685,-0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.885,-0.0808043,0.168791,10.6303,-0.00213053,-0.00492685,-0.00226369,0,0,0.062,0.095,-0.0259025,0.0323132
144.889,-0.263063,-0.170587,10.5961,-0.00186421,0.000133158,0.00319579,0,0,0.062,0.095,-0.0259025,0.0323132
144.893,0.413898,0.200215,9.54568,-0.00186421,0.000133158,0.00319579,0,0,0.062,0.095,-0.0259025,0.0323132
