t qw qx qy qz px py pz wx wy wz ax ay az roll pitch yaw 
5.60508 0.470089 0.450033 0.0966383 0.753092 0 0 0 0.811722 0.732962 -0.365965 5.75823 5.57861 5.65314 0.778763 -0.627318 1.76089 
5.61008 0.469692 0.449512 0.0994379 0.753287 0 0 0 0.806826 0.734538 -0.369949 5.7272 5.61205 5.65156 0.78189 -0.623416 1.76246 
5.61508 0.469303 0.448977 0.102234 0.753473 0 0 0 0.801909 0.73609 -0.373919 5.69596 5.6454 5.64993 0.784997 -0.619499 1.76403 
5.62008 0.468924 0.448429 0.105026 0.753652 0 0 0 0.796968 0.737616 -0.377875 5.6645 5.67866 5.64822 0.788085 -0.615566 1.7656 
5.62508 0.468553 0.447868 0.107814 0.753823 0 0 0 0.792006 0.739119 -0.381816 5.63283 5.71182 5.64645 0.791153 -0.611618 1.76717 
5.63008 0.468191 0.447293 0.110598 0.753986 0 0 0 0.787022 0.740596 -0.385742 5.60096 5.74488 5.64462 0.794201 -0.607655 1.76874 
5.63508 0.467838 0.446705 0.113377 0.754141 0 0 0 0.782016 0.74205 -0.389652 5.56887 5.77785 5.64272 0.79723 -0.603676 1.77031 
5.64008 0.467493 0.446103 0.116152 0.754288 0 0 0 0.776987 0.743479 -0.393547 5.53657 5.81071 5.64076 0.800238 -0.599682 1.77188 
5.64508 0.467157 0.445489 0.118923 0.754428 0 0 0 0.771938 0.744885 -0.397425 5.50406 5.84347 5.63873 0.803227 -0.595673 1.77345 
5.65008 0.46683 0.44486 0.12169 0.75456 0 0 0 0.766866 0.746267 -0.401287 5.47134 5.87611 5.63665 0.806195 -0.59165 1.77503 
5.65508 0.466511 0.444219 0.124451 0.754685 0 0 0 0.761773 0.747626 -0.405132 5.43841 5.90865 5.6345 0.809143 -0.587611 1.7766 
5.66008 0.466201 0.443564 0.127208 0.754802 0 0 0 0.756659 0.748962 -0.40896 5.40528 5.94107 5.6323 0.812071 -0.583558 1.77817 
5.66508 0.4659 0.442896 0.12996 0.754911 0 0 0 0.751523 0.750274 -0.412771 5.37193 5.97337 5.63003 0.814979 -0.57949 1.77974 
5.67008 0.465607 0.442214 0.132706 0.755013 0 0 0 0.746367 0.751565 -0.416564 5.33838 6.00555 5.62771 0.817866 -0.575408 1.78131 
5.67508 0.465324 0.44152 0.135448 0.755108 0 0 0 0.741189 0.752832 -0.420338 5.30462 6.03761 5.62533 0.820733 -0.571312 1.78288 
5.68008 0.465048 0.440812 0.138184 0.755195 0 0 0 0.73599 0.754078 -0.424094 5.27065 6.06955 5.6229 0.82358 -0.567201 1.78445 
5.68508 0.464782 0.440091 0.140915 0.755275 0 0 0 0.730771 0.755301 -0.427832 5.23648 6.10135 5.6204 0.826405 -0.563076 1.78602 
5.69008 0.464524 0.439356 0.143641 0.755348 0 0 0 0.72553 0.756503 -0.43155 5.20209 6.13302 5.61786 0.82921 -0.558937 1.78759 
5.69508 0.464274 0.438609 0.146361 0.755414 0 0 0 0.72027 0.757684 -0.435249 5.16751 6.16456 5.61526 0.831995 -0.554783 1.78916 
5.70008 0.464034 0.437848 0.149075 0.755472 0 0 0 0.714989 0.758843 -0.438928 5.13272 6.19596 5.61261 0.834758 -0.550616 1.79073 
5.70508 0.463801 0.437074 0.151783 0.755524 0 0 0 0.709687 0.75998 -0.442587 5.09772 6.22722 5.60991 0.837501 -0.546436 1.7923 
5.71008 0.463578 0.436287 0.154485 0.755568 0 0 0 0.704365 0.761097 -0.446225 5.06252 6.25833 5.60716 0.840223 -0.542241 1.79388 
5.71508 0.463363 0.435487 0.157182 0.755606 0 0 0 0.699024 0.762194 -0.449843 5.02712 6.2893 5.60436 0.842924 -0.538033 1.79545 
5.72008 0.463156 0.434673 0.159872 0.755636 0 0 0 0.693662 0.76327 -0.45344 4.99151 6.32012 5.60151 0.845603 -0.533812 1.79702 
5.72508 0.462958 0.433847 0.162556 0.75566 0 0 0 0.68828 0.764326 -0.457016 4.9557 6.35079 5.59862 0.848262 -0.529577 1.79859 
5.73008 0.462769 0.433007 0.165233 0.755677 0 0 0 0.682879 0.765362 -0.46057 4.91969 6.38131 5.59568 0.850899 -0.525329 1.80016 
5.73508 0.462588 0.432154 0.167904 0.755687 0 0 0 0.677459 0.766378 -0.464103 4.88348 6.41166 5.5927 0.853515 -0.521068 1.80173 
5.74008 0.462415 0.431289 0.170568 0.755691 0 0 0 0.672018 0.767374 -0.467613 4.84707 6.44186 5.58967 0.85611 -0.516794 1.8033 
5.74508 0.462251 0.43041 0.173226 0.755688 0 0 0 0.666559 0.768352 -0.471101 4.81047 6.47189 5.5866 0.858683 -0.512507 1.80487 
5.75008 0.462095 0.429518 0.175877 0.755678 0 0 0 0.66108 0.76931 -0.474566 4.77366 6.50176 5.58349 0.861235 -0.508207 1.80644 
5.75508 0.461948 0.428613 0.17852 0.755662 0 0 0 0.655583 0.77025 -0.478008 4.73665 6.53146 5.58034 0.863765 -0.503894 1.80801 
5.76008 0.461809 0.427695 0.181157 0.75564 0 0 0 0.650066 0.771171 -0.481427 4.69945 6.56099 5.57716 0.866274 -0.499569 1.80958 
5.76508 0.461678 0.426764 0.183787 0.755611 0 0 0 0.644531 0.772074 -0.484823 4.66206 6.59034 5.57393 0.868761 -0.495231 1.81115 
5.77008 0.461556 0.425821 0.186409 0.755576 0 0 0 0.638977 0.772959 -0.488195 4.62447 6.61952 5.57068 0.871227 -0.490881 1.81273 
5.77508 0.461441 0.424864 0.189024 0.755534 0 0 0 0.633405 0.773826 -0.491542 4.58668 6.64851 5.56738 0.87367 -0.486519 1.8143 
5.78008 0.461336 0.423894 0.191632 0.755487 0 0 0 0.627814 0.774675 -0.494866 4.5487 6.67733 5.56406 0.876092 -0.482144 1.81587 
5.78508 0.461238 0.422912 0.194231 0.755433 0 0 0 0.622205 0.775507 -0.498165 4.51053 6.70595 5.5607 0.878492 -0.477758 1.81744 
5.79008 0.461148 0.421916 0.196824 0.755374 0 0 0 0.616578 0.776321 -0.501439 4.47217 6.7344 5.55731 0.880869 -0.473359 1.81901 
5.79508 0.461067 0.420908 0.199408 0.755308 0 0 0 0.610933 0.777119 -0.504687 4.43362 6.76265 5.5539 0.883225 -0.468949 1.82058 
5.80009 0.460994 0.419886 0.201985 0.755237 0 0 0 0.60527 0.7779 -0.507911 4.39488 6.7907 5.55045 0.885559 -0.464527 1.82215 
5.80509 0.460929 0.418852 0.204553 0.755159 0 0 0 0.59959 0.778665 -0.511109 4.35595 6.81856 5.54698 0.887871 -0.460093 1.82372 
5.81009 0.460872 0.417805 0.207114 0.755076 0 0 0 0.593892 0.779413 -0.514281 4.31683 6.84623 5.54349 0.89016 -0.455648 1.82529 
5.81509 0.460822 0.416746 0.209666 0.754987 0 0 0 0.588177 0.780145 -0.517427 4.27753 6.87369 5.53997 0.892427 -0.451191 1.82686 
5.82009 0.460781 0.415673 0.21221 0.754893 0 0 0 0.582444 0.780862 -0.520547 4.23805 6.90094 5.53643 0.894672 -0.446724 1.82843 
5.82509 0.460748 0.414588 0.214745 0.754793 0 0 0 0.576695 0.781562 -0.52364 4.19838 6.92799 5.53287 0.896895 -0.442245 1.83 
5.83009 0.460723 0.41349 0.217272 0.754688 0 0 0 0.570929 0.782248 -0.526707 4.15852 6.95484 5.52929 0.899095 -0.437754 1.83158 
5.83509 0.460705 0.412379 0.219791 0.754577 0 0 0 0.565146 0.782918 -0.529746 4.11849 6.98147 5.52569 0.901272 -0.433253 1.83315 
5.84009 0.460696 0.411256 0.2223 0.754461 0 0 0 0.559346 0.783574 -0.532758 4.07828 7.00788 5.52208 0.903427 -0.428742 1.83472 
5.84509 0.460694 0.410119 0.224801 0.754339 0 0 0 0.55353 0.784215 -0.535743 4.03789 7.03408 5.51845 0.90556 -0.424219 1.83629 
5.85009 0.4607 0.408971 0.227293 0.754212 0 0 0 0.547697 0.784841 -0.5387 3.99732 7.06006 5.51481 0.907669 -0.419686 1.83786 
5.85509 0.460714 0.407809 0.229776 0.754081 0 0 0 0.541849 0.785453 -0.541629 3.95657 7.08582 5.51115 0.909757 -0.415142 1.83943 
5.86009 0.460735 0.406635 0.23225 0.753944 0 0 0 0.535984 0.786051 -0.54453 3.91565 7.11135 5.50749 0.911821 -0.410588 1.841 
5.86509 0.460764 0.405448 0.234715 0.753802 0 0 0 0.530104 0.786635 -0.547403 3.87455 7.13666 5.50382 0.913863 -0.406024 1.84257 
5.87009 0.4608 0.404249 0.23717 0.753655 0 0 0 0.524208 0.787206 -0.550247 3.83328 7.16174 5.50014 0.915881 -0.401449 1.84414 
5.87509 0.460844 0.403037 0.239616 0.753504 0 0 0 0.518296 0.787764 -0.553062 3.79185 7.18659 5.49645 0.917877 -0.396865 1.84571 
5.88009 0.460896 0.401813 0.242052 0.753348 0 0 0 0.512369 0.788308 -0.555848 3.75024 7.2112 5.49276 0.91985 -0.39227 1.84728 
5.88509 0.460954 0.400576 0.244479 0.753187 0 0 0 0.506427 0.788839 -0.558605 3.70846 7.23558 5.48907 0.9218 -0.387666 1.84885 
5.89009 0.461021 0.399326 0.246897 0.753021 0 0 0 0.50047 0.789357 -0.561333 3.66652 7.25971 5.48537 0.923727 -0.383052 1.85043 
5.89509 0.461094 0.398064 0.249304 0.752851 0 0 0 0.494498 0.789863 -0.564031 3.62441 7.28361 5.48168 0.92563 -0.378429 1.852 
5.90009 0.461175 0.39679 0.251702 0.752676 0 0 0 0.488511 0.790357 -0.5667 3.58214 7.30726 5.47798 0.927511 -0.373796 1.85357 
5.90509 0.461263 0.395503 0.254089 0.752497 0 0 0 0.48251 0.790839 -0.569338 3.5397 7.33067 5.47429 0.929369 -0.369153 1.85514 
5.91009 0.461358 0.394204 0.256467 0.752314 0 0 0 0.476494 0.791308 -0.571947 3.49711 7.35383 5.47061 0.931203 -0.364502 1.85671 
5.91509 0.461461 0.392892 0.258835 0.752127 0 0 0 0.470465 0.791766 -0.574525 3.45435 7.37674 5.46692 0.933014 -0.359841 1.85828 
5.92009 0.46157 0.391568 0.261192 0.751935 0 0 0 0.464421 0.792213 -0.577072 3.41144 7.3994 5.46325 0.934801 -0.355171 1.85985 
5.92509 0.461686 0.390232 0.263539 0.751739 0 0 0 0.458363 0.792648 -0.579589 3.36837 7.4218 5.45959 0.936565 -0.350493 1.86142 
5.93009 0.46181 0.388883 0.265875 0.75154 0 0 0 0.452291 0.793072 -0.582075 3.32515 7.44394 5.45593 0.938306 -0.345806 1.86299 
5.93509 0.46194 0.387522 0.268202 0.751336 0 0 0 0.446206 0.793485 -0.58453 3.28177 7.46583 5.45229 0.940023 -0.34111 1.86456 
5.94009 0.462077 0.386149 0.270517 0.751129 0 0 0 0.440108 0.793888 -0.586954 3.23824 7.48746 5.44866 0.941717 -0.336405 1.86613 
5.94509 0.462221 0.384764 0.272822 0.750918 0 0 0 0.433996 0.79428 -0.589347 3.19456 7.50882 5.44504 0.943388 -0.331692 1.8677 
5.95009 0.462371 0.383366 0.275116 0.750703 0 0 0 0.427872 0.794662 -0.591707 3.15074 7.52991 5.44145 0.945034 -0.326971 1.86928 
5.95509 0.462528 0.381956 0.277399 0.750484 0 0 0 0.421734 0.795033 -0.594037 3.10677 7.55074 5.43786 0.946657 -0.322242 1.87085 
5.96009 0.462692 0.380534 0.279672 0.750262 0 0 0 0.415584 0.795395 -0.596334 3.06265 7.5713 5.4343 0.948257 -0.317504 1.87242 
5.96509 0.462862 0.3791 0.281933 0.750037 0 0 0 0.409421 0.795747 -0.598599 3.01839 7.59159 5.43076 0.949832 -0.312759 1.87399 
5.97009 0.463039 0.377653 0.284184 0.749808 0 0 0 0.403246 0.796089 -0.600832 2.97399 7.61161 5.42724 0.951384 -0.308006 1.87556 
5.97509 0.463222 0.376195 0.286423 0.749576 0 0 0 0.397059 0.796422 -0.603033 2.92945 7.63135 5.42374 0.952913 -0.303245 1.87713 
5.98009 0.463412 0.374724 0.288651 0.749341 0 0 0 0.39086 0.796746 -0.605201 2.88477 7.65081 5.42027 0.954417 -0.298477 1.8787 
5.98509 0.463608 0.373242 0.290867 0.749103 0 0 0 0.384649 0.797061 -0.607337 2.83996 7.66999 5.41682 0.955897 -0.293701 1.88027 
5.99009 0.46381 0.371747 0.293072 0.748861 0 0 0 0.378426 0.797367 -0.60944 2.79501 7.68889 5.4134 0.957354 -0.288917 1.88184 
5.99509 0.464018 0.370241 0.295266 0.748617 0 0 0 0.372192 0.797664 -0.61151 2.74993 7.70751 5.41001 0.958787 -0.284127 1.88341 
6.00009 0.464232 0.368722 0.297448 0.74837 0 0 0 0.365947 0.797953 -0.613547 2.70473 7.72584 5.40665 0.960195 -0.279329 1.88498 
6.00509 0.464452 0.367192 0.299619 0.74812 0 0 0 0.35969 0.798233 -0.61555 2.65939 7.74389 5.40332 0.96158 -0.274525 1.88655 
6.01009 0.464678 0.365649 0.301778 0.747867 0 0 0 0.353423 0.798506 -0.617521 2.61393 7.76165 5.40003 0.962941 -0.269713 1.88813 
6.01509 0.46491 0.364095 0.303925 0.747612 0 0 0 0.347145 0.79877 -0.619458 2.56834 7.77912 5.39676 0.964277 -0.264895 1.8897 
6.02009 0.465148 0.362529 0.30606 0.747354 0 0 0 0.340856 0.799026 -0.621361 2.52263 7.79629 5.39354 0.96559 -0.26007 1.89127 
6.02509 0.465391 0.360951 0.308183 0.747093 0 0 0 0.334557 0.799275 -0.623231 2.4768 7.81318 5.39035 0.966878 -0.255239 1.89284 
6.03009 0.465641 0.359362 0.310294 0.74683 0 0 0 0.328248 0.799516 -0.625067 2.43085 7.82976 5.38719 0.968142 -0.250402 1.89441 
6.03509 0.465895 0.35776 0.312393 0.746565 0 0 0 0.321929 0.79975 -0.626869 2.38478 7.84605 5.38408 0.969382 -0.245558 1.89598 
6.04009 0.466155 0.356147 0.31448 0.746298 0 0 0 0.3156 0.799977 -0.628636 2.3386 7.86205 5.38101 0.970598 -0.240708 1.89755 
6.04509 0.466421 0.354522 0.316555 0.746028 0 0 0 0.309261 0.800197 -0.63037 2.29231 7.87774 5.37798 0.971789 -0.235851 1.89912 
6.05009 0.466692 0.352886 0.318618 0.745757 0 0 0 0.302913 0.800409 -0.632069 2.24591 7.89313 5.37499 0.972956 -0.230989 1.90069 
6.05509 0.466968 0.351237 0.320668 0.745483 0 0 0 0.296556 0.800615 -0.633734 2.1994 7.90822 5.37204 0.974099 -0.226122 1.90226 
6.06009 0.46725 0.349578 0.322705 0.745208 0 0 0 0.29019 0.800815 -0.635365 2.15278 7.923 5.36915 0.975218 -0.221248 1.90383 
6.06509 0.467536 0.347906 0.324731 0.74493 0 0 0 0.283815 0.801007 -0.636961 2.10606 7.93748 5.36629 0.976312 -0.216369 1.9054 
6.07009 0.467828 0.346223 0.326743 0.744651 0 0 0 0.277431 0.801194 -0.638522 2.05924 7.95164 5.36349 0.977381 -0.211485 1.90698 
6.07509 0.468125 0.344529 0.328743 0.74437 0 0 0 0.271038 0.801374 -0.640048 2.01231 7.9655 5.36073 0.978426 -0.206595 1.90855 
6.08009 0.468426 0.342823 0.33073 0.744088 0 0 0 0.264638 0.801548 -0.641539 1.96529 7.97905 5.35802 0.979447 -0.201701 1.91012 
6.08509 0.468732 0.341106 0.332705 0.743804 0 0 0 0.258229 0.801716 -0.642995 1.91818 7.99229 5.35537 0.980444 -0.196801 1.91169 
6.09009 0.469043 0.339377 0.334666 0.743519 0 0 0 0.251812 0.801879 -0.644417 1.87097 8.00522 5.35276 0.981415 -0.191896 1.91326 
6.09509 0.469359 0.337637 0.336615 0.743232 0 0 0 0.245388 0.802035 -0.645803 1.82367 8.01783 5.35021 0.982363 -0.186986 1.91483 
6.10009 0.469679 0.335885 0.338551 0.742944 0 0 0 0.238956 0.802186 -0.647153 1.77628 8.03012 5.34772 0.983285 -0.182072 1.9164 
6.10509 0.470004 0.334122 0.340473 0.742655 0 0 0 0.232517 0.802332 -0.648469 1.7288 8.0421 5.34527 0.984183 -0.177153 1.91797 
6.11009 0.470333 0.332348 0.342383 0.742365 0 0 0 0.226071 0.802472 -0.649748 1.68124 8.05376 5.34289 0.985057 -0.17223 1.91954 
6.11509 0.470666 0.330563 0.344279 0.742074 0 0 0 0.219617 0.802607 -0.650993 1.63359 8.0651 5.34056 0.985906 -0.167303 1.92111 
6.12009 0.471003 0.328767 0.346163 0.741781 0 0 0 0.213157 0.802736 -0.652201 1.58587 8.07613 5.33829 0.98673 -0.162371 1.92268 
6.12509 0.471345 0.326959 0.348033 0.741488 0 0 0 0.206691 0.802861 -0.653374 1.53807 8.08683 5.33607 0.987529 -0.157435 1.92425 
6.13009 0.471691 0.32514 0.349889 0.741195 0 0 0 0.200218 0.802981 -0.654512 1.49019 8.0972 5.33392 0.988304 -0.152495 1.92583 
6.13509 0.47204 0.32331 0.351733 0.7409 0 0 0 0.193739 0.803096 -0.655613 1.44224 8.10726 5.33183 0.989054 -0.147552 1.9274 
6.14009 0.472394 0.321469 0.353562 0.740605 0 0 0 0.187254 0.803206 -0.656678 1.39421 8.11699 5.3298 0.98978 -0.142605 1.92897 
6.14509 0.472751 0.319617 0.355379 0.740309 0 0 0 0.180763 0.803312 -0.657708 1.34612 8.1264 5.32783 0.99048 -0.137654 1.93054 
6.15009 0.473112 0.317754 0.357181 0.740013 0 0 0 0.174266 0.803413 -0.658701 1.29797 8.13547 5.32592 0.991156 -0.1327 1.93211 
6.15509 0.473477 0.31588 0.358971 0.739716 0 0 0 0.167764 0.803509 -0.659659 1.24974 8.14423 5.32408 0.991807 -0.127742 1.93368 
6.16009 0.473845 0.313995 0.360746 0.739419 0 0 0 0.161257 0.803601 -0.66058 1.20146 8.15265 5.3223 0.992434 -0.122781 1.93525 
6.16509 0.474216 0.3121 0.362508 0.739122 0 0 0 0.154746 0.803689 -0.661465 1.15312 8.16075 5.32059 0.993035 -0.117818 1.93682 
6.17009 0.474591 0.310193 0.364256 0.738824 0 0 0 0.148229 0.803772 -0.662313 1.10472 8.16851 5.31894 0.993612 -0.112851 1.93839 
6.17509 0.474969 0.308276 0.36599 0.738527 0 0 0 0.141707 0.803852 -0.663126 1.05626 8.17595 5.31736 0.994164 -0.107881 1.93996 
6.18009 0.47535 0.306348 0.36771 0.738229 0 0 0 0.135182 0.803927 -0.663902 1.00776 8.18305 5.31584 0.994691 -0.102909 1.94153 
6.18509 0.475735 0.304409 0.369417 0.737932 0 0 0 0.128652 0.803998 -0.664641 0.959199 8.18982 5.3144 0.995193 -0.0979342 1.9431 
6.19009 0.476122 0.30246 0.371109 0.737634 0 0 0 0.122118 0.804066 -0.665344 0.910595 8.19626 5.31302 0.99567 -0.0929569 1.94468 
6.19509 0.476512 0.3005 0.372788 0.737337 0 0 0 0.115581 0.804129 -0.666011 0.861945 8.20237 5.31171 0.996122 -0.0879773 1.94625 
6.20009 0.476905 0.298529 0.374452 0.73704 0 0 0 0.109039 0.804189 -0.666641 0.813252 8.20814 5.31047 0.99655 -0.0829955 1.94782 
6.20509 0.4773 0.296548 0.376102 0.736744 0 0 0 0.102495 0.804245 -0.667234 0.764518 8.21358 5.3093 0.996952 -0.0780116 1.94939 
6.21009 0.477698 0.294556 0.377738 0.736448 0 0 0 0.0959471 0.804297 -0.667791 0.715746 8.21869 5.3082 0.99733 -0.0730258 1.95096 
6.21509 0.478099 0.292554 0.37936 0.736152 0 0 0 0.0893965 0.804345 -0.668311 0.666939 8.22346 5.30717 0.997683 -0.0680381 1.95253 
6.22009 0.478502 0.290542 0.380968 0.735857 0 0 0 0.082843 0.80439 -0.668794 0.618099 8.22789 5.30621 0.99801 -0.0630488 1.9541 
6.22509 0.478907 0.288519 0.382561 0.735563 0 0 0 0.076287 0.804431 -0.669241 0.569228 8.23198 5.30533 0.998313 -0.0580578 1.95567 
6.23009 0.479314 0.286486 0.38414 0.735269 0 0 0 0.0697286 0.804469 -0.669651 0.520328 8.23574 5.30451 0.998591 -0.0530655 1.95724 
6.2351 0.479724 0.284442 0.385705 0.734976 0 0 0 0.0631681 0.804503 -0.670024 0.471402 8.23917 5.30377 0.998844 -0.0480717 1.95881 
6.2401 0.480135 0.282388 0.387255 0.734684 0 0 0 0.0566056 0.804534 -0.67036 0.422453 8.24225 5.3031 0.999072 -0.0430768 1.96038 
6.2451 0.480548 0.280324 0.38879 0.734393 0 0 0 0.0500414 0.804561 -0.670659 0.373483 8.245 5.3025 0.999275 -0.0380808 1.96195 
6.2501 0.480963 0.27825 0.390312 0.734103 0 0 0 0.0434756 0.804585 -0.670922 0.324494 8.24741 5.30198 0.999453 -0.0330839 1.96353 
6.2551 0.48138 0.276166 0.391818 0.733814 0 0 0 0.0369085 0.804606 -0.671148 0.275489 8.24948 5.30153 0.999606 -0.0280861 1.9651 
6.2601 0.481799 0.274072 0.393311 0.733527 0 0 0 0.0303402 0.804623 -0.671336 0.22647 8.25122 5.30115 0.999733 -0.0230877 1.96667 
6.2651 0.482219 0.271968 0.394788 0.73324 0 0 0 0.023771 0.804636 -0.671488 0.17744 8.25261 5.30085 0.999836 -0.0180886 1.96824 
6.2701 0.48264 0.269854 0.396251 0.732955 0 0 0 0.0172011 0.804647 -0.671604 0.1284 8.25367 5.30062 0.999914 -0.0130891 1.96981 
6.2751 0.483062 0.26773 0.397699 0.732671 0 0 0 0.0106306 0.804654 -0.671682 0.079355 8.25439 5.30046 0.999967 -0.00808928 1.97138 
6.2801 0.483486 0.265596 0.399133 0.732389 0 0 0 0.00405976 0.804658 -0.671723 0.0303055 8.25477 5.30038 0.999995 -0.00308925 1.97295 
6.2851 0.483911 0.263453 0.400551 0.732108 0 0 0 -0.00251117 0.804658 -0.671727 -0.0187455 8.25481 5.30037 0.999998 0.00191086 1.97452 
6.2901 0.484337 0.261299 0.401955 0.731828 0 0 0 -0.00908203 0.804655 -0.671695 -0.0677956 8.25451 5.30044 0.999976 0.00691092 1.97609 
6.2951 0.484763 0.259136 0.403344 0.731551 0 0 0 -0.0156526 0.804649 -0.671625 -0.116842 8.25387 5.30058 0.999929 0.0119108 1.97766 
6.3001 0.485191 0.256964 0.404718 0.731275 0 0 0 -0.0222227 0.804639 -0.671519 -0.165883 8.25289 5.30079 0.999857 0.0169104 1.97923 
6.3051 0.485619 0.254781 0.406078 0.731 0 0 0 -0.0287921 0.804626 -0.671376 -0.214916 8.25158 5.30107 0.99976 0.0219096 1.9808 
6.3101 0.486048 0.25259 0.407422 0.730728 0 0 0 -0.0353606 0.80461 -0.671195 -0.263937 8.24992 5.30143 0.999638 0.0269082 1.98238 
6.3151 0.486477 0.250388 0.408752 0.730457 0 0 0 -0.041928 0.80459 -0.670978 -0.312946 8.24793 5.30187 0.999491 0.0319061 1.98395 
6.3201 0.486906 0.248178 0.410066 0.730189 0 0 0 -0.0484942 0.804567 -0.670725 -0.361939 8.2456 5.30237 0.999319 0.0369033 1.98552 
6.3251 0.487336 0.245957 0.411366 0.729922 0 0 0 -0.0550588 0.804541 -0.670434 -0.410914 8.24293 5.30295 0.999122 0.0418995 1.98709 
6.3301 0.487766 0.243728 0.41265 0.729658 0 0 0 -0.0616217 0.804511 -0.670106 -0.459868 8.23993 5.30361 0.9989 0.0468947 1.98866 
6.3351 0.488196 0.241489 0.41392 0.729396 0 0 0 -0.0681827 0.804478 -0.669742 -0.5088 8.23658 5.30433 0.998653 0.0518887 1.99023 
6.3401 0.488626 0.239242 0.415174 0.729135 0 0 0 -0.0747416 0.804441 -0.669341 -0.557706 8.2329 5.30513 0.998381 0.0568814 1.9918 
6.3451 0.489056 0.236985 0.416413 0.728878 0 0 0 -0.0812982 0.8044 -0.668903 -0.606584 8.22888 5.306 0.998084 0.0618727 1.99337 
6.3501 0.489485 0.234718 0.417637 0.728622 0 0 0 -0.0878522 0.804356 -0.668428 -0.655432 8.22453 5.30694 0.997762 0.0668624 1.99494 
6.3551 0.489914 0.232443 0.418846 0.728369 0 0 0 -0.0944036 0.804309 -0.667917 -0.704247 8.21984 5.30795 0.997415 0.0718505 1.99651 
6.3601 0.490343 0.230159 0.42004 0.728119 0 0 0 -0.100952 0.804257 -0.667368 -0.753027 8.21482 5.30904 0.997044 0.0768368 1.99808 
6.3651 0.490771 0.227866 0.421219 0.727871 0 0 0 -0.107497 0.804202 -0.666784 -0.80177 8.20946 5.31019 0.996647 0.0818211 1.99965 
6.3701 0.491198 0.225564 0.422382 0.727625 0 0 0 -0.114039 0.804144 -0.666162 -0.850473 8.20376 5.31141 0.996225 0.0868034 2.00123 
6.3751 0.491625 0.223253 0.42353 0.727382 0 0 0 -0.120578 0.804081 -0.665505 -0.899133 8.19773 5.31271 0.995779 0.0917836 2.0028 
6.3801 0.492051 0.220934 0.424663 0.727142 0 0 0 -0.127112 0.804015 -0.66481 -0.947749 8.19137 5.31407 0.995308 0.0967614 2.00437 
6.3851 0.492475 0.218606 0.425781 0.726905 0 0 0 -0.133643 0.803944 -0.664079 -0.996317 8.18468 5.3155 0.994811 0.101737 2.00594 
6.3901 0.492899 0.216269 0.426883 0.72667 0 0 0 -0.14017 0.80387 -0.663312 -1.04484 8.17765 5.317 0.99429 0.10671 2.00751 
6.3951 0.493321 0.213924 0.42797 0.726438 0 0 0 -0.146692 0.803792 -0.662508 -1.0933 8.17029 5.31856 0.993744 0.11168 2.00908 
6.4001 0.493742 0.21157 0.429041 0.72621 0 0 0 -0.15321 0.803709 -0.661668 -1.14172 8.16261 5.32019 0.993173 0.116647 2.01065 
6.4051 0.494162 0.209208 0.430097 0.725984 0 0 0 -0.159723 0.803622 -0.660792 -1.19007 8.15459 5.32189 0.992578 0.121612 2.01222 
6.4101 0.49458 0.206837 0.431138 0.725761 0 0 0 -0.166231 0.803531 -0.659879 -1.23837 8.14624 5.32365 0.991957 0.126573 2.01379 
6.4151 0.494996 0.204458 0.432164 0.725541 0 0 0 -0.172734 0.803436 -0.65893 -1.28661 8.13757 5.32548 0.991312 0.131532 2.01536 
6.4201 0.49541 0.202071 0.433174 0.725325 0 0 0 -0.179232 0.803336 -0.657945 -1.33478 8.12856 5.32737 0.990642 0.136487 2.01693 
6.4251 0.495823 0.199676 0.434168 0.725112 0 0 0 -0.185724 0.803231 -0.656924 -1.38289 8.11924 5.32933 0.989947 0.141438 2.0185 
6.4301 0.496234 0.197272 0.435148 0.724901 0 0 0 -0.192211 0.803122 -0.655867 -1.43093 8.10958 5.33134 0.989228 0.146386 2.02008 
6.4351 0.496643 0.194861 0.436111 0.724695 0 0 0 -0.198691 0.803008 -0.654774 -1.47889 8.0996 5.33342 0.988483 0.151331 2.02165 
6.4401 0.497049 0.192441 0.43706 0.724491 0 0 0 -0.205166 0.80289 -0.653646 -1.52679 8.0893 5.33556 0.987714 0.156271 2.02322 
6.4451 0.497453 0.190014 0.437993 0.724291 0 0 0 -0.211634 0.802766 -0.652481 -1.57461 8.07868 5.33776 0.98692 0.161208 2.02479 
6.4501 0.497855 0.187579 0.43891 0.724094 0 0 0 -0.218096 0.802638 -0.651281 -1.62235 8.06773 5.34002 0.986102 0.166141 2.02636 
6.4551 0.498254 0.185136 0.439812 0.723901 0 0 0 -0.22455 0.802504 -0.650045 -1.67002 8.05646 5.34233 0.985259 0.171069 2.02793 
6.4601 0.498651 0.182685 0.440698 0.723712 0 0 0 -0.230998 0.802365 -0.648773 -1.7176 8.04488 5.34471 0.984391 0.175993 2.0295 
6.4651 0.499045 0.180227 0.441569 0.723526 0 0 0 -0.237439 0.802221 -0.647466 -1.76509 8.03297 5.34714 0.983499 0.180913 2.03107 
6.4701 0.499436 0.177761 0.442424 0.723343 0 0 0 -0.243873 0.802071 -0.646124 -1.8125 8.02075 5.34962 0.982582 0.185829 2.03264 
6.4751 0.499824 0.175288 0.443264 0.723164 0 0 0 -0.250299 0.801916 -0.644746 -1.85983 8.00822 5.35216 0.981641 0.190739 2.03421 
