t qw qx qy qz px py pz wx wy wz ax ay az roll pitch yaw 
4.02004 0.805811 0.019691 -0.0808212 0.586301 9.54533 24.0597 5.06293 0.0508715 -0.457624 0.637538 -0.482535 -0.310199 9.45131 -0.0638344 -0.15395 1.26293 
4.02504 0.805333 0.0200978 -0.0809478 0.586927 9.52287 24.0692 5.0786 0.282801 -0.132581 0.533739 -0.625955 -0.697715 9.16404 -0.0634487 -0.154587 1.26451 
4.03004 0.804854 0.0205043 -0.0810719 0.587552 9.5004 24.0786 5.09425 0.0386452 0.129569 0.297668 -0.478236 -0.279434 9.4187 -0.0630614 -0.155219 1.26608 
4.03504 0.804374 0.0209105 -0.0811934 0.588178 9.47792 24.088 5.10987 -0.261017 -0.0967266 -0.163845 -0.580601 -0.727292 9.04548 -0.0626726 -0.155848 1.26765 
4.04004 0.803894 0.0213164 -0.0813122 0.588803 9.45542 24.0974 5.12547 0.0487315 -0.0613839 0.620936 -0.55888 -0.513551 8.32115 -0.0622822 -0.156473 1.26922 
4.04504 0.803413 0.0217219 -0.0814284 0.589428 9.43292 24.1067 5.14104 0.015464 -0.173489 0.368824 -0.367409 -0.31529 8.74208 -0.0618902 -0.157094 1.27079 
4.05005 0.802932 0.022127 -0.0815421 0.590053 9.4104 24.1159 5.15657 0.203971 -0.213575 0.569657 -0.40176 -0.203442 8.70381 -0.0614967 -0.157711 1.27236 
4.05505 0.80245 0.0225318 -0.0816531 0.590677 9.38788 24.1252 5.17207 0.198973 -0.0197873 0.263687 -0.413847 -0.570604 8.37283 -0.0611016 -0.158324 1.27393 
4.06005 0.801967 0.0229362 -0.0817614 0.591302 9.36534 24.1343 5.18752 -0.151707 -0.0492086 0.255696 -0.914091 -0.574658 8.30906 -0.0607051 -0.158933 1.2755 
4.06505 0.801484 0.0233402 -0.0818672 0.591926 9.34279 24.1434 5.20293 0.279157 -0.126616 0.227918 -0.724111 -0.557027 8.20575 -0.060307 -0.159538 1.27707 
4.07005 0.801 0.0237438 -0.0819703 0.59255 9.32023 24.1525 5.21828 -0.107823 -0.257673 0.534182 -0.789796 -0.698373 8.1923 -0.0599074 -0.160139 1.27864 
4.07505 0.800516 0.0241469 -0.0820708 0.593174 9.29766 24.1615 5.23358 0.0737392 -0.3824 0.300817 -0.52897 -0.686321 7.51401 -0.0595062 -0.160736 1.28021 
4.08005 0.800031 0.0245497 -0.0821687 0.593798 9.27508 24.1705 5.24883 0.243021 -0.45343 -0.00196872 -0.585923 -0.300451 7.60854 -0.0591037 -0.161329 1.28178 
4.08505 0.799546 0.0249519 -0.0822639 0.594422 9.25249 24.1794 5.26401 0.117727 -0.194778 0.449918 -0.625202 -0.673995 7.31522 -0.0586996 -0.161918 1.28336 
4.09005 0.799059 0.0253537 -0.0823565 0.595045 9.22989 24.1883 5.27913 0.619007 -0.189389 0.466209 -0.571392 -0.154543 7.06116 -0.0582941 -0.162503 1.28493 
4.09505 0.798573 0.025755 -0.0824465 0.595668 9.20728 24.1972 5.29418 -0.0522408 -0.106696 0.0772658 -0.585731 -0.209748 7.36005 -0.0578871 -0.163084 1.2865 
4.10005 0.798086 0.0261558 -0.0825339 0.596291 9.18466 24.206 5.30916 -0.058477 -0.27969 0.520618 -0.747489 -0.431667 7.22693 -0.0574786 -0.163661 1.28807 
4.10505 0.797598 0.0265561 -0.0826186 0.596914 9.16203 24.2147 5.32406 -0.130506 -0.118417 -0.0380262 -0.930798 -0.593046 6.53461 -0.0570687 -0.164233 1.28964 
4.11005 0.797109 0.0269559 -0.0827006 0.597537 9.13938 24.2234 5.33888 -0.00656631 0.142067 0.380611 -1.41484 -0.0650893 6.27038 -0.0566574 -0.164802 1.29121 
4.11505 0.79662 0.0273551 -0.0827801 0.59816 9.11673 24.232 5.35361 -0.179974 -0.499486 0.169199 -0.859357 -0.459773 6.54185 -0.0562447 -0.165367 1.29278 
4.12005 0.796131 0.0277538 -0.0828569 0.598782 9.09407 24.2406 5.36826 0.230386 0.19299 0.583199 -0.179132 -0.675899 6.61409 -0.0558306 -0.165927 1.29435 
4.12505 0.795641 0.0281519 -0.082931 0.599404 9.07139 24.2492 5.38282 0.100307 -0.231299 0.397413 -1.28435 -0.419296 6.23134 -0.0554151 -0.166483 1.29592 
4.13005 0.79515 0.0285494 -0.0830025 0.600027 9.04871 24.2577 5.39728 -0.106108 -0.376847 0.31658 -1.38034 -0.57269 6.0275 -0.0549982 -0.167035 1.29749 
4.13505 0.794659 0.0289463 -0.0830714 0.600648 9.02602 24.2661 5.41165 0.143888 0.0130301 0.0220511 -0.83052 -0.83628 5.83261 -0.0545799 -0.167583 1.29906 
4.14005 0.794167 0.0293426 -0.0831376 0.60127 9.00332 24.2746 5.42591 0.258474 -0.148039 -0.00621484 -1.1717 -0.210537 5.90254 -0.0541602 -0.168127 1.30063 
4.14505 0.793675 0.0297383 -0.0832012 0.601892 8.9806 24.2829 5.44007 -0.109293 -0.0310444 0.275612 -1.33439 -0.226338 5.94913 -0.0537392 -0.168666 1.30221 
4.15005 0.793182 0.0301334 -0.0832622 0.602513 8.95788 24.2912 5.45412 0.297875 0.0605305 0.10329 -1.47066 -0.691754 5.37965 -0.0533169 -0.169202 1.30378 
4.15505 0.792688 0.0305278 -0.0833205 0.603134 8.93515 24.2995 5.46806 0.0598948 0.231078 0.187809 -1.55058 -0.533043 5.43252 -0.0528932 -0.169733 1.30535 
4.16005 0.792194 0.0309215 -0.0833761 0.603755 8.91241 24.3077 5.48188 0.30433 0.045481 -0.0981008 -1.1278 -0.618503 5.21119 -0.0524682 -0.17026 1.30692 
4.16505 0.7917 0.0313146 -0.0834291 0.604376 8.88965 24.3159 5.49559 0.0991965 -0.452525 0.482011 -1.61502 -0.149883 5.2334 -0.0520419 -0.170782 1.30849 
4.17005 0.791204 0.031707 -0.0834795 0.604997 8.86689 24.324 5.50917 0.0743459 -0.163732 0.580863 -1.10719 -0.170121 4.5607 -0.0516143 -0.171301 1.31006 
4.17505 0.790709 0.0320987 -0.0835272 0.605617 8.84412 24.3321 5.52263 -0.149012 -0.019464 -0.182023 -1.49587 -0.109956 4.91551 -0.0511854 -0.171815 1.31163 
4.18005 0.790213 0.0324896 -0.0835723 0.606238 8.82134 24.3401 5.53595 0.241613 -0.154864 0.042688 -1.0313 -0.340666 4.53352 -0.0507552 -0.172324 1.3132 
4.18505 0.789716 0.0328798 -0.0836147 0.606858 8.79855 24.3481 5.54915 0.527024 -0.378836 0.46116 -0.930572 -0.49856 5.12192 -0.0503237 -0.17283 1.31477 
4.19005 0.789218 0.0332693 -0.0836545 0.607478 8.77575 24.356 5.56221 0.731519 0.0233125 0.456479 -1.66483 -0.368175 4.64676 -0.049891 -0.173331 1.31634 
4.19505 0.788721 0.033658 -0.0836917 0.608098 8.75294 24.3639 5.57513 0.327959 0.221388 -0.0777666 -1.50014 -0.38968 4.20147 -0.0494571 -0.173827 1.31791 
4.20005 0.788222 0.034046 -0.0837262 0.608717 8.73013 24.3717 5.58791 0.00162564 -0.647828 0.202012 -1.45675 -0.773075 4.24108 -0.0490219 -0.17432 1.31948 
4.20505 0.787723 0.0344331 -0.083758 0.609337 8.7073 24.3795 5.60054 0.000320422 0.0773739 0.774308 -1.62266 -0.74235 3.73533 -0.0485854 -0.174808 1.32106 
4.21005 0.787224 0.0348195 -0.0837873 0.609956 8.68446 24.3873 5.61303 0.427356 0.0721217 0.283705 -1.31119 -0.4369 4.07595 -0.0481478 -0.175292 1.32263 
4.21505 0.786724 0.035205 -0.0838138 0.610575 8.66162 24.395 5.62536 -0.0838237 0.0287024 -0.0874821 -0.892641 -0.499324 3.77712 -0.047709 -0.175771 1.3242 
4.22005 0.786223 0.0355897 -0.0838378 0.611194 8.63876 24.4026 5.63754 0.248457 -0.264965 0.470261 -1.91855 -0.134759 3.70718 -0.0472689 -0.176246 1.32577 
4.22505 0.785722 0.0359736 -0.0838591 0.611813 8.6159 24.4102 5.64957 -0.210161 -0.307737 0.567608 -1.356 -0.771773 4.21776 -0.0468277 -0.176716 1.32734 
4.23005 0.78522 0.0363566 -0.0838777 0.612431 8.59303 24.4178 5.66143 0.118636 0.0706178 0.332909 -1.70766 -0.307386 4.17369 -0.0463853 -0.177182 1.32891 
4.23505 0.784718 0.0367388 -0.0838937 0.61305 8.57015 24.4253 5.67313 0.257307 -0.000547301 -0.211137 -1.32683 -0.351218 3.37629 -0.0459418 -0.177644 1.33048 
4.24005 0.784215 0.03712 -0.0839071 0.613668 8.54726 24.4327 5.68466 -0.111196 -0.341792 -0.0165125 -1.02371 -0.438475 3.31308 -0.0454971 -0.178101 1.33205 
4.24505 0.783712 0.0375004 -0.0839178 0.614286 8.52436 24.4401 5.69602 -0.0692929 -0.354181 0.559526 -1.40231 0.0295177 3.27158 -0.0450513 -0.178554 1.33362 
4.25005 0.783208 0.0378799 -0.0839259 0.614903 8.50145 24.4475 5.70722 -0.0143457 -0.00836688 0.318345 -1.19514 -0.418766 3.29026 -0.0446043 -0.179002 1.33519 
4.25505 0.782704 0.0382584 -0.0839314 0.615521 8.47854 24.4548 5.71824 0.609814 -0.257825 0.0045383 -1.40699 -0.0903948 3.13383 -0.0441562 -0.179446 1.33676 
4.26005 0.782199 0.038636 -0.0839342 0.616138 8.45561 24.462 5.72908 0.427065 0.152884 0.441407 -1.45533 -0.176128 2.88988 -0.0437071 -0.179885 1.33833 
4.26505 0.781694 0.0390127 -0.0839344 0.616756 8.43268 24.4693 5.73974 0.0376279 0.111981 0.304915 -1.94367 -0.851914 2.86055 -0.0432568 -0.18032 1.3399 
4.27005 0.781188 0.0393884 -0.083932 0.617373 8.40974 24.4764 5.75022 -0.0057929 -0.194806 0.836146 -1.40747 -0.309008 2.64796 -0.0428054 -0.180751 1.34148 
4.27505 0.780682 0.0397631 -0.083927 0.61799 8.38679 24.4835 5.76051 -0.0250373 0.282443 0.277116 -1.73732 -0.382487 2.32119 -0.042353 -0.181176 1.34305 
4.28005 0.780175 0.0401368 -0.0839193 0.618606 8.36383 24.4906 5.77061 0.393093 -0.308448 0.107819 -1.61514 -0.139038 2.88305 -0.0418995 -0.181598 1.34462 
4.28505 0.779668 0.0405095 -0.083909 0.619223 8.34086 24.4976 5.78053 0.334461 0.00148185 0.0318661 -1.67071 0.279499 2.22484 -0.041445 -0.182014 1.34619 
4.29005 0.77916 0.0408813 -0.083896 0.619839 8.31789 24.5046 5.79025 0.175535 -0.092139 -0.118289 -1.35334 -0.293846 2.17503 -0.0409895 -0.182427 1.34776 
4.29505 0.778651 0.041252 -0.0838805 0.620455 8.29491 24.5115 5.79978 0.562619 0.304901 0.240519 -2.05757 -0.232969 2.09432 -0.0405329 -0.182834 1.34933 
4.30005 0.778142 0.0416216 -0.0838623 0.621071 8.27191 24.5184 5.80911 -0.156382 -0.115616 0.0609985 -1.27856 -0.150391 2.13177 -0.0400753 -0.183237 1.3509 
4.30505 0.777633 0.0419902 -0.0838415 0.621687 8.24892 24.5252 5.81824 0.0186977 0.175313 0.51269 -1.08051 0.0128532 2.0047 -0.0396167 -0.183636 1.35247 
4.31005 0.777123 0.0423577 -0.0838181 0.622302 8.22591 24.532 5.82717 -0.447648 -0.133298 0.383219 -1.74616 -0.498053 1.79472 -0.0391571 -0.18403 1.35404 
4.31505 0.776613 0.0427242 -0.0837921 0.622917 8.20289 24.5387 5.8359 -0.00729614 0.162226 0.117483 -2.09397 -0.63634 1.61449 -0.0386965 -0.184419 1.35561 
4.32005 0.776102 0.0430895 -0.0837635 0.623533 8.17987 24.5454 5.84441 0.147377 -0.00381735 0.266703 -1.7128 -0.168918 1.79035 -0.038235 -0.184804 1.35718 
4.32505 0.77559 0.0434538 -0.0837322 0.624147 8.15684 24.5521 5.85272 -0.0593888 0.283237 0.24269 -1.19207 0.303081 1.97677 -0.0377725 -0.185184 1.35875 
4.33005 0.775079 0.0438169 -0.0836984 0.624762 8.1338 24.5587 5.86082 0.149659 -0.12927 0.155056 -1.85012 -0.444926 1.22882 -0.037309 -0.185559 1.36033 
4.33505 0.774566 0.0441789 -0.0836619 0.625377 8.11075 24.5652 5.86871 0.454552 -0.418331 0.314744 -1.54167 -0.0316104 1.47118 -0.0368447 -0.18593 1.3619 
4.34005 0.774053 0.0445398 -0.0836229 0.625991 8.0877 24.5717 5.87639 0.149487 0.314763 0.133808 -1.80243 -0.174842 1.83917 -0.0363794 -0.186296 1.36347 
4.34505 0.77354 0.0448995 -0.0835812 0.626605 8.06464 24.5781 5.88384 -0.411148 -0.420669 0.298319 -1.28521 -0.446618 1.22743 -0.0359132 -0.186657 1.36504 
4.35005 0.773026 0.045258 -0.083537 0.627219 8.04157 24.5845 5.89108 -0.0998899 -0.270545 0.249265 -1.44999 -0.237237 1.55986 -0.0354461 -0.187014 1.36661 
4.35505 0.772512 0.0456154 -0.0834902 0.627833 8.01849 24.5909 5.8981 0.562853 0.28107 0.171088 -1.64188 -0.223434 1.41006 -0.0349781 -0.187366 1.36818 
4.36005 0.771997 0.0459715 -0.0834408 0.628446 7.99541 24.5972 5.9049 0.385393 -0.147697 0.11327 -1.48422 0.212204 1.20614 -0.0345092 -0.187714 1.36975 
4.36505 0.771482 0.0463265 -0.0833887 0.62906 7.97232 24.6034 5.91147 0.275862 0.249937 0.264204 -1.41287 0.0316522 0.76233 -0.0340395 -0.188057 1.37132 
4.37005 0.770966 0.0466802 -0.0833342 0.629673 7.94922 24.6096 5.91782 0.174802 -0.274374 0.196511 -1.66688 -0.559821 1.36295 -0.0335689 -0.188395 1.37289 
4.37505 0.77045 0.0470327 -0.083277 0.630285 7.92611 24.6158 5.92394 0.335183 0.162729 0.191113 -1.27449 0.169454 1.04705 -0.0330975 -0.188728 1.37446 
4.38005 0.769933 0.0473839 -0.0832172 0.630898 7.903 24.6219 5.92984 0.174239 -0.398109 -0.0684607 -2.07102 -0.384751 1.35698 -0.0326252 -0.189057 1.37603 
4.38505 0.769416 0.0477339 -0.0831549 0.631511 7.87988 24.6279 5.9355 0.0562385 0.126222 0.501327 -1.21776 -0.213789 1.13531 -0.0321522 -0.18938 1.3776 
4.39005 0.768898 0.0480827 -0.08309 0.632123 7.85675 24.6339 5.94094 0.068079 -0.22326 0.496228 -1.77285 -0.140975 0.530938 -0.0316783 -0.1897 1.37918 
4.39505 0.76838 0.0484301 -0.0830226 0.632735 7.83362 24.6399 5.94614 0.0297813 -0.0496654 0.269847 -1.71926 -0.433793 1.23741 -0.0312037 -0.190014 1.38075 
4.40005 0.767862 0.0487762 -0.0829526 0.633347 7.81047 24.6458 5.95111 0.06237 0.0434105 0.598297 -2.00998 0.110512 0.383936 -0.0307282 -0.190324 1.38232 
4.40505 0.767343 0.0491211 -0.08288 0.633958 7.78733 24.6517 5.95584 0.310131 -0.560237 0.243076 -2.21311 0.222556 0.404945 -0.030252 -0.190629 1.38389 
4.41005 0.766823 0.0494646 -0.0828048 0.63457 7.76417 24.6575 5.96034 0.469703 -0.348792 0.153056 -1.7731 -0.343709 0.869006 -0.0297751 -0.190929 1.38546 
4.41505 0.766303 0.0498068 -0.0827272 0.635181 7.74101 24.6632 5.9646 -0.0129811 0.0433334 0.283039 -1.72628 0.066585 0.982726 -0.0292974 -0.191224 1.38703 
4.42005 0.765783 0.0501476 -0.0826469 0.635792 7.71784 24.669 5.96863 -0.175433 0.444249 0.311348 -1.61613 -0.0336865 0.6349 -0.0288189 -0.191515 1.3886 
4.42505 0.765262 0.0504871 -0.0825642 0.636403 7.69466 24.6746 5.97241 0.127077 -0.262133 0.163239 -1.88202 0.823198 0.302098 -0.0283398 -0.1918 1.39017 
4.43005 0.764741 0.0508252 -0.0824789 0.637013 7.67148 24.6803 5.97595 -0.119162 -0.00721597 0.400772 -1.60209 -0.191348 0.302693 -0.0278599 -0.192081 1.39174 
4.43505 0.764219 0.0511619 -0.082391 0.637623 7.64829 24.6858 5.97926 0.554418 0.454101 -0.0451383 -1.55471 -0.252092 0.846892 -0.0273794 -0.192358 1.39331 
4.44005 0.763697 0.0514973 -0.0823006 0.638233 7.6251 24.6913 5.98232 0.478057 0.109382 0.0720501 -1.51941 -0.5615 0.532337 -0.0268981 -0.192629 1.39488 
4.44505 0.763174 0.0518312 -0.0822077 0.638843 7.60189 24.6968 5.98514 0.164225 -0.167679 0.0559079 -1.77729 -0.173438 0.585603 -0.0264162 -0.192896 1.39645 
4.45005 0.762651 0.0521637 -0.0821123 0.639453 7.57868 24.7022 5.98772 -0.120771 -0.0759348 0.467481 -2.15304 -0.16708 0.424223 -0.0259336 -0.193157 1.39803 
4.45505 0.762127 0.0524948 -0.0820144 0.640062 7.55547 24.7076 5.99005 -0.0678925 -0.245933 0.362168 -1.80615 -0.697562 0.783579 -0.0254504 -0.193414 1.3996 
4.46005 0.761603 0.0528244 -0.0819139 0.640671 7.53225 24.7129 5.99214 0.0820441 0.0784611 0.237626 -1.72287 0.149347 -0.0651609 -0.0249665 -0.193666 1.40117 
4.46505 0.761079 0.0531526 -0.081811 0.64128 7.50902 24.7182 5.99398 0.169186 -0.372106 0.730213 -1.86768 -0.195129 -0.176546 -0.024482 -0.193914 1.40274 
4.47005 0.760554 0.0534794 -0.0817055 0.641889 7.48579 24.7235 5.99558 -0.127867 -0.126582 0.073818 -1.83898 -0.157778 0.513709 -0.0239969 -0.194156 1.40431 
4.47505 0.760029 0.0538046 -0.0815975 0.642497 7.46255 24.7286 5.99693 0.0571138 -0.13793 0.603201 -1.66129 0.0579126 0.433643 -0.0235112 -0.194394 1.40588 
4.48005 0.759503 0.0541284 -0.0814871 0.643106 7.4393 24.7338 5.99804 -0.136339 -0.0685808 -0.196783 -2.31033 -0.161323 0.10694 -0.023025 -0.194626 1.40745 
4.48505 0.758977 0.0544506 -0.0813741 0.643714 7.41605 24.7389 5.9989 0.0432536 -0.093784 0.27044 -1.97346 0.199288 0.225873 -0.0225381 -0.194854 1.40902 
4.49006 0.75845 0.0547714 -0.0812587 0.644321 7.39279 24.7439 5.99951 0.441382 0.0172599 0.274989 -1.96297 -0.0126945 0.649977 -0.0220507 -0.195077 1.41059 
4.49506 0.757923 0.0550906 -0.0811408 0.644929 7.36953 24.7489 5.99988 -0.281532 0.103437 0.58155 -1.58802 0.136234 0.358641 -0.0215627 -0.195295 1.41216 
4.50006 0.757396 0.0554083 -0.0810204 0.645536 7.34626 24.7538 6 -0.0579724 0.0754573 0.426013 -1.51191 -0.094443 0.152503 -0.0210742 -0.195508 1.41373 
4.50506 0.756868 0.0557245 -0.0808976 0.646143 7.32298 24.7587 5.99987 0.115469 0.119981 0.401144 -2.04015 -0.292524 0.0438039 -0.0205851 -0.195717 1.4153 
4.51006 0.75634 0.0560391 -0.0807723 0.64675 7.2997 24.7636 5.9995 -0.19785 0.648477 0.631749 -2.11108 -0.0720706 -0.291715 -0.0200956 -0.19592 1.41688 
4.51506 0.755811 0.0563521 -0.0806445 0.647357 7.27642 24.7683 5.99888 0.140147 -0.0888401 0.17667 -1.92912 -0.163119 0.527413 -0.0196055 -0.196119 1.41845 
4.52006 0.755282 0.0566635 -0.0805143 0.647963 7.25312 24.7731 5.99802 0.0654805 -0.444854 0.134942 -1.4816 -0.385596 0.31752 -0.019115 -0.196312 1.42002 
4.52506 0.754752 0.0569734 -0.0803816 0.648569 7.22983 24.7778 5.9969 0.191685 -0.0469825 0.311746 -1.6271 0.0594196 0.319818 -0.0186239 -0.196501 1.42159 
4.53006 0.754222 0.0572816 -0.0802465 0.649175 7.20652 24.7824 5.99555 0.101278 -0.0635435 0.362574 -1.58434 -0.272356 0.157038 -0.0181324 -0.196685 1.42316 
4.53506 0.753692 0.0575882 -0.080109 0.64978 7.18321 24.787 5.99394 0.341856 0.157989 0.661161 -1.48885 0.0422532 0.562126 -0.0176405 -0.196864 1.42473 
4.54006 0.753161 0.0578933 -0.079969 0.650386 7.1599 24.7916 5.99209 -0.181377 0.329311 0.456864 -1.79428 -0.321511 0.78681 -0.0171481 -0.197037 1.4263 
4.54506 0.75263 0.0581966 -0.0798266 0.650991 7.13658 24.7961 5.99 0.224649 -0.150157 0.0619574 -1.51993 -0.213613 0.494358 -0.0166553 -0.197207 1.42787 
4.55006 0.752099 0.0584983 -0.0796818 0.651595 7.11325 24.8005 5.98766 -0.224875 -0.0957421 0.317325 -1.71294 0.74028 0.509045 -0.0161621 -0.197371 1.42944 
4.55506 0.751567 0.0587984 -0.0795346 0.6522 7.08992 24.8049 5.98508 0.336988 -0.0680001 0.598877 -1.93631 0.204749 0.950644 -0.0156684 -0.19753 1.43101 
4.56006 0.751034 0.0590968 -0.079385 0.652804 7.06659 24.8093 5.98225 -0.193208 0.102126 0.555151 -2.17346 -0.454696 0.568448 -0.0151744 -0.197684 1.43258 
4.56506 0.750501 0.0593935 -0.079233 0.653408 7.04325 24.8136 5.97919 0.18655 0.0483345 0.268241 -1.56528 0.515879 -0.225922 -0.01468 -0.197833 1.43415 
4.57006 0.749968 0.0596885 -0.0790786 0.654012 7.0199 24.8178 5.97588 0.185625 -0.212516 0.296369 -1.54114 0.0620395 0.614544 -0.0141852 -0.197978 1.43573 
4.57506 0.749435 0.0599819 -0.0789218 0.654615 6.99655 24.822 5.97233 0.189374 0.132707 0.110717 -1.78088 0.507947 0.348295 -0.0136901 -0.198117 1.4373 
4.58006 0.748901 0.0602735 -0.0787626 0.655219 6.9732 24.8262 5.96854 -0.00233475 -0.0338198 0.568153 -1.98218 -0.294565 0.645064 -0.0131946 -0.198251 1.43887 
4.58506 0.748366 0.0605633 -0.078601 0.655822 6.94984 24.8303 5.96451 0.203742 0.0493074 0.427905 -2.16621 -0.0285174 0.90816 -0.0126988 -0.198381 1.44044 
4.59006 0.747831 0.0608515 -0.0784371 0.656424 6.92647 24.8344 5.96024 0.195211 -0.256353 0.406331 -1.99159 -0.336294 0.563432 -0.0122027 -0.198505 1.44201 
4.59506 0.747296 0.0611379 -0.0782708 0.657027 6.9031 24.8384 5.95574 0.120332 -0.217667 0.415813 -2.04617 -0.421342 1.21303 -0.0117062 -0.198625 1.44358 
4.60006 0.746761 0.0614225 -0.0781022 0.657629 6.87973 24.8423 5.951 0.343044 0.143427 -0.0115904 -1.68957 0.500254 0.970494 -0.0112095 -0.198739 1.44515 
4.60506 0.746225 0.0617054 -0.0779312 0.658231 6.85635 24.8463 5.94603 0.642831 0.385901 0.406363 -2.4034 -0.180824 1.23213 -0.0107125 -0.198849 1.44672 
4.61006 0.745688 0.0619865 -0.0777579 0.658832 6.83297 24.8501 5.94082 0.0900565 -0.206764 0.33417 -1.71514 0.0770845 1.22338 -0.0102153 -0.198954 1.44829 
4.61506 0.745152 0.0622658 -0.0775823 0.659434 6.80958 24.8539 5.93538 0.182567 0.0202484 0.0521615 -2.14897 0.101884 0.906837 -0.00971774 -0.199053 1.44986 
4.62006 0.744615 0.0625434 -0.0774043 0.660035 6.78619 24.8577 5.92971 0.485043 0.248933 0.330725 -1.94535 -0.0247667 0.56761 -0.00921998 -0.199148 1.45143 
4.62506 0.744077 0.0628191 -0.077224 0.660635 6.76279 24.8614 5.92381 0.529675 0.0885042 0.474752 -2.06754 -0.0839623 0.876987 -0.00872198 -0.199238 1.453 
4.63006 0.743539 0.063093 -0.0770414 0.661236 6.73939 24.8651 5.91768 0.353133 -0.0908358 0.088519 -1.41642 -0.467139 0.983302 -0.00822377 -0.199323 1.45458 
4.63506 0.743001 0.063365 -0.0768565 0.661836 6.71598 24.8687 5.91133 0.290908 -0.213461 0.296693 -1.63218 0.30052 1.26509 -0.00772535 -0.199402 1.45615 
4.64006 0.742463 0.0636353 -0.0766693 0.662436 6.69257 24.8723 5.90475 0.0586545 0.168834 0.0678663 -1.95287 0.518332 1.1815 -0.00722674 -0.199477 1.45772 
4.64506 0.741924 0.0639037 -0.0764798 0.663036 6.66916 24.8758 5.89795 0.708673 0.142278 0.0280185 -1.8126 -0.392553 1.25264 -0.00672795 -0.199547 1.45929 
4.65006 0.741384 0.0641702 -0.076288 0.663635 6.64574 24.8793 5.89092 -0.0325401 -0.176291 0.115059 -1.96509 -0.397577 1.12941 -0.00622899 -0.199612 1.46086 
4.65506 0.740845 0.0644348 -0.076094 0.664234 6.62232 24.8827 5.88368 0.261999 0.160313 0.432946 -1.60464 -0.277552 1.47787 -0.00572987 -0.199671 1.46243 
4.66006 0.740305 0.0646976 -0.0758977 0.664833 6.59889 24.8861 5.87622 0.246684 0.0136176 0.0842881 -1.57026 -0.42277 1.25749 -0.00523061 -0.199726 1.464 
4.66506 0.739764 0.0649585 -0.0756991 0.665431 6.57546 24.8894 5.86854 0.105692 -0.188252 0.290355 -1.74077 0.0461538 1.56124 -0.00473122 -0.199776 1.46557 
4.67006 0.739224 0.0652175 -0.0754983 0.666029 6.55203 24.8927 5.86065 0.140525 -0.0729042 -0.163253 -1.1241 -0.0322878 1.73905 -0.00423171 -0.199821 1.46714 
4.67506 0.738682 0.0654746 -0.0752952 0.666627 6.52859 24.8959 5.85254 0.156317 0.0163674 0.366694 -1.86418 0.185305 1.40129 -0.0037321 -0.199861 1.46871 
4.68006 0.738141 0.0657298 -0.0750899 0.667225 6.50515 24.8991 5.84423 -0.158772 -0.0395481 0.322284 -1.39637 0.214344 1.62128 -0.00323239 -0.199895 1.47028 
4.68506 0.737599 0.065983 -0.0748824 0.667822 6.4817 24.9022 5.8357 0.460862 0.192559 0.531626 -1.92065 -0.184266 1.54146 -0.0027326 -0.199925 1.47185 
4.69006 0.737057 0.0662343 -0.0746726 0.668419 6.45825 24.9053 5.82697 0.278594 0.0284822 0.20722 -1.96131 -0.123985 1.85446 -0.00223275 -0.19995 1.47343 
4.69506 0.736514 0.0664837 -0.0744606 0.669016 6.4348 24.9083 5.81804 0.517571 0.534968 0.184829 -1.79186 0.234762 2.06425 -0.00173283 -0.19997 1.475 
4.70006 0.735972 0.0667311 -0.0742465 0.669612 6.41134 24.9113 5.80891 0.387575 -0.246021 -0.286242 -1.19008 -0.441157 1.7271 -0.00123288 -0.199985 1.47657 
4.70506 0.735428 0.0669765 -0.0740301 0.670208 6.38788 24.9142 5.79957 0.338872 -0.0137878 0.251237 -1.37259 -0.1863 2.48192 -0.000732891 -0.199995 1.47814 
4.71006 0.734885 0.06722 -0.0738115 0.670804 6.36442 24.9171 5.79004 -0.0342307 0.0342425 0.443855 -1.32246 -0.103497 2.33258 -0.000232886 -0.199999 1.47971 
4.71506 0.734341 0.0674615 -0.0735908 0.671399 6.34095 24.9199 5.78031 0.229397 -0.167648 0.380466 -1.16519 0.0650184 2.17182 0.000267125 -0.199999 1.48128 
4.72006 0.733797 0.067701 -0.0733679 0.671994 6.31748 24.9227 5.77039 0.198912 -0.236977 -0.0899046 -1.72212 0.672934 2.60238 0.000767129 -0.199994 1.48285 
4.72506 0.733252 0.0679385 -0.0731428 0.672589 6.29401 24.9254 5.76028 0.19127 -0.0970486 0.334944 -1.26486 -0.598579 2.69624 0.00126711 -0.199984 1.48442 
4.73006 0.732707 0.0681739 -0.0729156 0.673184 6.27053 24.9281 5.74998 -0.181393 0.0617211 0.250581 -1.1509 -0.0305642 2.71576 0.00176707 -0.199969 1.48599 
4.73506 0.732162 0.0684074 -0.0726863 0.673778 6.24706 24.9308 5.7395 0.255026 0.00729497 -0.0927742 -1.02704 -0.144007 3.47451 0.00226698 -0.199949 1.48756 
4.74006 0.731616 0.0686388 -0.0724548 0.674372 6.22357 24.9333 5.72884 0.207807 0.0400556 0.252844 -1.18203 -0.163939 3.21589 0.00276683 -0.199923 1.48913 
4.74506 0.73107 0.0688682 -0.0722211 0.674965 6.20009 24.9359 5.71799 0.0347993 0.107828 0.378929 -1.38898 0.0493816 2.8135 0.00326661 -0.199893 1.4907 
