t qw qx qy qz px py pz wx wy wz ax ay az roll pitch yaw 
12.0452 -0.317125 0.0335048 0.0567799 0.946089 -7.00876 -6.98442 5.14161 -0.189535 0.472587 0.288291 -0.835969 0.90218 8.74439 0.0867251 -0.0995743 3.78412 
12.0502 -0.317861 0.0330095 0.0567872 0.945859 -6.99462 -7.00955 5.15714 -0.00131855 0.40137 0.533156 -0.980721 0.532688 7.98192 0.0869729 -0.0987058 3.78569 
12.0552 -0.318597 0.0325133 0.0567923 0.945629 -6.98046 -7.03466 5.17264 -0.380288 0.258804 0.506549 -0.820466 0.671231 8.00681 0.0872186 -0.0978348 3.78726 
12.0602 -0.319332 0.0320164 0.0567952 0.945397 -6.96627 -7.05974 5.18809 0.0616346 0.00612379 0.446773 -0.83048 -0.266957 8.17305 0.0874621 -0.0969614 3.78883 
12.0652 -0.320067 0.0315187 0.056796 0.945166 -6.95204 -7.08478 5.20349 0.0185751 0.438208 0.583186 -1.0788 0.58179 7.94326 0.0877034 -0.0960855 3.7904 
12.0702 -0.320801 0.0310202 0.0567946 0.944933 -6.93779 -7.1098 5.21885 -0.209152 -0.0423971 0.00137609 -1.18107 0.48379 8.09514 0.0879426 -0.0952073 3.79197 
12.0752 -0.321535 0.0305209 0.056791 0.9447 -6.92351 -7.13479 5.23414 0.100156 0.254056 0.338896 -1.01515 0.462114 7.54759 0.0881795 -0.0943266 3.79355 
12.0802 -0.322269 0.0300209 0.0567852 0.944466 -6.9092 -7.15975 5.24939 -0.160071 -0.080603 0.268908 -0.904061 0.323837 7.35872 0.0884142 -0.0934436 3.79512 
12.0852 -0.323002 0.0295202 0.0567773 0.944232 -6.89486 -7.18468 5.26457 0.306853 -0.00169499 0.482513 -0.896131 0.831593 7.38362 0.0886467 -0.0925583 3.79669 
12.0902 -0.323735 0.0290188 0.0567672 0.943997 -6.88049 -7.20958 5.27968 0.19148 -0.116606 0.537974 -1.30461 0.385052 7.11455 0.088877 -0.0916707 3.79826 
12.0952 -0.324468 0.0285166 0.0567549 0.943762 -6.86609 -7.23444 5.29473 -0.0541449 0.0888076 0.509178 -0.612222 0.176677 7.00343 0.0891051 -0.0907807 3.79983 
12.1002 -0.3252 0.0280139 0.0567405 0.943526 -6.85166 -7.25928 5.3097 0.0831299 0.246295 0.409564 -0.910254 0.459652 6.90318 0.0893309 -0.0898885 3.8014 
12.1052 -0.325931 0.0275104 0.0567238 0.943289 -6.8372 -7.28409 5.3246 -0.00238309 0.311045 0.199039 -1.46917 0.194231 6.77067 0.0895545 -0.0889941 3.80297 
12.1102 -0.326662 0.0270063 0.056705 0.943052 -6.82272 -7.30887 5.33942 -0.0439384 0.680069 0.324767 -1.18258 0.427332 6.79667 0.0897759 -0.0880974 3.80454 
12.1152 -0.327393 0.0265016 0.056684 0.942814 -6.8082 -7.33361 5.35415 -0.0478888 -0.0498922 0.339956 -0.855174 0.191809 6.31409 0.089995 -0.0871985 3.80611 
12.1202 -0.328124 0.0259962 0.0566609 0.942575 -6.79366 -7.35833 5.3688 0.382725 0.193716 0.211404 -0.790477 0.471718 6.61968 0.0902119 -0.0862975 3.80768 
12.1252 -0.328854 0.0254903 0.0566355 0.942336 -6.77908 -7.38301 5.38335 0.336415 0.0320252 0.546528 -0.913698 0.679834 5.83764 0.0904265 -0.0853943 3.80925 
12.1302 -0.329584 0.0249838 0.056608 0.942097 -6.76448 -7.40767 5.39781 0.0526815 0.43311 0.157162 -1.15521 0.463168 5.621 0.0906389 -0.0844889 3.81082 
12.1352 -0.330313 0.0244767 0.0565783 0.941856 -6.74985 -7.43229 5.41217 0.0891495 0.0523663 0.0905194 -1.48314 0.102937 5.865 0.090849 -0.0835815 3.8124 
12.1402 -0.331042 0.0239691 0.0565464 0.941615 -6.73519 -7.45689 5.42643 0.131686 0.130187 -0.0657829 -1.32517 -0.0827981 6.27749 0.0910568 -0.0826719 3.81397 
12.1452 -0.33177 0.0234609 0.0565124 0.941374 -6.7205 -7.48145 5.44059 -0.257261 0.0956232 0.232861 -0.663541 0.270907 6.17658 0.0912623 -0.0817603 3.81554 
12.1502 -0.332498 0.0229522 0.0564761 0.941131 -6.70578 -7.50598 5.45464 0.476657 0.253724 0.231584 -1.10678 -0.0422187 4.76377 0.0914656 -0.0808466 3.81711 
12.1552 -0.333226 0.022443 0.0564377 0.940889 -6.69103 -7.53049 5.46857 0.251748 0.30178 0.422186 -0.965386 1.03073 5.41468 0.0916666 -0.0799309 3.81868 
12.1602 -0.333953 0.0219334 0.0563971 0.940645 -6.67625 -7.55496 5.48239 -0.196797 0.0567084 0.226613 -1.09853 -0.0583632 5.16966 0.0918653 -0.0790133 3.82025 
12.1652 -0.33468 0.0214232 0.0563543 0.940401 -6.66145 -7.5794 5.49609 0.0227537 0.391378 0.37076 -0.958562 -0.199025 5.12657 0.0920617 -0.0780936 3.82182 
12.1702 -0.335407 0.0209126 0.0563094 0.940156 -6.64661 -7.60381 5.50967 0.285031 0.173512 -0.0613393 -1.44161 0.320961 5.39585 0.0922557 -0.077172 3.82339 
12.1752 -0.336133 0.0204016 0.0562622 0.939911 -6.63175 -7.62818 5.52312 -0.0104864 0.369618 0.39998 -1.32237 0.260993 4.67963 0.0924475 -0.0762484 3.82496 
12.1802 -0.336859 0.0198902 0.0562129 0.939665 -6.61686 -7.65253 5.53644 0.0755226 0.244019 0.601493 -1.68604 0.679799 4.43042 0.092637 -0.075323 3.82653 
12.1852 -0.337584 0.0193783 0.0561614 0.939419 -6.60194 -7.67684 5.54963 0.0439081 0.302025 0.395419 -1.40133 0.193793 4.96401 0.0928241 -0.0743957 3.8281 
12.1902 -0.338309 0.0188661 0.0561077 0.939171 -6.58699 -7.70113 5.56269 0.126603 0.24252 0.310634 -1.7286 0.289045 5.00084 0.093009 -0.0734665 3.82967 
12.1952 -0.339034 0.0183534 0.0560519 0.938924 -6.57201 -7.72538 5.5756 0.190024 0.240465 0.370959 -1.45979 0.245446 4.27152 0.0931915 -0.0725355 3.83125 
12.2002 -0.339758 0.0178404 0.0559938 0.938675 -6.557 -7.7496 5.58837 -0.172214 -0.0256336 0.370512 -1.63529 -0.0949401 3.84478 0.0933717 -0.0716026 3.83282 
12.2052 -0.340482 0.0173271 0.0559336 0.938426 -6.54197 -7.77379 5.601 -0.197761 0.11038 0.358901 -1.90431 0.318104 4.45379 0.0935495 -0.070668 3.83439 
12.2102 -0.341205 0.0168135 0.0558712 0.938176 -6.5269 -7.79795 5.61348 0.248547 0.595389 0.390178 -1.55492 0.808977 4.39875 0.093725 -0.0697316 3.83596 
12.2152 -0.341928 0.0162995 0.0558066 0.937926 -6.51181 -7.82208 5.62581 0.235759 0.188025 0.533875 -1.42329 -0.213908 3.90341 0.0938982 -0.0687935 3.83753 
12.2202 -0.342651 0.0157853 0.0557399 0.937675 -6.49669 -7.84617 5.63799 0.0904487 0.16717 -0.0625786 -1.40376 -0.552869 3.85809 0.094069 -0.0678536 3.8391 
12.2252 -0.343373 0.0152707 0.055671 0.937423 -6.48154 -7.87024 5.65 0.112148 0.439982 0.195271 -0.911001 0.412423 3.43952 0.0942374 -0.066912 3.84067 
12.2302 -0.344095 0.0147559 0.0555999 0.937171 -6.46637 -7.89427 5.66186 -0.079298 0.0630968 0.521222 -1.07989 -0.294658 3.18668 0.0944035 -0.0659688 3.84224 
12.2352 -0.344817 0.0142409 0.0555266 0.936918 -6.45116 -7.91827 5.67355 0.200034 0.395909 0.36553 -1.98464 0.528418 3.20002 0.0945673 -0.0650239 3.84381 
12.2402 -0.345538 0.0137256 0.0554512 0.936665 -6.43593 -7.94223 5.68508 -0.19361 0.208242 0.295032 -1.39476 0.284488 3.17684 0.0947287 -0.0640774 3.84538 
12.2452 -0.346259 0.0132101 0.0553736 0.93641 -6.42067 -7.96617 5.69644 0.213358 0.104504 0.577827 -1.69109 0.0958178 3.30531 0.0948877 -0.0631293 3.84695 
12.2502 -0.346979 0.0126945 0.0552939 0.936155 -6.40538 -7.99007 5.70762 -0.0895888 0.626072 -0.139525 -1.4307 0.541711 3.11072 0.0950443 -0.0621796 3.84852 
12.2552 -0.347699 0.0121786 0.0552119 0.9359 -6.39006 -8.01395 5.71864 0.22538 0.315481 0.287349 -1.63999 -0.117364 2.71705 0.0951986 -0.0612284 3.8501 
12.2602 -0.348419 0.0116626 0.0551278 0.935644 -6.37471 -8.03779 5.72947 0.452242 0.31318 0.540734 -1.33058 0.199016 2.95665 0.0953505 -0.0602756 3.85167 
12.2652 -0.349138 0.0111464 0.0550416 0.935387 -6.35934 -8.06159 5.74012 0.0705608 0.242916 0.574252 -1.51011 0.00366355 2.66253 0.0955 -0.0593214 3.85324 
12.2702 -0.349857 0.0106301 0.0549532 0.93513 -6.34394 -8.08537 5.7506 0.399835 0.367475 0.534436 -1.48418 -0.214891 2.83411 0.0956471 -0.0583656 3.85481 
12.2752 -0.350575 0.0101136 0.0548626 0.934872 -6.32851 -8.10911 5.76088 0.268848 0.0543046 0.222568 -1.68248 0.388937 2.32742 0.0957918 -0.0574084 3.85638 
12.2802 -0.351293 0.00959711 0.0547699 0.934613 -6.31305 -8.13282 5.77098 -0.102599 0.278918 0.615098 -1.54282 0.189232 2.37831 0.0959341 -0.0564497 3.85795 
12.2852 -0.352011 0.00908049 0.054675 0.934353 -6.29756 -8.1565 5.78089 0.118693 -0.0330114 0.10722 -1.47219 -0.0334534 1.76334 0.0960741 -0.0554897 3.85952 
12.2902 -0.352728 0.00856381 0.054578 0.934093 -6.28205 -8.18015 5.79061 0.361167 0.318056 0.0056456 -1.29294 -0.115313 2.4089 0.0962116 -0.0545282 3.86109 
12.2952 -0.353445 0.00804707 0.0544788 0.933833 -6.26651 -8.20376 5.80013 0.191326 0.381485 0.317768 -1.9224 0.0939604 2.11956 0.0963467 -0.0535654 3.86266 
12.3002 -0.354162 0.00753029 0.0543774 0.933571 -6.25094 -8.22734 5.80945 0.0704127 0.168225 0.470051 -1.64226 0.132342 2.19739 0.0964794 -0.0526012 3.86423 
12.3052 -0.354878 0.00701349 0.054274 0.933309 -6.23534 -8.25089 5.81857 -0.130705 0.526992 0.505316 -1.60022 -0.059965 1.97524 0.0966097 -0.0516358 3.8658 
12.3102 -0.355594 0.00649668 0.0541683 0.933047 -6.21971 -8.2744 5.82749 0.224903 0.597445 0.464756 -1.62034 -0.33513 1.71855 0.0967376 -0.050669 3.86737 
12.3152 -0.35631 0.00597989 0.0540606 0.932783 -6.20406 -8.29789 5.83621 -0.27172 0.0663956 0.827942 -1.77709 -0.211763 1.64717 0.0968631 -0.049701 3.86895 
12.3202 -0.357025 0.00546312 0.0539507 0.932519 -6.18838 -8.32134 5.84472 0.0252117 0.0699356 0.428636 -1.77115 0.0011131 1.29517 0.0969861 -0.0487317 3.87052 
12.3252 -0.35774 0.0049464 0.0538386 0.932255 -6.17267 -8.34475 5.85303 -0.0231271 0.183319 -0.0161993 -1.81497 -0.0341118 1.17654 0.0971067 -0.0477612 3.87209 
12.3302 -0.358454 0.00442973 0.0537245 0.93199 -6.15694 -8.36814 5.86112 0.443746 0.0710286 0.399209 -1.88366 0.150289 1.32559 0.0972249 -0.0467895 3.87366 
12.3352 -0.359168 0.00391314 0.0536082 0.931724 -6.14117 -8.39149 5.869 0.199301 0.354785 0.464376 -1.98672 0.0692496 1.31521 0.0973407 -0.0458167 3.87523 
12.3402 -0.359882 0.00339664 0.0534897 0.931457 -6.12538 -8.41481 5.87666 0.0295856 0.113687 0.464583 -1.68841 -0.0959783 1.80309 0.097454 -0.0448427 3.8768 
12.3452 -0.360595 0.00288025 0.0533692 0.93119 -6.10957 -8.43809 5.88411 0.28126 0.321945 0.0824133 -1.94857 0.220189 1.18402 0.0975649 -0.0438676 3.87837 
12.3502 -0.361309 0.00236398 0.0532465 0.930922 -6.09372 -8.46134 5.89134 0.291921 0.199372 -0.0314703 -1.57067 -0.276431 1.01643 0.0976733 -0.0428914 3.87994 
12.3552 -0.362021 0.00184785 0.0531217 0.930653 -6.07785 -8.48456 5.89835 -0.174267 0.0750103 -0.0220529 -1.88998 -0.19154 0.658527 0.0977794 -0.0419141 3.88151 
12.3602 -0.362733 0.00133188 0.0529948 0.930384 -6.06195 -8.50775 5.90514 0.107664 0.0234359 0.0236758 -1.59869 -0.280808 0.847429 0.0978829 -0.0409357 3.88308 
12.3652 -0.363445 0.00081607 0.0528658 0.930114 -6.04602 -8.5309 5.91171 0.109815 0.183063 0.340573 -1.72273 -0.0804654 1.55038 0.097984 -0.0399564 3.88465 
12.3702 -0.364157 0.000300451 0.0527347 0.929843 -6.03006 -8.55402 5.91805 0.23053 0.299401 0.206941 -0.907614 0.0732453 0.718475 0.0980827 -0.038976 3.88622 
12.3752 -0.364868 -0.000214964 0.0526014 0.929572 -6.01408 -8.5771 5.92416 0.0435452 0.619624 0.650707 -2.25599 -0.0194461 0.995557 0.0981789 -0.0379947 3.8878 
12.3802 -0.365579 -0.000730162 0.0524661 0.9293 -5.99807 -8.60015 5.93005 0.167844 0.280245 0.443344 -2.00541 -0.0334868 0.345955 0.0982727 -0.0370124 3.88937 
12.3852 -0.36629 -0.00124512 0.0523287 0.929027 -5.98204 -8.62317 5.93571 0.0743135 0.375291 0.225904 -1.71264 -0.388604 0.585209 0.098364 -0.0360292 3.89094 
12.3902 -0.367 -0.00175984 0.0521892 0.928754 -5.96597 -8.64616 5.94113 -0.171679 0.117183 0.0166085 -1.4626 0.16218 0.789527 0.0984528 -0.0350451 3.89251 
12.3952 -0.36771 -0.00227428 0.0520475 0.92848 -5.94988 -8.66911 5.94633 -0.139484 0.0660988 0.135928 -2.0377 -0.344958 0.921945 0.0985392 -0.0340601 3.89408 
12.4002 -0.368419 -0.00278845 0.0519038 0.928206 -5.93377 -8.69203 5.95129 0.035079 -0.25749 0.326764 -1.92667 0.0956215 0.671725 0.0986231 -0.0330743 3.89565 
12.4052 -0.369128 -0.00330231 0.051758 0.92793 -5.91762 -8.71491 5.95601 0.568565 0.215345 -0.207002 -2.04012 -0.405935 0.712901 0.0987046 -0.0320876 3.89722 
12.4102 -0.369837 -0.00381586 0.0516102 0.927654 -5.90145 -8.73776 5.9605 0.259694 0.533501 0.265196 -1.44458 -0.0535349 0.522768 0.0987836 -0.0311001 3.89879 
12.4152 -0.370546 -0.00432908 0.0514602 0.927378 -5.88525 -8.76057 5.96475 -0.0863531 0.283931 0.38702 -1.62051 0.158071 -0.071385 0.0988601 -0.0301119 3.90036 
12.4202 -0.371254 -0.00484196 0.0513082 0.9271 -5.86903 -8.78335 5.96877 -0.0525894 -0.061785 0.555574 -1.76475 -0.46915 0.0928038 0.0989341 -0.0291229 3.90193 
12.4252 -0.371961 -0.00535447 0.0511542 0.926822 -5.85278 -8.8061 5.97254 -0.040885 0.323436 0.20821 -1.4273 0.03831 0.349312 0.0990057 -0.0281332 3.9035 
12.4302 -0.372669 -0.00586661 0.050998 0.926543 -5.8365 -8.82882 5.97608 0.148683 0.052046 0.252386 -1.58423 -0.344994 0.232813 0.0990748 -0.0271427 3.90507 
12.4352 -0.373376 -0.00637836 0.0508398 0.926264 -5.82019 -8.8515 5.97937 -0.0186596 0.273386 0.0722826 -1.74809 -0.304051 0.141477 0.0991414 -0.0261516 3.90665 
12.4402 -0.374083 -0.00688969 0.0506796 0.925984 -5.80386 -8.87414 5.98243 0.114213 0.239873 0.188511 -1.71775 0.0362253 0.464797 0.0992056 -0.0251599 3.90822 
12.4452 -0.374789 -0.0074006 0.0505173 0.925703 -5.7875 -8.89675 5.98524 0.0195055 0.258894 0.163674 -1.48953 -0.382861 -0.0217725 0.0992672 -0.0241675 3.90979 
12.4502 -0.375495 -0.00791107 0.0503529 0.925422 -5.77112 -8.91933 5.9878 0.130642 0.217857 0.313746 -1.60621 -0.161808 0.245825 0.0993264 -0.0231745 3.91136 
12.4552 -0.376201 -0.00842109 0.0501866 0.92514 -5.7547 -8.94187 5.99013 -0.0171789 0.178849 0.0836607 -1.83854 -0.184363 0.278257 0.0993831 -0.0221809 3.91293 
12.4602 -0.376906 -0.00893063 0.0500181 0.924857 -5.73826 -8.96438 5.99221 -0.102293 0.354442 0.431554 -1.38736 0.0956059 0.0924095 0.0994373 -0.0211868 3.9145 
12.4652 -0.377611 -0.00943968 0.0498477 0.924573 -5.7218 -8.98685 5.99404 -0.150887 0.528575 0.364851 -2.04498 -0.292622 0.449236 0.099489 -0.0201921 3.91607 
12.4702 -0.378316 -0.00994823 0.0496752 0.924289 -5.70531 -9.00929 5.99563 0.34988 0.114367 0.574181 -1.99937 -0.320104 -0.133858 0.0995383 -0.019197 3.91764 
12.4752 -0.379021 -0.0104563 0.0495007 0.924004 -5.68879 -9.0317 5.99698 -0.021695 0.284383 0.123428 -1.98425 -0.02813 -0.490268 0.099585 -0.0182013 3.91921 
12.4802 -0.379725 -0.0109638 0.0493242 0.923719 -5.67225 -9.05406 5.99807 0.248392 -0.0676343 0.326981 -1.22357 -0.329815 -0.0186499 0.0996293 -0.0172052 3.92078 
12.4852 -0.380429 -0.0114707 0.0491457 0.923432 -5.65568 -9.0764 5.99892 0.0581479 0.420142 0.591239 -1.703 -0.453598 -0.215574 0.0996711 -0.0162087 3.92235 
12.4902 -0.381132 -0.0119771 0.0489652 0.923145 -5.63908 -9.0987 5.99953 0.174691 0.145772 0.221371 -1.46811 -0.554213 -0.511376 0.0997103 -0.0152118 3.92392 
12.4952 -0.381835 -0.0124829 0.0487827 0.922858 -5.62246 -9.12097 5.99989 0.0640048 0.0840872 0.187802 -1.87495 -0.215172 0.19429 0.0997471 -0.0142145 3.92549 
12.5002 -0.382538 -0.0129881 0.0485981 0.922569 -5.60581 -9.1432 6 0.155614 0.257474 0.497066 -1.72775 -0.64965 0.0143094 0.0997814 -0.0132168 3.92707 
12.5052 -0.38324 -0.0134927 0.0484116 0.92228 -5.58913 -9.16539 5.99986 -0.238131 -0.176907 0.259117 -1.43899 -0.163935 0.506851 0.0998132 -0.0122188 3.92864 
12.5102 -0.383943 -0.0139967 0.0482232 0.921991 -5.57243 -9.18755 5.99948 -0.0590294 0.186678 0.37344 -1.88082 -0.65708 0.279406 0.0998425 -0.0112205 3.93021 
12.5152 -0.384645 -0.0145 0.0480327 0.9217 -5.5557 -9.20968 5.99885 0.175472 0.32612 0.388621 -1.9022 -0.351851 0.0956993 0.0998693 -0.0102219 3.93178 
12.5202 -0.385346 -0.0150027 0.0478403 0.921409 -5.53895 -9.23177 5.99798 0.395978 0.152701 0.321052 -1.70899 -0.826681 -0.515241 0.0998936 -0.00922308 3.93335 
12.5252 -0.386047 -0.0155046 0.0476459 0.921117 -5.52217 -9.25383 5.99686 0.19404 0.307531 0.561057 -1.00403 -0.223069 0.479773 0.0999154 -0.00822401 3.93492 
12.5302 -0.386748 -0.016006 0.0474495 0.920825 -5.50536 -9.27585 5.99549 -0.00811534 0.650272 0.231727 -1.37025 -0.230553 0.215665 0.0999347 -0.00722473 3.93649 
12.5352 -0.387449 -0.0165065 0.0472512 0.920531 -5.48853 -9.29783 5.99388 -0.343767 0.189758 0.673616 -1.92651 0.159283 -0.098201 0.0999515 -0.00622527 3.93806 
12.5402 -0.388149 -0.0170064 0.0470509 0.920238 -5.47167 -9.31978 5.99202 -0.0209159 -0.238966 0.263913 -1.83403 -0.0361067 -0.3993 0.0999659 -0.00522566 3.93963 
12.5452 -0.388849 -0.0175056 0.0468487 0.919943 -5.45479 -9.3417 5.98992 -0.317022 0.331727 0.431511 -1.52951 0.240064 -0.136675 0.0999777 -0.00422592 3.9412 
12.5502 -0.389549 -0.018004 0.0466446 0.919648 -5.43788 -9.36357 5.98757 -0.163095 0.289808 0.0420673 -1.59174 -0.00449632 0.393728 0.099987 -0.00322607 3.94277 
12.5552 -0.390248 -0.0185016 0.0464385 0.919352 -5.42095 -9.38542 5.98498 -0.044455 0.262474 0.623247 -1.41305 -0.352225 0.364702 0.0999938 -0.00222614 3.94434 
12.5602 -0.390947 -0.0189984 0.0462305 0.919055 -5.40398 -9.40723 5.98215 -0.14351 0.184953 0.112217 -1.21284 -0.37872 0.0843675 0.0999981 -0.00122616 3.94592 
12.5652 -0.391646 -0.0194945 0.0460206 0.918758 -5.387 -9.429 5.97907 0.204407 0.24689 0.265245 -1.80487 -0.463885 -0.055073 0.0999999 -0.000226142 3.94749 
12.5702 -0.392345 -0.0199897 0.0458087 0.918459 -5.36999 -9.45074 5.97575 -0.360928 0.381097 0.580287 -1.64125 -0.562517 0.0809955 0.0999993 0.000773879 3.94906 
12.5752 -0.393043 -0.0204841 0.045595 0.918161 -5.35295 -9.47244 5.97219 0.110435 0.384467 0.383355 -1.40911 -0.1519 0.279087 0.0999961 0.00177388 3.95063 
12.5802 -0.393741 -0.0209777 0.0453794 0.917861 -5.33589 -9.4941 5.96839 -0.0729772 0.107196 0.0796888 -2.17444 -0.170561 -0.105644 0.0999904 0.00277384 3.9522 
12.5852 -0.394438 -0.0214704 0.0451618 0.917561 -5.3188 -9.51573 5.96436 -0.754206 0.603973 0.374285 -1.80319 -0.535791 0.206427 0.0999822 0.00377373 3.95377 
12.5902 -0.395136 -0.0219623 0.0449424 0.91726 -5.30168 -9.53733 5.96008 -0.230703 0.171518 -0.0998746 -1.38536 -0.2229 0.276981 0.0999715 0.00477352 3.95534 
12.5952 -0.395833 -0.0224532 0.0447211 0.916958 -5.28454 -9.55889 5.95557 0.102841 0.222148 0.30232 -1.45323 -0.498458 0.319609 0.0999583 0.00577319 3.95691 
12.6002 -0.396529 -0.0229433 0.044498 0.916656 -5.26738 -9.58041 5.95082 -0.0450115 -0.037214 0.199288 -1.80423 -0.134981 -0.191292 0.0999426 0.00677272 3.95848 
12.6052 -0.397226 -0.0234324 0.044273 0.916353 -5.25019 -9.6019 5.94584 -0.334882 0.140785 0.0991177 -1.75167 -0.18463 1.00667 0.0999245 0.00777208 3.96005 
12.6102 -0.397922 -0.0239206 0.0440461 0.916049 -5.23297 -9.62335 5.94062 0.0517883 0.479124 0.475691 -1.92539 -0.0840297 0.604311 0.0999038 0.00877125 3.96162 
12.6152 -0.398618 -0.0244079 0.0438174 0.915745 -5.21573 -9.64476 5.93518 -0.0294029 -0.00914726 0.349834 -1.8862 0.0855856 0.711365 0.0998806 0.0097702 3.96319 
12.6202 -0.399313 -0.0248942 0.0435868 0.915439 -5.19847 -9.66614 5.9295 -0.311995 0.0650545 0.336897 -1.6321 -0.144712 0.257953 0.0998549 0.0107689 3.96477 
12.6252 -0.400009 -0.0253795 0.0433544 0.915134 -5.18118 -9.68748 5.92359 -0.233333 0.167512 0.49877 -2.10765 -0.421372 0.893643 0.0998268 0.0117673 3.96634 
12.6302 -0.400704 -0.0258639 0.0431201 0.914827 -5.16386 -9.70879 5.91745 0.357383 0.0880288 0.132132 -1.33039 -0.395221 1.05036 0.0997961 0.0127655 3.96791 
12.6352 -0.401398 -0.0263472 0.0428841 0.91452 -5.14652 -9.73006 5.91109 -0.0768971 0.0656173 0.057677 -1.59737 -0.580146 0.787471 0.0997629 0.0137633 3.96948 
12.6402 -0.402093 -0.0268295 0.0426462 0.914212 -5.12915 -9.75129 5.9045 0.0467674 0.18092 -0.0763044 -1.67434 -0.654183 0.550448 0.0997273 0.0147608 3.97105 
12.6452 -0.402787 -0.0273108 0.0424065 0.913903 -5.11176 -9.77249 5.89769 -0.287851 0.0375237 0.340809 -2.01398 0.281838 1.10083 0.0996891 0.0157579 3.97262 
12.6502 -0.403481 -0.027791 0.042165 0.913593 -5.09434 -9.79365 5.89066 0.173879 0.433805 0.167642 -1.13859 0.123034 1.1845 0.0996485 0.0167546 3.97419 
12.6552 -0.404174 -0.0282702 0.0419218 0.913283 -5.0769 -9.81477 5.88341 -0.410759 0.096955 -0.174411 -1.4104 -0.274173 1.40271 0.0996054 0.0177509 3.97576 
12.6602 -0.404868 -0.0287483 0.0416767 0.912972 -5.05944 -9.83586 5.87594 0.145783 0.340543 0.468517 -1.64148 -0.0668232 1.34455 0.0995597 0.0187467 3.97733 
12.6652 -0.405561 -0.0292253 0.0414299 0.912661 -5.04195 -9.85691 5.86825 -0.0501476 0.180315 0.277016 -1.37071 0.080678 1.3162 0.0995116 0.0197421 3.9789 
12.6702 -0.406254 -0.0297012 0.0411813 0.912349 -5.02443 -9.87792 5.86035 0.29327 0.149204 0.122531 -1.85463 -0.337508 1.34353 0.099461 0.020737 3.98047 
12.6752 -0.406946 -0.0301759 0.0409309 0.912036 -5.00689 -9.8989 5.85224 0.0378113 0.199291 0.486061 -2.23368 -0.11828 1.34537 0.0994079 0.0217314 3.98204 
12.6802 -0.407638 -0.0306496 0.0406788 0.911722 -4.98932 -9.91984 5.84392 -0.088907 -0.00923617 0.43702 -1.5051 0.13214 1.39591 0.0993524 0.0227252 3.98362 
12.6852 -0.40833 -0.031122 0.0404249 0.911407 -4.97173 -9.94074 5.83539 -0.0539816 0.2703 0.124076 -2.29907 0.458709 1.60285 0.0992943 0.0237185 3.98519 
12.6902 -0.409022 -0.0315934 0.0401694 0.911092 -4.95412 -9.96161 5.82665 -0.254153 0.355409 0.506257 -1.93083 -0.0720442 1.61658 0.0992338 0.0247111 3.98676 
12.6952 -0.409714 -0.0320635 0.039912 0.910776 -4.93648 -9.98244 5.81771 0.257923 0.397487 0.171489 -1.91172 0.449081 1.94177 0.0991707 0.0257032 3.98833 
12.7002 -0.410405 -0.0325324 0.039653 0.91046 -4.91882 -10.0032 5.80857 -0.0670463 0.571761 0.632761 -1.71031 -0.238837 1.56934 0.0991052 0.0266946 3.9899 
12.7052 -0.411096 -0.0330002 0.0393922 0.910143 -4.90113 -10.024 5.79923 0.400984 0.286506 0.412371 -1.56342 -0.279874 1.85352 0.0990373 0.0276853 3.99147 
12.7102 -0.411787 -0.0334667 0.0391298 0.909825 -4.88342 -10.0447 5.78969 0.00460398 0.236731 0.501576 -1.59242 0.13634 2.04745 0.0989668 0.0286754 3.99304 
12.7152 -0.412477 -0.033932 0.0388656 0.909506 -4.86568 -10.0654 5.77995 0.349984 0.114152 0.364882 -1.94498 -0.245502 1.81033 0.0988939 0.0296647 3.99461 
12.7202 -0.413167 -0.034396 0.0385998 0.909186 -4.84792 -10.086 5.77002 0.355123 0.0423059 0.385579 -2.14386 -0.268904 2.52597 0.0988185 0.0306533 3.99618 
12.7252 -0.413857 -0.0348588 0.0383323 0.908866 -4.83013 -10.1066 5.75991 -0.285935 0.101526 0.362317 -1.87462 0.00711463 2.22881 0.0987406 0.0316411 3.99775 
12.7302 -0.414547 -0.0353203 0.0380631 0.908545 -4.81232 -10.1272 5.7496 0.0928371 0.627321 0.305399 -2.01991 0.635913 2.29745 0.0986603 0.0326281 3.99932 
12.7352 -0.415236 -0.0357805 0.0377922 0.908224 -4.79449 -10.1477 5.73911 0.189408 0.313622 0.287598 -1.85351 -0.553363 2.24505 0.0985775 0.0336143 4.00089 
12.7402 -0.415925 -0.0362394 0.0375197 0.907901 -4.77663 -10.1682 5.72844 0.0879121 0.50577 0.159689 -1.81645 -0.275352 2.86504 0.0984922 0.0345997 4.00247 
12.7452 -0.416614 -0.036697 0.0372456 0.907578 -4.75875 -10.1887 5.71759 0.00445779 0.337636 -0.113666 -2.1129 0.212329 3.20051 0.0984045 0.0355842 4.00404 
12.7502 -0.417303 -0.0371532 0.0369698 0.907255 -4.74084 -10.2091 5.70656 0.236492 0.138372 -0.133354 -1.21494 -0.115955 3.43035 0.0983143 0.0365678 4.00561 
12.7552 -0.417992 -0.0376081 0.0366924 0.90693 -4.72291 -10.2295 5.69536 -0.131479 0.58372 0.419628 -1.89925 0.215789 3.05972 0.0982216 0.0375505 4.00718 
12.7602 -0.41868 -0.0380617 0.0364134 0.906605 -4.70496 -10.2498 5.68399 0.120213 0.290562 0.255469 -1.95357 -0.0695531 2.67659 0.0981265 0.0385323 4.00875 
