80836189864 156 307 301 0 0
80840326479 156 307 309 0 0
80844955594 156 307 309 0 0
80848200073 156 307 309 0 0
80852372521 156 307 306 0 0
80857270646 156 307 306 0 0
80860380750 156 307 306 0 0
80864688302 156 307 305 0 0
80868151739 156 307 305 0 0
80872160177 156 307 305 0 0
80877157989 156 307 309 0 0
80880846375 156 307 309 0 0
80884660125 156 307 302 0 0
80888239760 156 307 302 0 0
80892158406 156 307 302 0 0
80896914239 156 307 308 0 0
80900317989 156 307 308 0 0
80904380385 156 307 308 0 0
80909336323 156 307 306 0 0
80912182208 156 307 306 0 0
80916784031 156 307 306 0 0
80920175437 156 307 307 0 0
80924239396 156 307 307 0 0
80929215021 156 307 307 0 0
80932204291 156 307 305 0 0
80936616531 156 307 305 0 0
80940318771 156 307 310 0 0
80944195177 156 307 310 0 0
80948943979 156 307 310 0 0
80952186635 156 307 305 0 0
80956378041 156 307 305 0 0
80961381427 156 307 308 0 0
80964200333 156 307 308 0 0
80968861791 156 307 308 0 0
80972321271 156 307 308 0 0
80976244343 156 307 308 0 0
80981244812 156 307 308 0 0
80984416739 156 307 301 0 0
80988606479 156 307 301 0 0
80992230541 156 307 301 0 0
80996176062 156 307 312 0 0
81001011791 156 307 312 0 0
81004167208 156 307 312 0 0
81008428562 156 307 305 0 0
81012158406 156 307 305 0 0
81016264864 156 307 310 0 0
81020887677 156 307 310 0 0
81024214396 156 307 310 0 0
81028386271 156 307 304 0 0
81033237104 156 307 304 0 0
81036235177 156 307 304 0 0
81040807521 156 307 313 0 0
81044162260 156 307 313 0 0
81048207416 156 307 313 0 0
81053039760 156 307 305 0 0
81056216271 156 307 305 0 0
81060504187 156 307 305 0 0
81064167312 156 307 304 0 0
81068207625 156 307 304 0 0
81072952833 156 307 308 0 0
81076207833 156 307 308 0 0
81080737208 156 307 308 0 0
81085312677 156 307 309 0 0
81088191843 156 307 309 0 0
81092743146 156 307 309 0 0
81096203771 156 307 307 0 0
81100264083 156 307 307 0 0
81105162989 156 307 307 0 0
81108202885 156 307 305 0 0
81112592104 156 307 305 0 0
81116262052 156 307 312 0 0
81120248458 156 307 312 0 0
81124911218 156 307 312 0 0
81128135750 156 307 306 0 0
81132364083 156 307 306 0 0
81137303979 156 307 306 0 0
81140419187 156 307 306 0 0
81144810437 156 307 306 0 0
81148187781 156 307 306 0 0
81152242989 156 307 307 0 0
81157158302 156 307 307 0 0
81160177208 156 307 307 0 0
81164635073 156 307 313 0 0
81168138145 156 307 313 0 0
81172194552 156 307 313 0 0
81177042364 156 307 305 0 0
81180463979 156 307 305 0 0
81184432625 156 307 304 0 0
81188234864 156 307 304 0 0
81192194031 156 307 304 0 0
81196864760 156 307 300 0 0
81200216375 156 307 300 0 0
81204338562 156 307 300 0 0
81209246687 156 307 310 0 0
81212198198 156 307 310 0 0
81216645854 156 307 310 0 0
81220251895 156 307 300 0 0
81224293562 156 307 300 0 0
81229083770 156 307 300 0 0
81232196583 156 307 305 0 0
81236525385 156 307 305 0 0
81240278093 156 307 312 0 0
81244143093 156 307 312 0 0
81248881843 156 307 312 0 0
81252182468 156 307 310 0 0
81256284343 156 307 310 0 0
81261445385 156 307 310 0 0
81264197104 156 307 310 0 0
81268715645 156 307 310 0 0
81272101948 156 307 310 0 0
81276198458 156 307 306 0 0
81281182468 156 307 306 0 0
81284254552 156 307 307 0 0
81288604604 156 307 307 0 0
81292197729 156 307 307 0 0
81296145489 156 307 302 0 0
81300961270 156 307 302 0 0
81304255489 156 307 302 0 0
81308369395 156 307 302 0 0
81313362833 156 307 302 0 0
81316208979 156 307 308 0 0
81320862312 156 307 308 0 0
81324214812 156 307 308 0 0
81328351635 156 307 301 0 0
81333210906 156 307 301 0 0
81336305645 156 307 301 0 0
81340767937 156 307 306 0 0
81344219864 156 307 306 0 0
81348150333 156 307 306 0 0
81353036427 156 307 303 0 0
81356183510 156 307 303 0 0
81360609135 156 307 310 0 0
81364153354 156 307 310 0 0
81368195020 156 307 310 0 0
81372855229 156 307 302 0 0
81376176375 156 307 302 0 0
81380574031 156 307 302 0 0
81385252260 156 307 310 0 0
