t,x,y,theta,x_i,y_i,theta_i
153.754591,0.0585115857,-0.000140322506,-0.00215934385,0.0585113903,-0.000176960815,-0.000681386446
153.758406,0.0591888299,-0.000141784912,-0.00206806468,0.0591886359,-0.000177422281,-0.000587949316
153.763408,0.0600766424,-0.000143620968,-0.00194840509,0.0600764502,-0.000177944271,-0.000465492296
153.766544,0.0606332425,-0.000144705452,-0.0018733864,0.0606330512,-0.000178203364,-0.000391088542
153.770891,0.0614156599,-0.000146171224,-0.0018733864,0.06141547,-0.000178509359,-0.000287960709
153.782549,0.0635141938,-0.000150102593,-0.0018733864,0.0635140075,-0.000179113656,-2.48206248e-05
153.782656,0.0635337018,-0.000150139139,-0.00187543783,0.0635335155,-0.00017911414,-2.24012753e-05
153.783762,0.0637348684,-0.000150516415,-0.00189659214,0.0637346825,-0.000179118646,2.55472806e-06
153.786674,0.0642648193,-0.000151521517,-0.00195232081,0.0642646343,-0.000179117292,6.07796385e-05
153.790905,0.0650350191,-0.000153025196,-0.00203331364,0.0650348356,-0.00017907048,0.000145350984
153.795624,0.0659032193,-0.000154790522,-0.00203331364,0.0659030375,-0.000178944286,0.000233057567
153.798519,0.0664358503,-0.000155873529,-0.00203331364,0.0664356697,-0.000178820152,0.000286864329
153.803177,0.0672929819,-0.000157616349,-0.00203331364,0.0672928029,-0.000178574271,0.000373455349
153.806537,0.0679112397,-0.000158873463,-0.00203331364,0.067911062,-0.000178343379,0.000455180761
153.815593,0.0695594833,-0.000162224863,-0.00185998728,0.0695593089,-0.000177593128,0.000675337984
153.817145,0.0698418862,-0.00016275013,-0.0018302903,0.0698417122,-0.000177402411,0.000727811545
153.81845,0.0700794812,-0.000163184998,-0.00180530525,0.0700793075,-0.000177229486,0.000771957789
153.823595,0.0710158508,-0.000164875433,-0.00170683834,0.0710156783,-0.000176506647,0.000945905987
153.827343,0.0716979705,-0.000166039702,-0.00163510789,0.0716977987,-0.000175861425,0.00105987663
153.830842,0.0723434794,-0.00016709518,-0.00148444625,0.0723433082,-0.000175177264,0.00116627037
153.835545,0.0731994283,-0.000168365791,-0.00139443628,0.0731992574,-0.000174178996,0.00128571017
153.838754,0.0737834013,-0.000169180104,-0.00133302678,0.0737832305,-0.000173428175,0.00136721523
153.844144,0.0747645037,-0.000170487941,-0.00122985593,0.0747643328,-0.000172086796,0.00150404523
153.846609,0.0752180729,-0.000171045766,-0.00122985593,0.0752179019,-0.000171404607,0.0015197185
153.850446,0.0759336302,-0.000171925799,-0.00113806715,0.0759334589,-0.000170317161,0.00154407878
153.857652,0.0772775853,-0.000173455311,-0.000965670062,0.0772774132,-0.000168241988,0.00146113236
153.859408,0.0776050577,-0.000173771541,-0.000923663243,0.0776048854,-0.000167763508,0.0014408937
153.862679,0.0782151359,-0.000174335048,-0.000845404916,0.0782149633,-0.00016688445,0.00140309155
153.867707,0.0791754677,-0.000175146917,-0.000749176837,0.0791752945,-0.000165537016,0.00132269938
153.870438,0.0796916245,-0.00017553361,-0.000749176837,0.079691451,-0.000164854296,0.00127903594
153.877077,0.0809463675,-0.000176473635,-0.000749176837,0.0809461934,-0.000163249435,0.00115435715
153.879055,0.0813202036,-0.000176753704,-0.000749176837,0.0813200293,-0.000162817894,0.0011172095
153.882727,0.0820142469,-0.000177273665,-0.000749176837,0.0820140724,-0.000162042502,0.00104824393
153.887718,0.0829326078,-0.00017796168,-0.000749176837,0.082932433,-0.000161079836,0.000939476981
153.900179,0.0852254389,-0.000179679417,-0.000749176837,0.0852252638,-0.000158925774,0.000665679904
153.900277,0.0852437778,-0.000179693156,-0.000749176837,0.0852436026,-0.000158913566,0.000663725262
153.900317,0.0852513576,-0.000179698834,-0.000749176837,0.0852511825,-0.000158908535,0.000662917366
153.902783,0.0857174393,-0.000180048012,-0.000749176837,0.0857172641,-0.000158599561,0.000613238855
153.909356,0.0869268461,-0.000180954072,-0.000749176837,0.0869266711,-0.000157857906,0.000487355073
153.910514,0.087140008,-0.000181113768,-0.000749176837,0.087139833,-0.00015775402,0.000465164706
153.914981,0.0879619704,-0.000181729563,-0.000749176837,0.0879617955,-0.000157371672,0.000359211698
153.919857,0.0888834436,-0.000182419909,-0.000749176837,0.088883269,-0.000157040668,0.000243416884
153.922528,0.0893882211,-0.000182798077,-0.000749176837,0.0893880466,-0.000156917797,0.000179938524
153.927686,0.0903631556,-0.000183528476,-0.000749176837,0.0903629813,-0.000156742369,2.93417427e-05
153.930778,0.0909475495,-0.00018396629,-0.000749176837,0.0909473754,-0.000156725221,-6.09217122e-05
153.934879,0.0917020643,-0.000184531555,-0.000749176837,0.0917018904,-0.000156771188,-0.000173120001
153.94229,0.0931028688,-0.000185581006,-0.000749176837,0.0931026953,-0.000157013695,-0.000375924115
153.943022,0.093241144,-0.000185684598,-0.000749176837,0.0932409705,-0.000157065676,-0.000395942692
153.947318,0.0940530562,-0.000186292864,-0.000749176837,0.0940528829,-0.000157387147,-0.000408874763
153.950613,0.0946758307,-0.000186759432,-0.000749176837,0.0946756575,-0.000157641784,-0.000418761449
153.955364,0.0955834088,-0.000187439369,-0.00084011883,0.0955832358,-0.000158021843,-0.000295641816
153.959782,0.0964072917,-0.000188131529,-0.000945803138,0.0964071189,-0.000158265417,-0.000181170621
153.962569,0.0969270534,-0.000188623121,-0.00101247603,0.0969268808,-0.000158359582,-0.000108955333
153.96716,0.0977833211,-0.000189490072,-0.00112231455,0.0977831489,-0.000158452877,8.6694484e-05
153.970721,0.0984473093,-0.000190235276,-0.00120748826,0.0984471376,-0.000158395313,0.000238491723
153.975313,0.0993038488,-0.000191269538,-0.00131736166,0.0993036777,-0.000158191036,0.000414570363
153.979627,0.100097511,-0.000192315079,-0.00131736166,0.100097341,-0.000157862006,0.000580024362
153.982711,0.100665083,-0.000193062777,-0.00131736166,0.100664913,-0.0001575328,0.000698405604
153.987666,0.101576774,-0.000194263804,-0.00131736166,0.101576604,-0.00015689607,0.000789934307
153.992944,0.102547939,-0.00019554318,-0.00131736166,0.10254777,-0.000156128913,0.000887408103
153.99479,0.102883956,-0.000195985836,-0.00128202673,0.102883787,-0.000155830729,0.000921500659
153.99938,0.103739835,-0.000197083096,-0.00117223807,0.103739666,-0.000155042035,0.000968664886
154.002522,0.104325949,-0.000197770163,-0.00109705364,0.104325781,-0.000154474286,0.00100096878
154.01014,0.1057467,-0.000199328803,-0.000914805601,0.105746531,-0.000153052159,0.00118204099
154.011822,0.106067968,-0.0001996227,-0.000882613601,0.106067799,-0.000152672407,0.00122202345
154.014533,0.106585766,-0.000200079717,-0.000830728643,0.106585598,-0.000152039645,0.00128647005
154.019329,0.10750178,-0.000200840676,-0.000738941349,0.107501611,-0.00015086122,0.00144463714
154.027003,0.108952187,-0.000201912442,-0.000738941349,0.108952017,-0.000148765908,0.00169788056
154.02715,0.108980534,-0.000201933389,-0.000738941349,0.108980364,-0.000148717779,0.0017011841
154.031603,0.109839997,-0.000202568481,-0.000738941349,0.109839826,-0.000147255674,0.00180135349
154.034403,0.110380276,-0.000202967716,-0.000738941349,0.110380105,-0.000146282441,0.00186432668
154.044521,0.112312798,-0.000204395737,-0.000545297001,0.112312623,-0.00014267959,0.00188995248
154.047107,0.112806831,-0.000204665132,-0.000495793421,0.112806656,-0.000141745891,0.00189651155
154.049088,0.113189203,-0.000204854709,-0.000495793421,0.113189026,-0.00014102072,0.00190031215
154.051688,0.113685753,-0.000205100895,-0.000446037631,0.113685576,-0.00014007712,0.00190529056
154.054576,0.114237285,-0.000205346899,-0.000390772481,0.114237107,-0.000139026291,0.0019108058
154.059109,0.115112188,-0.000205688787,-0.000390772481,0.115112009,-0.000137354522,0.00193713262
154.062589,0.115792569,-0.000205954661,-0.000307513915,0.115792388,-0.000136036535,0.00195732325
154.066714,0.116580484,-0.000206196956,-0.000228562545,0.116580302,-0.000134494332,0.00199519203
154.071473,0.117489315,-0.000206404681,-0.000137494964,0.117489132,-0.000132681039,0.00203881396
154.075688,0.118302901,-0.000206516545,-0.000137494964,0.118302715,-0.000131022291,0.00207741571
154.078961,0.118934483,-0.000206603384,-0.000137494964,0.118934297,-0.000129710233,0.00210809493
154.082539,0.119634017,-0.000206699567,-0.000223097287,0.119633829,-0.00012823555,0.00214162961
154.086418,0.120382797,-0.000206866617,-0.000223097287,0.120382607,-0.000126631943,0.00220402328
154.097666,0.122553584,-0.000207350914,-0.000223097287,0.122553389,-0.000121847481,0.00238499824
154.097794,0.122578653,-0.000207356507,-0.00022616499,0.122578458,-0.000121787691,0.00238706148
154.099138,0.122837957,-0.000207415152,-0.00022616499,0.12283776,-0.000121168719,0.00241434067
154.103631,0.12370519,-0.00020761129,-0.00022616499,0.123704991,-0.000119074923,0.0025055859
154.108695,0.124695204,-0.000207835197,-0.000347313557,0.124695002,-0.000116594361,0.00261266914
154.111829,0.125315779,-0.000208050731,-0.000347313557,0.125315576,-0.000114973005,0.00267896319
154.114611,0.125859656,-0.000208239627,-0.000280759034,0.125859451,-0.00011351598,0.00273782489
154.118765,0.126661229,-0.000208464676,-0.000280759034,0.126661021,-0.000111321416,0.00280018761
154.125038,0.127887748,-0.000208809032,-0.000130669318,0.127887534,-0.000107886939,0.0028943851
154.127358,0.128341226,-0.000208868288,-7.5176877e-05,0.128341011,-0.000106574399,0.00293529892
154.131111,0.129065589,-0.000208922743,-7.5176877e-05,0.129065371,-0.00010444818,0.00300147405
154.134527,0.129724855,-0.000208972304,-7.5176877e-05,0.129724634,-0.000102469414,0.00306169541
154.138628,0.130526507,-0.00020903257,2.29217134e-05,0.130526282,-0.000100015004,0.00313810483
154.150228,0.132765448,-0.00020898125,2.29217134e-05,0.132765212,-9.29889844e-05,0.00335431039
154.150681,0.132853901,-0.000208979222,3.37458284e-05,0.132853665,-9.26922841e-05,0.00336067201
154.157299,0.134147725,-0.000208935561,0.000192071693,0.13414748,-8.83441771e-05,0.00345372811
154.15847,0.134376653,-0.00020889159,0.000164057601,0.134376407,-8.75535224e-05,0.00347019317
154.158923,0.134466361,-0.000208876873,0.000164057601,0.134466115,-8.72422174e-05,0.00347595864
154.163417,0.135333716,-0.000208734577,0.000164057601,0.135333464,-8.42273362e-05,0.00353314334
154.166584,0.13596086,-0.000208631689,0.000164057601,0.135960605,-8.20115497e-05,0.0035657717
154.170794,0.136794368,-0.000208494946,0.000164057601,0.136794107,-7.90394576e-05,0.00360914917
154.17593,0.137785543,-0.000208332336,0.000164057601,0.137785276,-7.54621647e-05,0.00364772153
154.178602,0.138314719,-0.000208245521,0.000164057601,0.138314449,-7.35318837e-05,0.00366780542
154.183421,0.139268801,-0.000208088996,0.000164057601,0.139268524,-7.00325058e-05,0.00370405036
154.186737,0.139908897,-0.000207983984,0.000164057601,0.139908616,-6.76615609e-05,0.00372375465
154.19062,0.140677725,-0.000207857852,0.000164057601,0.140677438,-6.47986419e-05,0.00374683415
154.195949,0.141706214,-0.00020768912,0.000164057601,0.14170592,-6.09450728e-05,0.00376998879
154.19874,0.142244855,-0.000207600752,0.000164057601,0.142244557,-5.89144077e-05,0.00378212032
154.203156,0.143119118,-0.000207457323,0.000164057601,0.143118814,-5.56078482e-05,0.00380131489
154.213059,0.145030501,-0.000207143746,0.000164057601,0.145030184,-4.83420954e-05,0.00383063029
154.213218,0.1450612,-0.000207138709,0.000164057601,0.145060882,-4.82244985e-05,0.00383110113
154.215603,0.145533451,-0.000207061233,0.000164057601,0.14553313,-4.64152631e-05,0.00383552081
154.218575,0.146106932,-0.000206967149,0.000164057601,0.146106607,-4.42156688e-05,0.00384101989
154.225173,0.147396866,-0.000206755526,0.000321907485,0.147396531,-3.92610209e-05,0.00385319143
154.226682,0.147695629,-0.000206659351,0.000321907485,0.147695292,-3.81098304e-05,0.00385281835
154.230693,0.14846981,-0.000206410137,0.000321907485,0.148469468,-3.51270579e-05,0.00385176638
154.235409,0.149391715,-0.000206113369,0.000434721482,0.149391366,-3.15761051e-05,0.00382099052
154.239826,0.15026637,-0.000205733137,0.000434721482,0.150266014,-2.82340659e-05,0.00379212672
154.245189,0.151301463,-0.00020528316,0.000434721482,0.1513011,-2.43088708e-05,0.00375701696
154.247731,0.151798379,-0.00020506714,0.000495529402,0.151798012,-2.24419524e-05,0.00372219625
154.250578,0.152361978,-0.00020478786,0.000495529402,0.152361607,-2.03441323e-05,0.00368319154
154.256011,0.153424133,-0.000204261531,0.000625505983,0.153423756,-1.64320185e-05,0.00357150997
154.261455,0.154502233,-0.000203587173,0.000625505983,0.154501848,-1.25815828e-05,0.00345954831
154.263002,0.154804636,-0.000203398018,0.000588500672,0.15480425,-1.15354046e-05,0.00342773935
154.267624,0.155708172,-0.000202866286,0.00069906687,0.155707781,-8.4383251e-06,0.00330467933
154.270452,0.156268069,-0.000202474881,0.00069906687,0.156267675,-6.58804945e-06,0.00322939655
154.276156,0.157383284,-0.000201695271,0.000562597322,0.157382884,-2.98658262e-06,0.00307478444
154.281149,0.158371902,-0.000201139077,0.000562597322,0.158371497,5.31997616e-08,0.00293948403
154.28273,0.158684907,-0.000200962981,0.000562597322,0.158684501,9.73272041e-07,0.00289665193
154.2876,0.159649208,-0.000200420468,0.000562597322,0.159648798,3.76651307e-06,0.00275672933
154.291895,0.160497357,-0.000199943302,0.00058314482,0.160496945,6.1046283e-06,0.00263333858
154.295061,0.16111642,-0.000199582298,0.000507389723,0.161116005,7.7348291e-06,0.00254234763
154.298535,0.16179563,-0.000199237674,0.000590504987,0.161795213,9.46161424e-06,0.00244210814
154.302811,0.162642172,-0.000198737787,0.000590504987,0.162641753,1.15289614e-05,0.00231872703
154.311584,0.164379292,-0.000197712008,0.000590504987,0.164378869,1.55568653e-05,0.00209907164
154.319656,0.165977513,-0.000196768251,0.000590504987,0.165977086,1.89116428e-05,0.00189686127
154.320891,0.166222012,-0.000196623873,0.000590504987,0.166221585,1.93754234e-05,0.00186592461
154.326858,0.167388678,-0.000195934951,0.000733270636,0.167388249,2.15523341e-05,0.00168259975
154.328831,0.167779192,-0.000195648599,0.000733270636,0.167778763,2.22094122e-05,0.00162200517
154.331541,0.168315761,-0.000195255148,0.000733270636,0.168315332,2.30797307e-05,0.00154280855
154.333266,0.16865307,-0.000195007809,0.000774547312,0.16865264,2.36001335e-05,0.00149238744
154.335203,0.169036489,-0.000194710833,0.000774547312,0.169036058,2.41723425e-05,0.00143580031
154.339745,0.169935852,-0.000194014234,0.000774547312,0.169935421,2.54636482e-05,0.00130801387
154.343019,0.17058423,-0.000193512034,0.000774547312,0.170583798,2.63117353e-05,0.0012158643
154.347259,0.171423646,-0.000192861866,0.000774547312,0.171423214,2.73323521e-05,0.00110237478
154.35565,0.173043197,-0.000191607447,0.000774547312,0.173042765,2.91177043e-05,0.000877719213
154.358145,0.173537207,-0.000191224813,0.000774547312,0.173536775,2.95513064e-05,0.000810922013
154.35968,0.173837137,-0.000190992504,0.000737844751,0.173836704,2.97945259e-05,0.000776306799
154.36239,0.174366962,-0.000190601575,0.000802679776,0.174366529,3.02058329e-05,0.000715170095
154.367124,0.175304368,-0.000189849138,0.000802679776,0.175303935,3.08762377e-05,0.000600631299
154.370832,0.176029347,-0.000189267212,0.00071396365,0.176028915,3.1311683e-05,0.000510954693
154.375461,0.176945746,-0.000188612936,0.00071396365,0.176945314,3.17799217e-05,0.000399128425
154.379657,0.177766042,-0.000188027275,0.000613583624,0.17776561,3.21073249e-05,0.000311752662
154.382566,0.178327501,-0.000187682772,0.000613583624,0.178327069,3.22823613e-05,0.000251192832
154.387009,0.179207373,-0.000187142897,0.000613583624,0.179206942,3.25033791e-05,0.00021177021
154.391832,0.180150264,-0.000186564355,0.000498201589,0.180149832,3.27030552e-05,0.000168999948
154.39441,0.180654155,-0.000186313315,0.000436540152,0.180653723,3.27882127e-05,0.000146147983
154.399403,0.181642731,-0.000185881762,0.000436540152,0.1816423,3.29326912e-05,0.00011696366
154.402541,0.18226247,-0.000185611221,0.000301414537,0.182262038,3.30051781e-05,9.8628453e-05
154.410861,0.183909902,-0.000185114661,0.000301414537,0.183909471,3.31676618e-05,1.63601254e-05
154.412914,0.184316328,-0.000184992158,0.000301414537,0.184315897,3.3174311e-05,-3.94549921e-06
154.41452,0.184630411,-0.000184897489,0.000262980039,0.18462998,3.31730718e-05,-1.98452309e-05
154.419313,0.185579491,-0.0001846479,0.000262980039,0.185579059,3.31542371e-05,-0.000108266011
154.424954,0.186707564,-0.00018435124,0.000155030467,0.186707132,3.30321051e-05,-0.000212315595
154.426866,0.187086259,-0.00018429253,0.000155030467,0.187085828,3.29517021e-05,-0.000246123806
154.431683,0.18803999,-0.000184144673,0.000155030467,0.188039559,3.27169662e-05,-0.000331248851
154.434545,0.188606631,-0.000184056826,0.000155030467,0.1886062,3.25292671e-05,-0.000381820341
154.439626,0.189612678,-0.000183900858,0.000155030467,0.189612246,3.21451381e-05,-0.000450645127
154.444855,0.190647918,-0.000183740365,0.000155030467,0.190647487,3.16786119e-05,-0.00052150809
154.448514,0.191372464,-0.000183628038,0.000155030467,0.191372033,3.13007553e-05,-0.000583880982
154.451577,0.191978973,-0.00018353401,0.000155030467,0.191978542,3.09466262e-05,-0.000636058772
154.455149,0.192686163,-0.000183424374,0.000155030467,0.192685732,3.04968118e-05,-0.000696861535
154.45903,0.19345462,-0.00018330524,0.000155030467,0.193454188,2.9961304e-05,-0.000743467295
154.462657,0.194172834,-0.000183193895,0.000155030467,0.194172402,2.94273355e-05,-0.000787028373
154.466353,0.19489538,-0.000183081879,6.661214e-05,0.194894947,2.88586716e-05,-0.000826334072
154.47534,0.196692786,-0.00018296215,-0.000105388457,0.196692353,2.73734137e-05,-0.000921857983
154.475983,0.196820001,-0.000182975557,-0.000105388457,0.196819568,2.72561396e-05,-0.000928686586
154.47892,0.197401647,-0.000183036855,-0.000105388457,0.197401213,2.67159732e-05,-0.000974204959
154.483683,0.198344766,-0.000183136249,-0.000105388457,0.198344332,2.57971818e-05,-0.00104789447
154.486519,0.198906251,-0.000183195423,-0.000105388457,0.198905817,2.5208805e-05,-0.00109890558
154.491723,0.199947094,-0.000183305116,-0.000204990717,0.19994666,2.40650164e-05,-0.00119251524
154.494516,0.200505615,-0.000183419608,-0.000151543749,0.20050518,2.3398972e-05,-0.00124274315
154.498673,0.201328759,-0.00018354435,-0.000151543749,0.201328323,2.23760159e-05,-0.00132775736
154.503587,0.20230164,-0.000183691784,-0.000151543749,0.202301204,2.10842659e-05,-0.00142826964
154.508144,0.20321313,-0.000183829915,-6.43198625e-05,0.203212693,1.97824134e-05,-0.00152028583
154.511193,0.203816679,-0.000183868735,-6.43198625e-05,0.203816241,1.88648462e-05,-0.00158183766
154.51452,0.204482148,-0.000183911538,-6.38636375e-07,0.204481709,1.7812183e-05,-0.00164903694
154.518756,0.20532945,-0.000183912079,-8.1720169e-05,0.20532901,1.64149513e-05,-0.00174452854
154.525825,0.206729011,-0.000184026451,-8.1720169e-05,0.206728569,1.39733784e-05,-0.00190382425
154.526716,0.20690553,-0.000184040876,-8.1720169e-05,0.206905088,1.36373174e-05,-0.00192321262
154.531808,0.207913639,-0.000184123259,-8.1720169e-05,0.207913194,1.16985113e-05,-0.00203397034
154.534583,0.208456121,-0.000184167591,-0.000148103998,0.208455675,1.05951197e-05,-0.00209433981
154.538654,0.209270444,-0.000184288195,-0.000226029645,0.209269997,8.88965183e-06,-0.00217292383
154.543493,0.210228588,-0.000184504764,-0.000226029645,0.210228139,6.80767826e-06,-0.00226630847
154.546624,0.210854703,-0.000184646285,-0.000285944919,0.210854252,5.38871063e-06,-0.00232548578
154.551014,0.21172382,-0.000184894804,-0.000285944919,0.211723366,3.36759355e-06,-0.00240852833
154.555331,0.21256783,-0.000185136145,-0.000389226931,0.212567374,1.33477287e-06,-0.0024902592
154.558456,0.213186621,-0.000185376995,-0.000389226931,0.213186163,-2.06176006e-07,-0.00254739133
154.563456,0.214186673,-0.000185766242,-0.000293528154,0.214186212,-2.7536976e-06,-0.00263881788
154.566584,0.214812236,-0.000185949862,-0.000353390586,0.214811773,-4.40444097e-06,-0.00269144829
154.570746,0.2156364,-0.000186241115,-0.000353390586,0.215635934,-6.62263502e-06,-0.00276144407
154.580139,0.217496188,-0.000186898346,-0.000353390586,0.217495715,-1.17583271e-05,-0.00291097905
154.58026,0.217520133,-0.000186906808,-0.000353390586,0.21751966,-1.18280319e-05,-0.00291290431
154.583433,0.218148432,-0.000187128843,-0.000353390586,0.218147957,-1.36582053e-05,-0.0029633697
154.586568,0.218769132,-0.000187348192,-0.000353390586,0.218768653,-1.54975635e-05,-0.00298354784
154.590814,0.219609806,-0.000187645279,-0.000353390586,0.219609324,-1.80057537e-05,-0.00301085542
154.595641,0.220575192,-0.000187986437,-0.000445771966,0.220574705,-2.09123853e-05,-0.00303910881
154.598559,0.221152908,-0.000188243967,-0.000445771966,0.221152419,-2.26681264e-05,-0.00305618793
154.603194,0.222070741,-0.000188653111,-0.000445771966,0.222070248,-2.54731928e-05,-0.00308331659
154.606794,0.2227835,-0.000188970839,-0.000445771966,0.222783004,-2.76708498e-05,-0.00311372722
154.610676,0.223552008,-0.000189313418,-0.000445771966,0.223551508,-3.00637711e-05,-0.00314651671
154.61563,0.224542821,-0.000189755095,-0.000540586551,0.224542316,-3.31813738e-05,-0.00318836755
154.61871,0.225152805,-0.000190084844,-0.000540586551,0.225152297,-3.51262249e-05,-0.00322014243
154.623024,0.22602414,-0.000190555876,-0.000540586551,0.226023628,-3.79320444e-05,-0.0032646344
154.626584,0.226728968,-0.000190936897,-0.000540586551,0.226728452,-4.02330472e-05,-0.00330135407
154.630467,0.227505718,-0.000191356798,-0.000614916696,0.227505198,-4.27973693e-05,-0.00334610316
154.635648,0.228531575,-0.000191987614,-0.000614916696,0.228531049,-4.6229985e-05,-0.00340576019
154.638621,0.229120233,-0.00019234959,-0.000614916696,0.229119704,-4.82348097e-05,-0.00340674144
154.643025,0.230000993,-0.000192891184,-0.00069919999,0.230000459,-5.12353269e-05,-0.00340817717
154.647681,0.230922858,-0.000193535752,-0.00069919999,0.230922319,-5.43772016e-05,-0.00335846563
154.650549,0.231496389,-0.000193936765,-0.000754083359,0.231495847,-5.63033828e-05,-0.00332784274
154.655677,0.232511706,-0.000194702399,-0.000754083359,0.232511159,-5.96821922e-05,-0.00327308634
154.658881,0.233152519,-0.000195185625,-0.00081540514,0.233151968,-6.17796235e-05,-0.00321538437
154.662654,0.233890154,-0.000195787097,-0.000905670046,0.2338896,-6.4151402e-05,-0.00314745668
154.669004,0.235147443,-0.000196925786,-0.000905670046,0.235146883,-6.81086604e-05,-0.00302008685
154.670666,0.235479901,-0.000197226884,-0.000873855864,0.23547934,-6.91127115e-05,-0.00298674521
154.677268,0.236787145,-0.000198369226,-0.000873855864,0.236786578,-7.30171091e-05,-0.00285433829
154.678964,0.237126217,-0.000198665527,-0.000906303041,0.237125649,-7.39849368e-05,-0.00282796565
154.682617,0.237856873,-0.000199327723,-0.000836383786,0.237856303,-7.60512048e-05,-0.00277113417
154.687638,0.238871186,-0.000200176078,-0.000836383786,0.238870612,-7.8862e-05,-0.0026871691
154.69059,0.239461592,-0.000200669884,-0.000779885584,0.239461016,-8.04485195e-05,-0.00263779728
154.695011,0.240345811,-0.000201359474,-0.000864499825,0.240345232,-8.27809067e-05,-0.00256383834
154.698957,0.241134967,-0.000202041699,-0.000788982484,0.241134386,-8.48041735e-05,-0.00250105202
154.702408,0.241825227,-0.000202586302,-0.000722928856,0.241824644,-8.65305489e-05,-0.00244613485
154.708223,0.242999689,-0.000203435355,-0.000722928856,0.242999102,-8.94034379e-05,-0.00233248321
154.710519,0.243454315,-0.000203764017,-0.000722928856,0.243453728,-9.04638459e-05,-0.00228759653
154.714916,0.244333773,-0.000204399803,-0.000807087537,0.244333184,-9.24756897e-05,-0.00220162895
154.719898,0.245320133,-0.000205195881,-0.000807087537,0.245319541,-9.46472862e-05,-0.00209831249
154.723096,0.245959893,-0.000205712224,-0.000868308629,0.2459593,-9.59897025e-05,-0.00203196096
154.727351,0.246802218,-0.000206443622,-0.000868308629,0.246801623,-9.7701273e-05,-0.0019485728
154.73067,0.247459495,-0.000207014342,-0.000868308629,0.2474589,-9.89820251e-05,-0.00188350686
154.734644,0.248246359,-0.000207697583,-0.000868308629,0.248245762,-0.000100464089,-0.00180562444
154.741563,0.249616322,-0.000208887134,-0.000868308629,0.249615724,-0.000102937728,-0.00167376962
154.742651,0.249833958,-0.000209076109,-0.000889134984,0.24983336,-0.000103301999,-0.00165303297
154.747217,0.250746999,-0.000209887926,-0.00080176258,0.2507464,-0.000104811287,-0.00158244408
154.750515,0.251406582,-0.000210416755,-0.00086488061,0.251405982,-0.00010585504,-0.00153141705
154.754713,0.252246311,-0.000211143021,-0.000784523747,0.252245711,-0.000107141015,-0.00146641449
154.759708,0.25324528,-0.000211926735,-0.000880118849,0.253244678,-0.000108605917,-0.00139660621
154.762658,0.25382939,-0.000212440822,-0.000880118849,0.253828788,-0.000109421689,-0.00135537859
154.767123,0.254722441,-0.000213226814,-0.000794659326,0.254721839,-0.000110632112,-0.0012441649
154.770601,0.255417972,-0.000213779524,-0.000861217337,0.25541737,-0.000111497467,-0.00115755186
154.775159,0.256329493,-0.000214564541,-0.000773990465,0.25632889,-0.0001125526,-0.00104405543
154.779438,0.257185336,-0.000215226956,-0.000855889394,0.257184734,-0.000113446148,-0.000903015759
154.782484,0.257794503,-0.000215748336,-0.00079759592,0.2577939,-0.000113996235,-0.000802623857
154.786789,0.258655544,-0.000216435099,-0.000879992247,0.258654942,-0.000114687328,-0.00066142647
154.791681,0.259624249,-0.000217287551,-0.000879992247,0.259623646,-0.000115328054,-0.000500910935
154.798266,0.260927985,-0.00021843483,-0.000879992247,0.260927383,-0.000115981111,-0.000284748729
154.799636,0.261199307,-0.000218673591,-0.000879992247,0.261198705,-0.000116058369,-0.000235021328
154.802507,0.261773463,-0.000219178844,-0.000825049068,0.261772861,-0.000116193308,-0.000130845176
154.807436,0.262759192,-0.000219992119,-0.000919377223,0.26275859,-0.000116322286,7.16456399e-05
154.81161,0.263594015,-0.000220759636,-0.000839489873,0.263593413,-0.000116262475,0.000243132742
154.814458,0.264157902,-0.000221233014,-0.000839489873,0.264157301,-0.000116125375,0.000360129926
154.819263,0.265109312,-0.000222031713,-0.000839489873,0.265108711,-0.000115782744,0.000518754532
154.823288,0.265906396,-0.000222700857,-0.000839489873,0.265905795,-0.000115369253,0.000651674698
154.826657,0.266573439,-0.000223260833,-0.000839489873,0.266572839,-0.000114934557,0.000746315354
154.831683,0.267578626,-0.000224104678,-0.00074329967,0.267578026,-0.000114184371,0.000887507078
154.834486,0.268133562,-0.000224517162,-0.00074329967,0.268132962,-0.000113691861,0.00096623985
154.840635,0.269363406,-0.000225431304,-0.000625611266,0.269362805,-0.000112503537,0.00113184086
154.848009,0.27082346,-0.00022634473,-0.000625611266,0.270822858,-0.000110850989,0.00133041981
154.849746,0.271170918,-0.000226562104,-0.000592361657,0.271170316,-0.000110388723,0.00138267076
154.851648,0.271547376,-0.000226785103,-0.000592361657,0.271546774,-0.000109868206,0.00143984307
154.854941,0.272199456,-0.000227171371,-0.000592361657,0.272198853,-0.000108929314,0.00153883941
154.859352,0.273081601,-0.00022769392,-0.000507945771,0.273080998,-0.000107571833,0.00163974551
154.863794,0.273961082,-0.000228140649,-0.000507945771,0.273960478,-0.000106129709,0.00174126357
154.866398,0.27448204,-0.000228405267,-0.00045809331,0.274481435,-0.000105222584,0.00176750173
154.872864,0.275762275,-0.000228991734,-0.00045809331,0.275761668,-0.000102959767,0.00183256228
154.877449,0.276679171,-0.000229411758,-0.000370352084,0.276678563,-0.000101279499,0.0018786609
154.880435,0.277270356,-0.000229630705,-0.000370352084,0.277269746,-0.000100168864,0.00189389499
