time_s,dpx,dpy,px,py,theta
159.92,0.000772445,1.45827e-05,1.28903,-2.32894e-05,0.0171602
159.923,0.000771254,1.5608e-05,1.2898,-2.30216e-05,0.0172008
159.927,0.000939911,2.14307e-05,1.29074,-2.2653e-05,0.0172233
159.93,0.000683905,1.52987e-05,1.29143,-2.23895e-05,0.017243
159.934,0.000345682,4.437e-06,1.29177,-2.2313e-05,0.0172897
159.939,0.00102868,2.05201e-05,1.2928,-2.19582e-05,0.0173471
159.943,0.00102973,-6.37992e-05,1.29383,-2.30649e-05,0.017394
159.947,0.000941941,1.96822e-05,1.29477,-2.27226e-05,0.0174366
159.95,0.000685945,1.35414e-05,1.29546,-2.24865e-05,0.0174764
159.954,0.000857452,1.69094e-05,1.29631,-2.2191e-05,0.0175265
159.959,0.000940294,-6.23071e-05,1.29725,-2.32829e-05,0.0175317
159.962,0.000596993,1.46132e-05,1.29785,-2.30268e-05,0.0175348
159.967,0.000935484,2.5244e-05,1.29879,-2.25841e-05,0.0175135
159.97,0.000680308,1.83969e-05,1.29947,-2.2262e-05,0.0174976
159.974,0.000765207,2.08174e-05,1.30023,-2.18977e-05,0.0174782
159.979,0.000593067,-6.54134e-05,1.30083,-2.3041e-05,0.0174214
159.982,0.00110425,3.09756e-05,1.30193,-2.25014e-05,0.0173831
159.986,0.000592676,1.83314e-05,1.30252,-2.21827e-05,0.0173435
159.99,0.000934091,2.64441e-05,1.30346,-2.17241e-05,0.0173084
159.994,0.000848727,2.44246e-05,1.3043,-2.13014e-05,0.017272
159.999,0.000592715,-6.51105e-05,1.3049,-2.24259e-05,0.0172117
160.002,0.000933688,2.67909e-05,1.30583,-2.19648e-05,0.0171726
160.006,0.000679783,1.88494e-05,1.30651,-2.16411e-05,0.0171515
160.02,0.000760004,2.52986e-05,1.30727,-2.12073e-05,0.0170806
160.021,0.00102492,-5.96565e-05,1.30829,-2.22262e-05,0.0170798
160.021,0.00102288,2.55139e-05,1.30932,-2.17904e-05,0.0170799
160.024,0.000596782,1.4795e-05,1.30991,-2.15377e-05,0.0170809
160.027,0.000852273,2.13706e-05,1.31077,-2.11727e-05,0.0170796
160.031,0.00102476,-5.95117e-05,1.31179,-2.21891e-05,0.0170772
160.034,0.000511293,1.28829e-05,1.3123,-2.19691e-05,0.0170757
160.039,0.000936529,2.43439e-05,1.31324,-2.15535e-05,0.0170648
160.046,0.000680421,1.83002e-05,1.31392,-2.12412e-05,0.0170499
160.049,0.00085668,-6.58338e-05,1.31478,-2.23636e-05,0.0170713
160.051,0.000940138,2.12352e-05,1.31572,-2.20011e-05,0.017096
160.054,0.000599099,1.27988e-05,1.31631,-2.17823e-05,0.01712
160.059,0.000858655,1.58727e-05,1.31717,-2.15106e-05,0.0171819
160.064,0.000857968,1.64647e-05,1.31803,-2.12277e-05,0.0172371
160.066,0.000343946,5.93269e-06,1.31837,-2.11254e-05,0.0172666
160.071,0.000946402,-6.75686e-05,1.31932,-2.22921e-05,0.0173324
160.079,0.00103258,1.71544e-05,1.32035,-2.19947e-05,0.0174285
160.081,0.000853773,2.0078e-05,1.32121,-2.16448e-05,0.0174421
160.084,0.000769627,1.70096e-05,1.32198,-2.13482e-05,0.0174665
160.086,0.000768922,-6.57908e-05,1.32275,-2.24972e-05,0.0174629
160.093,0.000936713,2.41853e-05,1.32368,-2.20749e-05,0.0174538
160.095,0.0006815,1.73705e-05,1.32436,-2.17718e-05,0.0174496
160.098,0.000340798,-7.47642e-05,1.3247,-2.30763e-05,0.017427
160.103,0.00110444,3.08085e-05,1.32581,-2.25394e-05,0.0173906
160.116,0.000924659,3.45687e-05,1.32673,-2.19383e-05,0.0172621
160.121,0.000935185,-5.79066e-05,1.32767,-2.29378e-05,0.0172167
160.126,0.000676447,2.17228e-05,1.32834,-2.25638e-05,0.0171626
160.128,0.000851689,2.18734e-05,1.3292,-2.21885e-05,0.0171555
160.129,0.000939335,-6.1481e-05,1.33014,-2.32431e-05,0.0171513
160.131,0.000596427,1.51005e-05,1.33073,-2.29842e-05,0.0171488
160.133,0.00093727,2.37053e-05,1.33167,-2.25777e-05,0.0171451
160.135,0.000681627,1.72614e-05,1.33235,-2.22817e-05,0.0171423
160.138,0.000769436,-6.62341e-05,1.33312,-2.34171e-05,0.0171438
160.154,0.000597542,1.41402e-05,1.33372,-2.31747e-05,0.0171523
160.156,0.00110687,2.8713e-05,1.33482,-2.26822e-05,0.01714
160.157,0.000853335,-6.29527e-05,1.33568,-2.37612e-05,0.0171282
160.165,0.000675765,2.23108e-05,1.33635,-2.3379e-05,0.0170673
160.165,0.000767055,1.92255e-05,1.33712,-2.30509e-05,0.0170662
160.165,0.00102283,2.55531e-05,1.33814,-2.26149e-05,0.0170658
160.166,0.000682469,-6.68724e-05,1.33882,-2.3756e-05,0.0170502
160.171,0.000336261,1.2552e-05,1.33916,-2.3542e-05,0.0170037
160.176,0.00101988,2.80966e-05,1.34018,-2.30643e-05,0.016974
160.178,0.000938154,-6.04644e-05,1.34112,-2.40906e-05,0.0169581
160.183,0.00102004,2.79615e-05,1.34214,-2.36164e-05,0.0169299
160.186,0.000681127,1.76922e-05,1.34282,-2.33169e-05,0.0169221
160.19,0.000766228,1.99379e-05,1.34359,-2.29795e-05,0.0169129
160.195,0.00102638,-6.09107e-05,1.34461,-2.40097e-05,0.0169265
160.198,0.000512269,1.20427e-05,1.34512,-2.38058e-05,0.0169347
160.203,0.000938942,2.22659e-05,1.34606,-2.34288e-05,0.0169476
160.209,0.000686042,1.3458e-05,1.34675,-2.32007e-05,0.0169885
160.21,0.000853474,2.03355e-05,1.3476,-2.28553e-05,0.0169991
160.22,0.000939266,-6.1422e-05,1.34854,-2.38993e-05,0.0169942
160.22,0.000596671,1.48908e-05,1.34914,-2.36463e-05,0.0169941
160.223,0.000937461,2.3541e-05,1.35008,-2.32462e-05,0.0169924
160.228,0.000764224,-6.17443e-05,1.35084,-2.42954e-05,0.0169423
160.23,0.00033797,1.10797e-05,1.35118,-2.41077e-05,0.0169127
160.235,0.00135896,3.82169e-05,1.35254,-2.34614e-05,0.0168644
160.238,0.00059354,1.75878e-05,1.35313,-2.31648e-05,0.0168333
160.243,0.000849301,-5.94779e-05,1.35398,-2.41659e-05,0.0167816
160.247,0.000682564,1.64537e-05,1.35466,-2.38898e-05,0.016788
160.25,0.000852854,2.08698e-05,1.35551,-2.35395e-05,0.0167925
160.255,0.000941968,-6.37494e-05,1.35646,-2.46099e-05,0.0168143
160.258,0.000683079,1.60102e-05,1.35714,-2.43407e-05,0.0168258
160.262,0.000342642,7.05581e-06,1.35748,-2.4222e-05,0.0168425
160.267,0.00153753,-4.79055e-05,1.35902,-2.50288e-05,0.0168533
160.271,0.000512125,1.21663e-05,1.35953,-2.48238e-05,0.0168601
160.277,0.000938928,2.22772e-05,1.36047,-2.44482e-05,0.0168728
160.278,0.000683553,-6.78066e-05,1.36115,-2.55923e-05,0.016868
160.282,0.000765944,2.01827e-05,1.36192,-2.52518e-05,0.0168559
160.287,0.00110297,3.20719e-05,1.36302,-2.47113e-05,0.016805
160.291,0.000507931,1.57788e-05,1.36353,-2.44461e-05,0.0167703
160.295,0.000935591,-5.82564e-05,1.36446,-2.5423e-05,0.016729
160.298,0.000677557,2.07668e-05,1.36514,-2.50757e-05,0.0166858
160.302,0.000423586,-7.05259e-05,1.36557,-2.62524e-05,0.0166389
160.309,0.00101494,3.23538e-05,1.36658,-2.57141e-05,0.0165603
160.31,0.000935596,2.51474e-05,1.36752,-2.52976e-05,0.01654
160.315,0.000849453,-5.96086e-05,1.36837,-2.62835e-05,0.0164898
160.32,0.000678311,2.01179e-05,1.36904,-2.59518e-05,0.0164541
160.323,0.000850179,2.31738e-05,1.36989,-2.55705e-05,0.0164321
160.327,0.00093621,-5.87898e-05,1.37083,-2.65365e-05,0.0163969
160.331,0.000678769,1.97227e-05,1.37151,-2.62131e-05,0.0163658
160.334,0.000423553,1.29103e-05,1.37193,-2.60019e-05,0.0163396
160.344,0.00100878,-4.57517e-05,1.37294,-2.67494e-05,0.016179
160.347,0.00101704,3.05468e-05,1.37396,-2.62552e-05,0.0161211
160.35,0.000849525,2.37374e-05,1.37481,-2.58725e-05,0.0160927
160.352,0.000682101,-6.65555e-05,1.37549,-2.69435e-05,0.0160734
160.354,0.000849106,2.40987e-05,1.37634,-2.65562e-05,0.0160408
160.362,0.00101812,-5.37989e-05,1.37736,-2.74192e-05,0.0159727
160.362,0.000510824,1.32871e-05,1.37787,-2.72069e-05,0.0159666
160.369,0.000927522,3.21024e-05,1.37879,-2.66944e-05,0.0158665
160.373,0.000763184,-6.08484e-05,1.37956,-2.76598e-05,0.0158061
160.376,0.000762251,2.33635e-05,1.38032,-2.72905e-05,0.0157575
160.379,0.000937778,-6.01397e-05,1.38126,-2.82381e-05,0.0157378
160.382,0.0005948,1.65022e-05,1.38185,-2.79784e-05,0.0157192
160.387,0.000935805,2.49675e-05,1.38279,-2.7586e-05,0.0157011
160.391,0.000767351,-6.44384e-05,1.38355,-2.85977e-05,0.0156819
160.394,0.000339902,9.41563e-06,1.38389,-2.845e-05,0.0156714
160.399,0.00145042,3.49924e-05,1.38534,-2.79017e-05,0.0156847
160.402,0.000599644,-7.10789e-05,1.38594,-2.90165e-05,0.015693
160.408,0.000591676,1.9193e-05,1.38654,-2.87153e-05,0.0156435
160.411,0.00084911,2.40948e-05,1.38738,-2.83384e-05,0.0156109
160.414,0.00102248,-5.75492e-05,1.38841,-2.92368e-05,0.0155859
160.419,0.000842895,2.94485e-05,1.38925,-2.87778e-05,0.0154918
160.423,0.000676412,-6.16549e-05,1.38993,-2.97329e-05,0.0154162
160.426,0.000848958,2.42261e-05,1.39078,-2.93594e-05,0.0153822
160.431,0.00101793,2.97755e-05,1.39179,-2.89014e-05,0.0153332
160.434,0.00059586,-6.78196e-05,1.39239,-2.99413e-05,0.0153041
160.439,0.000930535,2.95069e-05,1.39332,-2.94897e-05,0.0152337
160.443,0.000678169,-6.31689e-05,1.394,-3.0452e-05,0.0151756
160.446,0.000765084,2.09231e-05,1.39476,-3.01345e-05,0.015155
160.455,0.00101652,3.09926e-05,1.39578,-2.96648e-05,0.0150921
160.456,0.000598709,-7.02732e-05,1.39638,-3.07253e-05,0.0150911
160.459,0.000851352,2.21635e-05,1.39723,-3.03909e-05,0.0150807
160.462,0.000766038,2.01012e-05,1.39799,-3.00878e-05,0.0150697
160.466,0.000336869,1.20279e-05,1.39833,-2.99065e-05,0.0150292
160.471,0.00110483,-5.29374e-05,1.39944,-3.07021e-05,0.0149756
160.476,0.000933011,2.73745e-05,1.40037,-3.02922e-05,0.0149298
160.479,0.000936595,-5.91208e-05,1.40131,-3.11748e-05,0.0148984
160.483,0.000762121,2.34756e-05,1.40207,-3.0825e-05,0.0148485
160.486,0.000677836,2.05267e-05,1.40275,-3.05203e-05,0.0148081
160.491,0.00101703,-5.28547e-05,1.40376,-3.13029e-05,0.0147291
160.494,0.000677253,2.10285e-05,1.40444,-3.09932e-05,0.0146829
160.498,0.000421666,1.45364e-05,1.40486,-3.07798e-05,0.014638
160.503,0.000931823,2.83977e-05,1.40579,-3.03641e-05,0.0145805
160.511,0.0010238,-5.86852e-05,1.40682,-3.12197e-05,0.0145685
160.512,0.00093736,2.3628e-05,1.40775,-3.08755e-05,0.0145658
160.514,0.00068162,1.72668e-05,1.40844,-3.0624e-05,0.0145628
160.518,0.000852823,-6.25116e-05,1.40929,-3.15343e-05,0.014546
160.525,0.000934938,2.57145e-05,1.41022,-3.11603e-05,0.0145192
160.527,0.000596516,1.50242e-05,1.41082,-3.09422e-05,0.0145176
160.531,0.000939428,-6.15613e-05,1.41176,-3.18359e-05,0.0145143
160.534,0.000681623,1.72645e-05,1.41244,-3.15853e-05,0.0145114
160.538,0.000767056,1.92242e-05,1.41321,-3.13063e-05,0.0145104
160.547,0.000598566,-7.01504e-05,1.41381,-3.23242e-05,0.014508
160.547,0.00102278,2.55982e-05,1.41483,-3.19528e-05,0.014507
160.551,0.000851448,2.20813e-05,1.41568,-3.16325e-05,0.0144976
160.554,0.000766102,2.00462e-05,1.41645,-3.13419e-05,0.0144872
160.558,0.000427849,-7.41986e-05,1.41687,-3.24168e-05,0.0144824
160.563,0.00136324,3.45312e-05,1.41824,-3.19167e-05,0.0144766
160.566,0.000594534,1.6731e-05,1.41883,-3.16745e-05,0.0144553
160.57,0.000593758,1.73999e-05,1.41942,-3.1423e-05,0.0144264
160.576,0.000771814,1.51258e-05,1.4202,-3.12048e-05,0.0144725
160.578,0.00102524,2.3478e-05,1.42122,-3.0865e-05,0.0144959
160.583,0.00102916,-6.33025e-05,1.42225,-3.17826e-05,0.014537
160.586,0.000599519,1.24375e-05,1.42285,-3.16018e-05,0.0145652
160.591,0.000856465,1.77596e-05,1.42371,-3.13431e-05,0.0146054
160.595,0.0010272,2.17884e-05,1.42473,-3.10249e-05,0.0146483
160.598,0.000513193,1.1247e-05,1.42525,-3.08602e-05,0.0146656
160.603,0.000942771,-6.44407e-05,1.42619,-3.18052e-05,0.0146954
160.606,0.000684054,1.51703e-05,1.42687,-3.15823e-05,0.0147165
160.61,0.000854962,-6.43541e-05,1.42773,-3.25293e-05,0.0147209
160.615,0.000938164,2.29355e-05,1.42867,-3.21917e-05,0.0147261
160.618,0.000597038,1.45744e-05,1.42926,-3.19771e-05,0.0147296
160.623,0.000855115,-6.44861e-05,1.43012,-3.29269e-05,0.0147355
160.626,0.000767536,1.88111e-05,1.43089,-3.26497e-05,0.0147392
160.631,0.000429165,8.07685e-06,1.43131,-3.25307e-05,0.0147686
160.635,0.00102787,-6.2195e-05,1.43234,-3.34492e-05,0.014797
160.638,0.00094048,2.09404e-05,1.43328,-3.31393e-05,0.0148251
160.644,0.00085739,1.69627e-05,1.43414,-3.28879e-05,0.0148745
160.647,0.00042957,7.72779e-06,1.43457,-3.27729e-05,0.0149079
160.65,0.00102748,-6.18541e-05,1.4356,-3.3695e-05,0.0149324
160.655,0.00102726,2.17378e-05,1.43662,-3.33704e-05,0.0149758
160.658,0.000687623,1.20963e-05,1.43731,-3.31893e-05,0.0150323
160.662,0.000348167,2.29648e-06,1.43766,-3.31548e-05,0.0151036
160.667,0.0014515,3.40622e-05,1.43911,-3.26403e-05,0.0151276
160.67,0.000514849,-7.35882e-05,1.43963,-3.37535e-05,0.0151403
160.676,0.000940502,2.09214e-05,1.44057,-3.34368e-05,0.0151687
160.678,0.000683183,1.5921e-05,1.44125,-3.31953e-05,0.0151812
160.682,0.000855127,1.89118e-05,1.4421,-3.29082e-05,0.0152082
160.687,0.000943422,1.84062e-05,1.44305,-3.26283e-05,0.0152655
160.692,0.000602443,9.91887e-06,1.44365,-3.24768e-05,0.0153225
160.695,0.000942935,-6.45826e-05,1.44459,-3.34664e-05,0.0153539
160.698,0.000685687,1.37641e-05,1.44528,-3.3255e-05,0.0153912
160.702,0.000685979,1.35124e-05,1.44596,-3.30471e-05,0.0154314
160.716,0.000624797,-9.33731e-06,1.44659,-3.31912e-05,0.0157098
160.718,0.0010253,2.3431e-05,1.44761,-3.28231e-05,0.0157338
160.719,0.000855298,1.87649e-05,1.44847,-3.25279e-05,0.0157625
160.723,0.000775778,1.17118e-05,1.44925,-3.23433e-05,0.0158478
160.723,0.000769825,-6.65689e-05,1.45002,-3.33982e-05,0.0158532
160.727,0.000945966,1.62152e-05,1.45096,-3.31411e-05,0.0159356
160.731,0.000689731,1.02809e-05,1.45165,-3.29773e-05,0.016013
160.734,0.000349072,1.51674e-06,1.452,-3.2953e-05,0.0160933
160.746,0.0010307,1.87757e-05,1.45303,-3.26509e-05,0.0161708
160.75,0.00102729,-6.16972e-05,1.45406,-3.36485e-05,0.0161934
160.751,0.000937666,2.33646e-05,1.45499,-3.32702e-05,0.0161937
160.751,0.000681927,1.70027e-05,1.45568,-3.29949e-05,0.0161938
160.755,0.000767255,1.90529e-05,1.45644,-3.26863e-05,0.0161948
160.759,0.00102903,-6.31943e-05,1.45747,-3.37097e-05,0.0162346
160.762,0.000513955,1.05905e-05,1.45799,-3.35378e-05,0.0162595
160.767,0.00094519,1.68834e-05,1.45893,-3.32633e-05,0.0163343
160.77,0.000687879,1.1876e-05,1.45962,-3.30693e-05,0.0163933
160.777,0.000863553,1.16537e-05,1.46048,-3.28783e-05,0.0165038
160.779,0.000941493,-6.33404e-05,1.46142,-3.39236e-05,0.0165209
160.783,0.000599537,1.24215e-05,1.46202,-3.37184e-05,0.0165492
160.787,0.000936651,2.42393e-05,1.46296,-3.33172e-05,0.0165394
160.793,0.00068035,1.83612e-05,1.46364,-3.30136e-05,0.0165239
160.795,0.000425783,1.09893e-05,1.46407,-3.2832e-05,0.0165198
160.799,0.00128111,-5.36765e-05,1.46535,-3.37187e-05,0.0165236
160.802,0.000682231,1.67408e-05,1.46603,-3.34421e-05,0.0165267
160.818,0.000600641,1.14704e-05,1.46663,-3.32525e-05,0.0165659
160.819,0.000852707,2.09968e-05,1.46748,-3.29047e-05,0.0165689
160.82,0.00102306,2.53542e-05,1.46851,-3.24846e-05,0.0165708
160.821,0.000855024,-6.44079e-05,1.46936,-3.35519e-05,0.0165757
160.825,0.000683715,1.54624e-05,1.47004,-3.32956e-05,0.0165935
160.826,0.000854065,1.98266e-05,1.4709,-3.29666e-05,0.01661
160.833,0.00094578,1.63755e-05,1.47184,-3.26946e-05,0.0166906
160.835,0.000599276,1.26465e-05,1.47244,-3.24835e-05,0.0167164
160.844,0.000866474,9.1375e-06,1.47331,-3.23308e-05,0.0168557
160.845,0.000771764,-6.82395e-05,1.47408,-3.3481e-05,0.0168803
160.847,0.000768812,1.77121e-05,1.47485,-3.3182e-05,0.0168966
160.851,0.00102719,2.17989e-05,1.47588,-3.28137e-05,0.0169394
160.854,0.000599711,1.22716e-05,1.47648,-3.26058e-05,0.0169694
160.859,0.000940632,2.08101e-05,1.47742,-3.22527e-05,0.016999
160.862,0.000684419,1.48561e-05,1.4781,-3.20002e-05,0.0170238
160.866,0.000347077,3.23543e-06,1.47845,-3.19451e-05,0.0170843
160.871,0.00103132,1.8246e-05,1.47948,-3.16334e-05,0.0171679
160.877,0.000947722,1.47022e-05,1.48043,-3.1381e-05,0.0172677
160.879,0.00043092,6.56438e-06,1.48086,-3.12677e-05,0.0173145
160.883,0.00120867,-6.68273e-05,1.48207,-3.24247e-05,0.017445
160.886,0.000773582,1.36027e-05,1.48284,-3.21874e-05,0.0175086
160.891,0.000950076,1.26746e-05,1.48379,-3.19655e-05,0.0176318
160.894,0.000689114,1.08117e-05,1.48448,-3.17749e-05,0.017703
160.898,0.000347441,2.9214e-06,1.48483,-3.17232e-05,0.0177672
160.903,0.00103241,-6.61033e-05,1.48586,-3.28976e-05,0.0178405
160.91,0.000948389,1.41282e-05,1.48681,-3.26455e-05,0.0179469
160.913,0.00102515,2.35557e-05,1.48783,-3.22228e-05,0.0179695
160.915,0.000683823,1.53699e-05,1.48852,-3.19466e-05,0.0179883
160.93,0.000778312,9.52848e-06,1.48929,-3.17752e-05,0.0180987
160.93,0.00102523,-5.9922e-05,1.49032,-3.28597e-05,0.018101
160.93,0.00059675,1.48221e-05,1.49091,-3.25914e-05,0.0181017
160.937,0.000941231,2.02938e-05,1.49186,-3.22241e-05,0.0181373
160.937,0.000681969,1.69667e-05,1.49254,-3.19164e-05,0.0181378
160.939,0.000768464,1.80118e-05,1.49331,-3.15897e-05,0.0181507
160.944,0.000686587,1.2989e-05,1.49399,-3.13539e-05,0.0181969
160.947,0.000939806,2.15211e-05,1.49493,-3.09623e-05,0.0182184
160.951,0.000945083,-6.64328e-05,1.49588,-3.21726e-05,0.0182711
160.959,0.00043764,7.76405e-07,1.49631,-3.21584e-05,0.0183843
160.959,0.001023,2.54079e-05,1.49734,-3.16913e-05,0.0183856
160.963,0.00102646,2.24325e-05,1.49836,-3.12789e-05,0.018421
160.966,0.000599864,1.21399e-05,1.49896,-3.10553e-05,0.0184525
160.97,0.000599189,-7.06871e-05,1.49956,-3.23596e-05,0.0184563
160.976,0.000767647,1.87154e-05,1.50033,-3.20142e-05,0.0184612
160.978,0.00102281,2.55723e-05,1.50135,-3.15421e-05,0.0184605
160.983,0.000937507,2.35019e-05,1.50229,-3.11083e-05,0.0184592
160.986,0.000681831,1.70854e-05,1.50297,-3.07929e-05,0.0184583
160.991,0.0008547,1.92794e-05,1.50383,-3.04371e-05,0.0184811
160.995,0.000942021,-6.37954e-05,1.50477,-3.1616e-05,0.0185035
160.998,0.000599235,1.2682e-05,1.50537,-3.13813e-05,0.0185288
161.003,0.000941795,1.98076e-05,1.50631,-3.10144e-05,0.01857
161.006,0.000685044,1.43182e-05,1.50699,-3.07485e-05,0.0186009
161.01,0.000768252,1.81938e-05,1.50776,-3.04101e-05,0.0186117
161.015,0.00102418,2.43909e-05,1.50879,-2.99562e-05,0.0186246
161.018,0.000598138,1.3627e-05,1.50938,-2.97024e-05,0.0186391
161.023,0.000854517,1.94377e-05,1.51024,-2.93401e-05,0.0186601
161.026,0.000770872,-6.74707e-05,1.51101,-3.0599e-05,0.0186758
161.03,0.000346704,3.55678e-06,1.51136,-3.05326e-05,0.0187327
161.036,0.00103162,1.79878e-05,1.51239,-3.01957e-05,0.0188192
161.038,0.000939684,2.16259e-05,1.51333,-2.97887e-05,0.0188394
161.048,0.000947675,1.47427e-05,1.51427,-2.9511e-05,0.0189388
161.049,0.000768647,1.78541e-05,1.51504,-2.91729e-05,0.0189536
161.05,0.00077008,-6.6789e-05,1.51581,-3.04387e-05,0.0189614
161.057,0.00102764,2.14156e-05,1.51684,-3.00326e-05,0.0190085
161.059,0.000684313,1.49472e-05,1.51752,-2.97485e-05,0.0190323
161.063,0.000344636,5.33769e-06,1.51787,-2.96469e-05,0.0190687
161.068,0.00136806,3.03867e-05,1.51924,-2.90675e-05,0.0191104
161.07,0.000601506,-7.26827e-05,1.51984,-3.04565e-05,0.0191372
161.082,0.000949479,1.31891e-05,1.52079,-3.02041e-05,0.0192544
161.082,0.000682087,1.68649e-05,1.52147,-2.98794e-05,0.0192561
161.082,0.000852461,2.12083e-05,1.52232,-2.9471e-05,0.0192567
161.087,0.000944621,-6.60346e-05,1.52327,-3.07425e-05,0.0193048
161.092,0.000686916,1.27052e-05,1.52395,-3.04973e-05,0.0193543
161.095,0.00085509,1.89441e-05,1.52481,-3.01307e-05,0.0193809
161.098,0.000680904,1.78841e-05,1.52549,-2.97841e-05,0.0193709
161.102,0.000768102,-6.50845e-05,1.52626,-3.10447e-05,0.0193591
161.107,0.000676305,2.18452e-05,1.52693,-3.06218e-05,0.0193036
161.11,0.00101928,2.86145e-05,1.52795,-3.00695e-05,0.0192679
161.115,0.000764182,-6.17079e-05,1.52872,-3.12584e-05,0.0192174
161.12,0.000761622,2.39053e-05,1.52948,-3.07991e-05,0.0191626
161.122,0.000337975,1.10758e-05,1.52982,-3.05868e-05,0.019133
161.127,0.00136313,3.4632e-05,1.53118,-2.99243e-05,0.019126
161.131,0.000681371,1.74818e-05,1.53186,-2.95899e-05,0.0191206
161.134,0.000340427,8.9632e-06,1.5322,-2.94186e-05,0.0191153
161.142,0.00102929,-6.34199e-05,1.53323,-3.06308e-05,0.0191578
161.143,0.00102345,2.5026e-05,1.53425,-3.01514e-05,0.0191634
161.149,0.000942959,1.88051e-05,1.5352,-2.9791e-05,0.0192161
161.155,0.000602058,1.02505e-05,1.5358,-2.9594e-05,0.0192694
161.155,0.000852503,2.11722e-05,1.53665,-2.91861e-05,0.0192704
161.16,0.00102475,-5.95077e-05,1.53767,-3.03328e-05,0.0192679
161.162,0.000511304,1.28736e-05,1.53819,-3.00847e-05,0.0192666
161.167,0.000935123,2.55554e-05,1.53912,-2.95924e-05,0.0192417
161.17,0.000680047,1.86219e-05,1.5398,-2.92341e-05,0.0192231
161.175,0.000766547,-6.37453e-05,1.54057,-3.04594e-05,0.019196
161.179,0.00102251,2.58298e-05,1.54159,-2.99636e-05,0.0191924
161.182,0.000596399,1.51245e-05,1.54219,-2.96734e-05,0.0191896
161.187,0.000855736,1.83876e-05,1.54304,-2.93205e-05,0.0192227
161.19,0.000770019,1.66722e-05,1.54381,-2.90001e-05,0.019251
161.194,0.00043104,-7.69472e-05,1.54424,-3.04813e-05,0.0192779
161.199,0.00128433,2.69581e-05,1.54553,-2.99616e-05,0.0193346
161.202,0.000685546,1.38857e-05,1.54621,-2.96932e-05,0.0193705
161.211,0.000514112,1.04553e-05,1.54673,-2.94906e-05,0.019397
161.211,0.00111041,-5.77418e-05,1.54784,-3.06106e-05,0.0193986
161.214,0.000768016,1.83977e-05,1.5486,-3.02537e-05,0.0194071
161.219,0.00101876,2.90658e-05,1.54962,-2.96897e-05,0.0193663
161.222,0.000595847,-6.78079e-05,1.55022,-3.10028e-05,0.019337
161.226,0.000422756,1.35975e-05,1.55064,-3.07399e-05,0.0193029
161.231,0.00144244,4.18637e-05,1.55208,-2.99318e-05,0.0192372
161.234,0.000594833,-6.69344e-05,1.55268,-3.12194e-05,0.0191979
161.243,0.00083742,3.41641e-05,1.55351,-3.05635e-05,0.0190496
161.243,0.000681722,1.71795e-05,1.5542,-3.02363e-05,0.0190476
161.246,0.000847142,2.579e-05,1.55504,-2.97451e-05,0.0189956
161.251,0.00102162,-5.68136e-05,1.55606,-3.08242e-05,0.0189621
161.254,0.000594673,1.66117e-05,1.55666,-3.05093e-05,0.0189423
161.259,0.000936776,2.41316e-05,1.5576,-3.00522e-05,0.0189337
161.262,0.000598313,-6.99321e-05,1.55819,-3.13762e-05,0.0189288
161.269,0.000510251,1.37804e-05,1.5587,-3.11153e-05,0.0189171
161.271,0.000936239,2.45938e-05,1.55964,-3.06501e-05,0.0189032
161.276,0.00102127,-5.65116e-05,1.56066,-3.17183e-05,0.0188663
161.279,0.000850424,2.29634e-05,1.56151,-3.12851e-05,0.0188468
161.283,0.00110373,3.1424e-05,1.56261,-3.06929e-05,0.0188033
161.286,8.29294e-05,4.11645e-06,1.5627,-3.06155e-05,0.0187804
161.292,0.00136199,-4.77989e-05,1.56406,-3.15131e-05,0.0187411
161.294,0.000680263,1.84364e-05,1.56474,-3.11676e-05,0.0187247
161.306,0.000331817,1.63802e-05,1.56507,-3.08609e-05,0.0186342
161.306,0.00102491,-5.96433e-05,1.5661,-3.19723e-05,0.0186332
161.309,0.000935164,2.55201e-05,1.56703,-3.14968e-05,0.0186087
161.311,0.00102184,2.64111e-05,1.56805,-3.10053e-05,0.0185984
161.314,0.000680375,1.83395e-05,1.56873,-3.06643e-05,0.0185831
161.318,0.000768623,-6.55339e-05,1.5695,-3.1882e-05,0.0185766
161.323,0.00102208,2.62007e-05,1.57052,-3.13953e-05,0.0185687
161.326,0.000510995,1.31398e-05,1.57103,-3.11514e-05,0.0185643
161.331,0.000939509,-6.16312e-05,1.57197,-3.22954e-05,0.0185618
161.334,0.000681736,1.71673e-05,1.57266,-3.19768e-05,0.01856
161.338,0.0008511,2.23808e-05,1.57351,-3.15614e-05,0.0185471
161.35,0.00102112,-5.63783e-05,1.57453,-3.2607e-05,0.0185087
161.35,0.000596635,1.49211e-05,1.57512,-3.23309e-05,0.0185082
161.351,0.000595705,1.57223e-05,1.57572,-3.20399e-05,0.0184986
161.354,0.00101917,2.87056e-05,1.57674,-3.15089e-05,0.0184619
161.358,0.000423062,-7.00748e-05,1.57716,-3.28026e-05,0.0184098
161.363,0.00093136,2.87967e-05,1.57809,-3.22725e-05,0.0183476
161.366,0.00110403,3.11614e-05,1.5792,-3.17007e-05,0.0183072
161.37,0.000593142,-6.54782e-05,1.57979,-3.28994e-05,0.0182511
161.38,0.000753666,3.07585e-05,1.58054,-3.23381e-05,0.0181175
161.38,0.00102258,2.57755e-05,1.58157,-3.18711e-05,0.0181145
