time_s,dpx,dpy,px,py,theta
184.502,-1.11252e-05,4.88714e-05,4.9994,0.00112406,1.22953
184.505,7.75945e-05,-4.32658e-05,4.99943,0.00108329,1.23289
184.513,0.000511835,-0.000425172,4.99959,0.000682157,1.23969
184.515,-0.000469699,0.000459596,4.99944,0.00111679,1.24109
184.517,-5.09895e-05,6.74946e-05,4.99943,0.00118065,1.24318
184.523,0.000167076,-0.000112486,4.99948,0.00107415,1.2483
184.525,-7.44868e-05,8.77349e-05,4.99946,0.00115736,1.25016
184.529,1.38947e-06,0.000113642,4.99946,0.00126521,1.25365
184.534,2.78441e-06,3.68898e-05,4.99946,0.00130026,1.258
184.537,7.64694e-07,2.29143e-05,4.99946,0.00132206,1.26061
184.544,0.000173105,-0.00019323,4.99951,0.00113805,1.26662
184.545,-0.000116944,0.000124306,4.99948,0.00125665,1.26806
184.549,-0.000109584,0.000133682,4.99944,0.00138425,1.2713
184.554,0.000195784,-0.000228481,4.9995,0.00116594,1.27581
184.557,-0.00012692,0.000148615,4.99946,0.00130814,1.27888
184.561,1.47082e-05,1.87612e-05,4.99947,0.00132611,1.28249
184.565,-2.58909e-05,5.37327e-05,4.99946,0.00137762,1.28569
184.569,0.000185286,-0.000143887,4.99951,0.00123954,1.28926
184.575,-3.01952e-05,-2.39498e-06,4.9995,0.00123724,1.29499
184.577,-0.000111275,0.000119424,4.99947,0.00135215,1.29648
184.581,0.00011104,-7.2075e-05,4.9995,0.00128277,1.30018
184.586,9.18425e-05,-4.76813e-05,4.99953,0.00123683,1.30455
184.589,-0.000253424,0.000182033,4.99946,0.00141245,1.30721
184.6,0.000527384,-0.000414993,4.9996,0.00101179,1.31675
184.6,-0.000250632,0.000239464,4.99954,0.00124357,1.31687
184.601,-0.000215328,0.000216911,4.99948,0.00145352,1.3182
184.606,1.55839e-05,2.58645e-05,4.99949,0.00147856,1.32268
184.61,6.81716e-05,-0.000118557,4.9995,0.00136364,1.32592
184.613,-0.000113976,0.000137466,4.99947,0.001497,1.32912
184.617,4.61483e-05,-1.61785e-05,4.99949,0.00148129,1.33217
184.622,0.000120127,-7.20447e-05,4.99951,0.00141129,1.33682
184.626,-0.000168316,0.000108723,4.99948,0.00151705,1.34032
184.629,3.223e-06,2.07967e-05,4.99948,0.0015373,1.34295
184.633,5.44432e-05,-1.5466e-05,4.99949,0.00152223,1.34695
184.637,-2.49396e-05,5.29132e-05,4.99948,0.00157383,1.35016
184.643,0.000410301,-0.000337712,4.99957,0.0012443,1.35596
184.646,-0.000211136,0.000221158,4.99953,0.00146037,1.35819
184.649,-0.000148791,0.000167455,4.9995,0.00162406,1.36104
184.653,-3.12137e-05,-1.7233e-05,4.99949,0.0016072,1.36504
184.658,0.000267265,-0.000214503,4.99954,0.00139722,1.36941
184.661,-0.000266366,0.00027659,4.99949,0.00166822,1.37197
184.668,0.000228679,-0.000241101,4.99954,0.00143187,1.37853
184.67,-8.45098e-05,0.000179777,4.99952,0.00160834,1.38031
184.68,0.000772927,-0.000733482,4.99967,0.000888123,1.38968
184.681,-0.000624295,0.000517212,4.99955,0.00139687,1.39039
184.682,-5.06809e-05,0.000142779,4.99954,0.00153734,1.39164
184.686,-0.000137964,0.000158129,4.99952,0.00169293,1.3946
184.689,-4.89921e-05,-9.77658e-06,4.99951,0.00168331,1.39756
184.693,2.82336e-05,7.11064e-06,4.99952,0.00169031,1.4013
184.698,1.90703e-05,2.28614e-05,4.99952,0.00171285,1.40581
184.717,0.00152859,-0.00129313,4.99977,0.000437278,1.42354
184.718,-0.000376912,0.000280547,4.99972,0.000714789,1.42411
184.718,-0.000342748,0.000326669,4.99967,0.00103795,1.42418
184.718,-0.000344312,0.000244608,4.99962,0.00127993,1.42421
184.724,0.000305266,-0.000239379,4.99966,0.00104312,1.42982
184.724,-0.000425584,0.000405881,4.9996,0.00144498,1.42994
184.726,-0.000339487,0.000331718,4.99955,0.00177341,1.4309
184.729,-3.71464e-05,-1.99803e-05,4.99955,0.00175362,1.43397
184.734,0.000103353,-5.75961e-05,4.99956,0.00169657,1.43845
184.738,-3.39862e-05,6.85636e-05,4.99956,0.00176453,1.44244
184.742,2.71959e-05,-7.54038e-05,4.99956,0.00168975,1.44615
184.745,-3.05238e-06,2.62023e-05,4.99956,0.00171575,1.44872
184.75,0.000107036,-6.07688e-05,4.99957,0.00165543,1.45324
184.753,-0.000251653,0.000180508,4.99954,0.00183469,1.45591
184.758,0.000111398,1.88822e-05,4.99956,0.00185345,1.4605
184.761,-1.62332e-05,-3.79946e-05,4.99955,0.00181569,1.46378
184.765,-1.08742e-05,0.000124206,4.99955,0.00193918,1.46715
184.77,4.08182e-05,-7.92802e-05,4.99956,0.00186033,1.47186
184.776,0.00018515,-0.000211463,4.99958,0.0016499,1.47713
184.781,0.000148889,-1.34121e-05,4.99959,0.00163654,1.48208
184.782,-0.000272581,0.00018282,4.99957,0.00181864,1.48282
184.785,-7.14396e-05,9.29677e-05,4.99956,0.00191125,1.48558
184.79,6.25058e-05,-1.45534e-05,4.99956,0.00189675,1.49052
184.793,-2.65739e-05,4.64634e-05,4.99956,0.00194307,1.49285
184.797,-4.71829e-06,4.33526e-05,4.99956,0.00198629,1.49713
184.801,-1.93319e-05,4.80829e-05,4.99956,0.00203424,1.5004
184.805,0.000200848,-0.000240701,4.99957,0.00179413,1.5041
184.81,1.97945e-05,0.000105646,4.99958,0.00189955,1.50864
184.813,-0.000138166,7.48942e-05,4.99957,0.00197429,1.51158
184.817,-3.07897e-05,6.58101e-05,4.99957,0.00203999,1.5156
184.824,0.000261895,-0.000194162,4.99958,0.00184612,1.52165
184.825,-0.000236967,0.000235551,4.99957,0.00208139,1.52276
184.83,-8.37977e-06,-3.69018e-05,4.99957,0.00204453,1.52698
184.833,4.09809e-05,-1.17274e-05,4.99957,0.00203281,1.52998
184.837,0.000197667,-7.1144e-05,4.99958,0.00196173,1.53369
184.851,0.000658411,-0.000595551,4.9996,0.00136659,1.54625
184.852,-0.000188429,0.000185883,4.9996,0.00155242,1.54698
184.852,-0.000373762,0.000361242,4.99959,0.00191356,1.5476
184.853,-0.000249853,0.000163242,4.99958,0.00207675,1.54857
184.857,1.63713e-05,1.73286e-05,4.99958,0.00209408,1.55219
184.862,-6.91619e-05,2.33127e-05,4.99958,0.00211739,1.55667
184.865,-1.22589e-05,3.41326e-05,4.99958,0.00215152,1.55915
184.869,8.11587e-05,-3.84783e-05,4.99958,0.00211304,1.56341
184.89,0.00157266,-0.00132323,4.99959,0.000789841,1.58244
184.89,-0.00032239,0.000309133,4.9996,0.00109895,1.58271
184.89,-0.000254232,0.000159156,4.9996,0.0012581,1.58276
184.89,-0.000347544,0.000414208,4.99961,0.00167228,1.5828
184.891,-0.000191255,0.000188317,4.99961,0.00186058,1.58351
184.9,0.000520974,-0.000341779,4.9996,0.00151883,1.59128
184.9,-0.000322856,0.000226126,4.99961,0.00174491,1.59152
184.902,-5.61416e-05,0.000147483,4.99961,0.00189236,1.59272
184.905,-8.27001e-06,0.000114105,4.99961,0.00200644,1.59525
184.911,0.000323049,-0.000262554,4.9996,0.00174396,1.60018
184.914,-6.23713e-05,-6.10957e-06,4.9996,0.00173785,1.60214
184.917,-8.55558e-05,9.72696e-05,4.99961,0.00183508,1.60389
184.922,9.27562e-05,-0.000223143,4.9996,0.00161206,1.60736
184.925,2.83595e-06,-7.01358e-05,4.9996,0.00154197,1.60909
184.929,2.47813e-05,-8.90393e-05,4.9996,0.00145299,1.61105
184.934,0.000135355,-0.000108735,4.9996,0.00134435,1.61325
184.937,1.25012e-06,-7.66275e-05,4.9996,0.00126779,1.61411
184.946,0.000243886,-0.00021008,4.99959,0.0010579,1.61652
184.947,4.56816e-05,-3.93495e-05,4.99958,0.0010186,1.61698
184.949,1.64476e-05,-1.41677e-05,4.99958,0.00100444,1.61714
184.954,4.75433e-05,-4.09532e-05,4.99958,0.000963534,1.61761
184.957,7.14047e-05,1.40437e-05,4.99958,0.000977562,1.61747
184.961,6.86445e-05,-6.69871e-05,4.99957,0.000910648,1.61729
184.969,5.09673e-05,-5.17602e-05,4.99957,0.000858943,1.61693
184.97,-1.98991e-06,1.71409e-06,4.99957,0.000860656,1.61691
184.976,2.35774e-05,-2.81669e-05,4.99957,0.000832519,1.61628
184.978,0.000146221,2.51481e-05,4.99956,0.000857641,1.61604
184.981,5.23132e-05,-5.29195e-05,4.99956,0.000804776,1.61569
184.985,4.49251e-05,-4.65556e-05,4.99956,0.000758267,1.61527
184.989,3.18531e-05,4.81128e-05,4.99956,0.000806332,1.61474
184.995,1.89833e-05,-2.42096e-05,4.99956,0.000782146,1.61406
184.997,6.48358e-05,-6.37063e-05,4.99955,0.000718499,1.61384
185.006,-0.000103387,8.90559e-05,4.99956,0.000807473,1.61282
185.011,0.00012771,-4.23147e-05,4.99955,0.000765195,1.61237
185.013,6.48806e-05,1.96634e-05,4.99955,0.000784842,1.61217
185.015,6.18183e-05,-6.11071e-05,4.99955,0.000723787,1.61192
185.019,-2.86961e-05,-5.86899e-05,4.99955,0.000665147,1.61161
185.021,6.60638e-05,1.86442e-05,4.99955,0.000683775,1.61142
185.026,-3.54146e-05,3.05056e-05,4.99955,0.000714256,1.61107
185.029,-1.85299e-05,-6.74469e-05,4.99955,0.000646864,1.61087
185.033,5.3614e-05,2.93683e-05,4.99955,0.000676208,1.61055
185.037,-1.69398e-05,1.45917e-05,4.99955,0.000690789,1.61039
185.042,-2.62145e-05,2.25808e-05,4.99955,0.000713352,1.61013
185.046,-4.17468e-06,3.59601e-06,4.99955,0.000716945,1.61009
185.049,-4.04076e-06,3.48066e-06,4.99955,0.000720423,1.61005
185.053,-5.04092e-06,4.34218e-06,4.99955,0.000724762,1.61
185.058,-9.14315e-05,3.20718e-06,4.99955,0.000727966,1.60993
185.061,5.144e-06,-4.43097e-06,4.99955,0.000723539,1.60998
185.066,9.52181e-06,-8.20196e-06,4.99955,0.000715343,1.61008
185.069,-7.45224e-05,7.20503e-05,4.99955,0.000787338,1.61021
185.077,2.93473e-05,-2.52794e-05,4.99955,0.000762078,1.6105
185.078,6.36473e-06,-5.48249e-06,4.99955,0.0007566,1.61056
185.081,1.02881e-05,-8.86204e-06,4.99955,0.000747745,1.61066
185.085,1.65343e-05,-1.42424e-05,4.99955,0.000733514,1.61083
185.089,9.38328e-06,-8.08262e-06,4.99955,0.000725438,1.61092
185.093,9.72894e-06,-8.38038e-06,4.99955,0.000717064,1.61101
185.098,4.63055e-06,-3.98869e-06,4.99955,0.000713078,1.61106
185.101,2.77647e-06,-2.39162e-06,4.99955,0.000710689,1.61109
185.106,5.00746e-06,-4.31336e-06,4.99955,0.000706379,1.61114
185.118,-4.53045e-06,3.90246e-06,4.99955,0.000710278,1.61109
185.119,-3.68488e-07,3.1741e-07,4.99955,0.000710595,1.61109
185.12,-9.67465e-07,8.33361e-07,4.99955,0.000711428,1.61108
185.121,-1.30937e-06,1.12787e-06,4.99955,0.000712555,1.61107
185.125,-3.84207e-06,3.30951e-06,4.99955,0.000715862,1.61103
185.129,-4.81682e-06,4.14914e-06,4.99955,0.000720008,1.61098
185.133,-5.29747e-06,4.56317e-06,4.99955,0.000724567,1.61093
185.138,-4.01323e-06,3.45694e-06,4.99955,0.000728021,1.61089
185.149,-9.3304e-06,8.03708e-06,4.99955,0.000736052,1.6108
185.15,-4.51042e-07,3.88521e-07,4.99955,0.00073644,1.61079
185.15,-2.10751e-07,1.81538e-07,4.99955,0.000736621,1.61079
185.154,-1.09699e-06,9.44936e-07,4.99955,0.000737566,1.61078
185.158,1.72201e-06,-1.48332e-06,4.99955,0.000736084,1.6108
185.161,1.0263e-06,-8.84043e-07,4.99955,0.0007352,1.61081
185.165,1.67856e-06,-1.44588e-06,4.99955,0.000733755,1.61082
185.17,5.13892e-06,-4.42659e-06,4.99955,0.000729332,1.61087
185.173,2.92725e-06,-2.52149e-06,4.99955,0.000726813,1.6109
185.178,3.51325e-06,-3.02626e-06,4.99955,0.000723789,1.61094
185.181,2.3531e-06,-2.02693e-06,4.99955,0.000721764,1.61096
185.185,3.07368e-06,-2.64763e-06,4.99955,0.000719118,1.61099
185.192,-2.90949e-07,2.5062e-07,4.99955,0.000719369,1.61099
185.196,-1.44206e-07,1.24217e-07,4.99955,0.000719493,1.61099
185.197,-3.36394e-07,2.89765e-07,4.99955,0.000719782,1.61098
185.201,-6.31256e-07,5.43755e-07,4.99955,0.000720326,1.61098
185.205,-7.49984e-07,6.46026e-07,4.99955,0.000720971,1.61097
185.211,2.22957e-06,-1.92052e-06,4.99955,0.000719052,1.61099
185.213,6.36569e-07,-5.48331e-07,4.99955,0.000718504,1.611
185.219,1.04578e-06,-9.00823e-07,4.99955,0.000717604,1.61101
185.232,2.0194e-06,-1.73949e-06,4.99955,0.000715866,1.61103
185.233,2.23211e-07,-1.92271e-07,4.99955,0.000715674,1.61103
185.235,3.88925e-07,-3.35015e-07,4.99955,0.000715339,1.61103
185.237,4.92976e-07,-4.24643e-07,4.99955,0.000714915,1.61104
185.239,1.05203e-06,-9.06207e-07,4.99955,0.00071401,1.61105
185.245,3.02172e-06,-2.60287e-06,4.99955,0.000711409,1.61108
185.246,3.91299e-07,-3.37059e-07,4.99955,0.000711072,1.61108
185.249,1.44926e-06,-1.24837e-06,4.99955,0.000709825,1.6111
185.253,1.40221e-06,-1.20784e-06,4.99955,0.000708618,1.61111
185.259,-4.53437e-07,3.90584e-07,4.99955,0.000709008,1.61111
185.262,-1.61377e-07,1.39008e-07,4.99955,0.000709147,1.61111
185.265,-1.92198e-07,1.65556e-07,4.99955,0.000709312,1.6111
185.269,0,0,4.99955,0.000709312,1.6111
185.275,0,0,4.99955,0.000709312,1.6111
185.277,7.80375e-07,-6.72205e-07,4.99955,0.000708641,1.61111
185.282,1.8684e-06,-1.60941e-06,4.99955,0.000707033,1.61113
185.285,1.24823e-06,-1.07521e-06,4.99955,0.000705958,1.61114
185.29,1.20746e-06,-1.04009e-06,4.99955,0.000704919,1.61115
185.293,4.96804e-07,-4.27941e-07,4.99955,0.000704491,1.61116
185.297,1.08103e-07,-9.31184e-08,4.99955,0.000704398,1.61116
185.302,1.29383e-07,-1.11449e-07,4.99955,0.000704287,1.61116
185.305,9.1862e-08,-7.91287e-08,4.99955,0.000704208,1.61116
185.31,1.99425e-06,-1.71782e-06,4.99955,0.000702492,1.61118
185.313,1.1116e-06,-9.57515e-07,4.99955,0.000701535,1.61119
185.317,1.48973e-06,-1.28323e-06,4.99955,0.000700253,1.61121
185.323,2.19925e-06,-1.8944e-06,4.99955,0.00069836,1.61123
185.331,2.97336e-06,-2.56121e-06,4.99955,0.000695801,1.61126
185.332,1.06314e-07,-9.15774e-08,4.99955,0.000695709,1.61126
185.334,3.79958e-07,-3.27291e-07,4.99955,0.000695382,1.61126
185.337,6.37817e-07,-5.49407e-07,4.99955,0.000694833,1.61127
185.342,1.06021e-06,-9.13254e-07,4.99955,0.000693921,1.61128
185.345,6.09496e-07,-5.25011e-07,4.99955,0.000693396,1.61129
185.349,1.73057e-06,-1.49069e-06,4.99955,0.000691907,1.6113
185.354,2.17575e-06,-1.87416e-06,4.99955,0.000690034,1.61133
185.36,0,0,4.99955,0.000690034,1.61133
185.362,0,0,4.99955,0.000690034,1.61133
185.365,0,0,4.99955,0.000690034,1.61133
185.369,1.0377e-07,-8.9386e-08,4.99955,0.000689945,1.61133
185.376,1.95909e-07,-1.68754e-07,4.99955,0.000689776,1.61133
185.378,5.60373e-08,-4.82698e-08,4.99955,0.000689728,1.61133
185.381,1.20994e-06,-1.04222e-06,4.99955,0.000688687,1.61134
185.385,1.53719e-06,-1.32412e-06,4.99955,0.000687363,1.61136
185.392,2.09777e-06,-1.80699e-06,4.99955,0.000685558,1.61138
185.394,7.89083e-07,-6.79705e-07,4.99955,0.000684879,1.61138
185.399,1.22515e-06,-1.05532e-06,4.99955,0.000683824,1.6114
185.401,-2.21804e-07,1.91059e-07,4.99955,0.000684015,1.61139
185.431,-2.86606e-06,2.46879e-06,4.99955,0.000686482,1.61137
185.432,2.29044e-07,-1.97295e-07,4.99955,0.000686285,1.61137
185.433,1.05557e-07,-9.09256e-08,4.99955,0.000686194,1.61137
185.433,4.7622e-08,-4.10209e-08,4.99955,0.000686153,1.61137
185.433,3.3186e-08,-2.8586e-08,4.99955,0.000686124,1.61137
185.433,1.18891e-08,-1.02411e-08,4.99955,0.000686114,1.61137
185.433,2.72832e-09,-2.35014e-09,4.99955,0.000686112,1.61137
185.435,1.27779e-07,-1.10067e-07,4.99955,0.000686002,1.61137
185.437,1.37733e-07,-1.18641e-07,4.99955,0.000685883,1.61137
185.444,5.24631e-07,-4.5191e-07,4.99955,0.000685432,1.61138
185.446,1.56987e-07,-1.35227e-07,4.99955,0.000685297,1.61138
185.449,1.41276e-06,-1.21693e-06,4.99955,0.000684081,1.61139
185.465,7.3264e-06,-6.31086e-06,4.99955,0.000677775,1.61147
185.465,1.90789e-07,-1.64343e-07,4.99955,0.000677611,1.61147
185.466,1.17636e-08,-1.0133e-08,4.99955,0.000677601,1.61147
185.466,3.13172e-08,-2.69762e-08,4.99955,0.000677574,1.61147
185.469,3.66895e-07,-3.16038e-07,4.99955,0.000677258,1.61147
185.476,1.06534e-06,-9.17671e-07,4.99955,0.000676341,1.61148
185.478,3.12859e-07,-2.69493e-07,4.99955,0.000676072,1.61149
185.481,9.46008e-07,-8.14878e-07,4.99955,0.000675258,1.6115
185.486,1.83874e-06,-1.58386e-06,4.99955,0.000673675,1.61151
185.49,1.0122e-06,-8.71897e-07,4.99955,0.000672804,1.61152
185.493,9.09766e-07,-7.8366e-07,4.99955,0.000672021,1.61153
185.498,-2.68805e-07,2.31545e-07,4.99955,0.000672252,1.61153
185.501,-1.50654e-07,1.29771e-07,4.99955,0.000672382,1.61153
185.507,-3.55635e-07,3.06339e-07,4.99955,0.000672688,1.61153
185.509,3.62376e-07,-3.12146e-07,4.99955,0.000672376,1.61153
185.513,7.32044e-07,-6.30572e-07,4.99955,0.000671746,1.61154
185.518,1.34595e-06,-1.15938e-06,4.99955,0.000670588,1.61155
185.521,8.14419e-07,-7.01529e-07,4.99955,0.000669887,1.61156
185.526,1.52683e-06,-1.31519e-06,4.99955,0.000668573,1.61157
185.529,-6.02808e-08,5.1925e-08,4.99955,0.000668625,1.61157
185.533,-1.08159e-07,9.31667e-08,4.99955,0.000668718,1.61157
185.538,6.49543e-07,-5.59507e-07,4.99955,0.000668159,1.61158
185.544,9.17975e-07,-7.90731e-07,4.99955,0.000667369,1.61159
185.546,2.54683e-07,-2.1938e-07,4.99955,0.000667149,1.61159
185.549,1.11072e-06,-9.56757e-07,4.99955,0.000666193,1.6116
185.553,1.76301e-06,-1.51863e-06,4.99955,0.000664676,1.61162
185.559,1.46961e-06,-1.2659e-06,4.99955,0.000663411,1.61163
185.562,8.2648e-07,-7.11919e-07,4.99955,0.0006627,1.61164
185.565,6.47769e-07,-5.57979e-07,4.99955,0.000662142,1.61165
185.57,-4.75519e-07,4.09605e-07,4.99955,0.000662552,1.61164
185.573,-3.12343e-07,2.69048e-07,4.99955,0.00066282,1.61164
185.578,8.80381e-07,-7.58348e-07,4.99955,0.000662063,1.61165
185.581,5.24571e-07,-4.51858e-07,4.99955,0.000661611,1.61165
185.591,1.84678e-06,-1.59079e-06,4.99955,0.000660022,1.61167
185.591,6.83684e-08,-5.88916e-08,4.99955,0.000659963,1.61167
185.593,7.00256e-07,-6.03191e-07,4.99955,0.00065936,1.61168
185.597,2.41286e-07,-2.0784e-07,4.99955,0.000659153,1.61168
185.601,1.91597e-07,-1.65039e-07,4.99955,0.000658988,1.61168
185.605,2.10115e-07,-1.8099e-07,4.99955,0.000658807,1.61168
185.61,2.64675e-07,-2.27988e-07,4.99955,0.000658579,1.61169
185.613,1.6561e-07,-1.42654e-07,4.99955,0.000658436,1.61169
185.617,2.34911e-06,-2.02349e-06,4.99955,0.000656415,1.61171
185.624,3.89515e-06,-3.35523e-06,4.99955,0.000653062,1.61175
185.626,1.02526e-06,-8.83144e-07,4.99955,0.00065218,1.61176
185.629,7.01262e-07,-6.04058e-07,4.99955,0.000651576,1.61177
185.633,7.28665e-07,-6.27662e-07,4.99955,0.000650949,1.61178
185.643,-1.40645e-06,1.21149e-06,4.99955,0.00065216,1.61176
185.644,-5.381e-08,4.63511e-08,4.99955,0.000652206,1.61176
185.648,-6.07592e-07,5.23371e-07,4.99955,0.000652729,1.61175
185.65,5.21305e-07,-4.49045e-07,4.99955,0.00065228,1.61176
185.653,9.6787e-07,-8.3371e-07,4.99955,0.000651447,1.61177
185.662,4.7234e-06,-4.06867e-06,4.99955,0.000647382,1.61182
185.663,7.79197e-07,-6.71189e-07,4.99955,0.000646711,1.61182
185.665,9.25759e-07,-7.97436e-07,4.99955,0.000645915,1.61183
185.669,3.66736e-07,-3.15902e-07,4.99955,0.000645599,1.61184
185.677,6.32273e-07,-5.44631e-07,4.99955,0.000645055,1.61184
185.678,2.55456e-07,-2.20046e-07,4.99955,0.000644835,1.61185
185.688,2.94353e-06,-2.53552e-06,4.99955,0.000642301,1.61187
185.688,3.65837e-08,-3.15127e-08,4.99955,0.00064227,1.61187
185.69,7.53654e-07,-6.49187e-07,4.99955,0.000641621,1.61188
185.693,1.59314e-06,-1.37231e-06,4.99955,0.00064025,1.6119
185.697,2.10017e-06,-1.80906e-06,4.99955,0.000638443,1.61192
185.702,-9.08654e-07,7.82702e-07,4.99955,0.000639225,1.61191
185.705,-5.96384e-07,5.13717e-07,4.99955,0.000639738,1.6119
185.711,3.1602e-07,-2.72215e-07,4.99955,0.000639466,1.61191
185.713,1.12968e-07,-9.73095e-08,4.99955,0.000639369,1.61191
185.717,2.16489e-07,-1.86481e-07,4.99955,0.000639182,1.61191
185.722,1.63004e-06,-1.40409e-06,4.99955,0.00063778,1.61193
185.725,8.87283e-07,-7.64293e-07,4.99955,0.000637016,1.61194
185.729,-8.73723e-07,7.52613e-07,4.99955,0.000637768,1.61193
185.734,-1.07281e-06,9.24106e-07,4.99955,0.000638691,1.61192
185.737,-6.09529e-07,5.2504e-07,4.99955,0.000639216,1.61191
185.743,-1.22669e-05,1.05666e-05,4.99955,0.000649773,1.61179
185.745,-3.82567e-06,3.29538e-06,4.99955,0.000653066,1.61175
185.756,-4.22694e-05,3.64103e-05,4.99955,0.000689446,1.61133
185.756,7.96532e-07,-8.40944e-05,4.99955,0.00060542,1.61132
185.757,-2.81379e-06,2.42376e-06,4.99955,0.000607842,1.61129
185.761,-2.94128e-05,-5.80725e-05,4.99955,0.000549817,1.61098
185.765,0.000148731,-0.00014383,4.99955,0.000406103,1.61072
185.769,-7.00762e-05,6.03627e-05,4.99955,0.000466418,1.61003
185.776,0.00012459,-0.000130893,4.99954,0.000335625,1.60867
185.779,0.000218737,-0.00021199,4.99954,0.000123787,1.60824
185.781,0.000164922,-0.000165635,4.99953,-4.17313e-05,1.60727
185.787,2.09445e-05,4.1794e-05,4.99953,3.49121e-08,1.60491
185.793,-5.0683e-05,2.00847e-05,4.99953,2.01079e-05,1.60181
185.794,0.000184089,-0.000182145,4.99952,-0.00016195,1.60104
185.805,-0.000340794,0.000269983,4.99953,0.00010791,1.59507
185.806,4.29909e-05,-4.48894e-05,4.99953,6.30334e-05,1.59463
185.81,0.00018848,-0.000201643,4.99953,-0.000138552,1.59217
185.811,9.3771e-05,-9.64884e-05,4.99953,-0.000235018,1.59137
185.815,0.000143663,-7.1772e-05,4.99952,-0.000306775,1.58935
185.817,4.00295e-05,-5.01961e-05,4.99952,-0.000356963,1.58802
185.822,5.453e-05,5.00629e-06,4.99952,-0.000351957,1.58512
185.826,9.55423e-05,-0.000113729,4.99952,-0.000465675,1.58261
185.829,7.30823e-05,-3.11675e-06,4.99952,-0.000468791,1.58076
185.833,6.44714e-05,-3.55713e-06,4.99952,-0.000472348,1.57796
185.837,-4.71967e-05,-5.8469e-05,4.99952,-0.000530816,1.57574
185.842,3.69487e-05,2.01506e-05,4.99952,-0.000510665,1.57266
185.847,-0.000186364,0.000144816,4.99952,-0.00036585,1.56909
185.849,0.00020031,-0.000120566,4.99952,-0.000486416,1.56763
185.854,-2.89987e-05,1.40609e-06,4.99952,-0.00048501,1.56475
185.858,5.21494e-05,-7.63514e-05,4.99952,-0.00056136,1.56181
185.861,-3.2826e-06,-1.28877e-05,4.99952,-0.000574247,1.56004
185.866,4.44772e-05,1.36657e-05,4.99952,-0.000560582,1.55705
185.869,-3.3052e-05,1.27552e-05,4.99952,-0.000547828,1.55499
185.873,-0.000174053,5.86606e-05,4.99952,-0.000489175,1.55238
185.878,0.000117359,2.64368e-05,4.99952,-0.000462742,1.54926
185.881,0.000103624,-0.000112834,4.99952,-0.00057555,1.54769
185.886,3.78644e-05,-6.40465e-05,4.99952,-0.000639579,1.5446
185.889,-6.06535e-05,3.65308e-05,4.99952,-0.000603061,1.54227
185.897,-0.000133587,0.000167048,4.99952,-0.000436081,1.53751
185.898,0.00022425,-0.000141188,4.99953,-0.000577191,1.53629
185.901,2.24012e-05,-0.00011842,4.99953,-0.00069554,1.53476
185.906,1.06958e-05,4.27645e-05,4.99953,-0.000652804,1.53143
185.911,-0.000157263,3.63406e-05,4.99952,-0.000616491,1.52812
185.913,0.000188204,-0.000110139,4.99953,-0.00072653,1.52655
185.918,2.76216e-05,-5.52235e-05,4.99953,-0.000781699,1.52336
185.922,-0.000110138,7.91562e-05,4.99952,-0.000702632,1.52054
185.925,0.000103145,-3.687e-05,4.99953,-0.000739456,1.51812
185.929,2.7027e-05,-4.68537e-05,4.99953,-0.000786244,1.51579
185.933,-9.70847e-05,6.79121e-05,4.99953,-0.000718435,1.5131
185.938,0.000156352,-9.84167e-05,4.99953,-0.000816688,1.50948
185.949,-0.000549963,0.000450157,4.9995,-0.000367376,1.50144
185.95,1.90116e-05,-2.4234e-05,4.9995,-0.000391552,1.50077
185.951,0.000340458,-0.000332554,4.99953,-0.000723291,1.49981
185.953,0.000161078,-0.000162323,4.99954,-0.000885206,1.49881
185.958,6.99386e-05,-1.61241e-05,4.99954,-0.000901288,1.4952
185.961,-4.97306e-05,-5.62864e-05,4.99954,-0.000957413,1.49296
185.965,-0.000121819,0.000172626,4.99953,-0.00078531,1.49004
185.97,0.000151584,-0.000177718,4.99954,-0.000962449,1.48635
185.977,-0.000217473,0.000247164,4.99952,-0.000716166,1.48162
185.978,0.000245773,-0.000243136,4.99954,-0.000958336,1.4806
185.985,-0.000240203,0.000183335,4.99952,-0.000775746,1.47562
185.985,0.000304667,-0.000210458,4.99955,-0.000985252,1.4752
185.99,-1.34457e-05,-1.98487e-05,4.99955,-0.00100501,1.47161
186,-0.000538214,0.000440037,4.9995,-0.000567136,1.46369
186.001,0.000335056,-0.000320043,4.99953,-0.000885345,1.46354
186.003,0.000170096,-9.45408e-05,4.99955,-0.000979343,1.46179
186.005,-2.61158e-05,9.01888e-05,4.99955,-0.000889689,1.45982
186.01,6.61398e-05,-9.62602e-05,4.99956,-0.000985357,1.45615
186.013,0.000134312,-0.000147125,4.99957,-0.00113152,1.45402
186.017,7.72065e-06,-3.80811e-05,4.99957,-0.00116934,1.45064
186.023,-0.000182886,0.000217371,4.99955,-0.000953535,1.44625
186.025,0.000192132,-0.00019693,4.99957,-0.00114894,1.44469
186.03,5.17795e-05,-4.82163e-07,4.99958,-0.00114942,1.4409
186.033,2.4855e-06,-2.5714e-05,4.99958,-0.00117492,1.43833
186.037,-0.000155119,0.000117902,4.99956,-0.00105805,1.43507
186.044,-0.000226547,0.000163714,4.99953,-0.000895837,1.42936
186.045,0.000328296,-0.000322078,4.99958,-0.0012147,1.42829
186.05,0.000111171,-5.16413e-05,4.99959,-0.00126582,1.42509
